atletas.atleta_id,previsao_pontos,atletas.rodada_id,atletas.status_id,atletas.pontos_num,atletas.variacao_num,atletas.media_num,atletas.slug,atletas.apelido,atletas.nome,atletas.clube.id.full.name,atletas.entrou_em_campo,atletas.jogos_num,atletas.clube_id,atletas.posicao_id,atletas.preco_num,atletas.minimo_para_valorizar,atletas.apelido_abreviado,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante,A,CA,DS,FC,FD,FF,FS,I,G,FT,DE,GS,V,CV,PS,SG,DP,PC,PP,GC,media_CA_5_rodadas,media_DS_5_rodadas,media_FC_5_rodadas,media_FF_5_rodadas,media_FS_5_rodadas,media_I_5_rodadas,media_SG_5_rodadas,media_FD_5_rodadas,media_A_5_rodadas,media_G_5_rodadas,media_CV_5_rodadas,media_FT_5_rodadas,media_PC_5_rodadas,media_PS_5_rodadas,media_DE_5_rodadas,media_GS_5_rodadas,media_V_5_rodadas,media_DP_5_rodadas,media_PP_5_rodadas,media_GC_5_rodadas
99198,15.718856352866755,19,7,,0.83,7.5,vegetti,Vegetti,Pablo Vegetti,,True,14,267,5,16.37,,Vegetti,40.0,33.33,São Januário,2025-08-10 16:00:00,,,334168,10,282,17,267,1754852400,26,True,False,1.0,1.0,6.0,17.0,5.0,20.0,17.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.2,16.6,14.6,11.8,2.8,0.0,3.8,1.0,7.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63007,12.531895752219855,19,7,,2.89,5.66,neymar,Neymar,Neymar da Silva Santos Júnior,,True,9,277,4,17.39,,Neymar,46.67,66.67,Mineirão,2025-08-10 18:30:00,,,334172,15,277,2,283,1754861400,26,True,True,0.0,2.0,2.0,14.0,8.0,6.0,32.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,8.8,3.0,21.2,0.8,0.0,4.6,0.0,0.8,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87863,11.794782999063626,19,7,,1.4,9.36,arrascaeta,Arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,,True,15,262,4,19.35,,Arrascaeta,73.33,73.33,Maracanã,2025-08-09 18:30:00,,,334167,5,2305,1,262,1754775000,26,True,False,5.0,1.0,9.0,6.0,2.0,7.0,24.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8,7.2,5.8,4.4,16.4,2.0,0.0,2.0,4.4,9.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
103445,11.388680744725374,19,7,,-0.31,11.31,kaio-jorge,Kaio Jorge,Kaio Jorge Pinto Ramos,,True,17,283,5,16.56,,K. Jorge,46.67,66.67,Mineirão,2025-08-10 18:30:00,,,334172,15,277,2,283,1754861400,26,True,False,5.0,2.0,18.0,16.0,10.0,18.0,20.0,5.0,13.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,15.2,11.8,14.2,17.6,5.0,0.0,8.8,3.2,12.0,0.0,3.0,0.0,1.6,0.0,0.0,0.0,0.0,1.0,0.0
89368,9.802121504738516,19,7,,-0.13,5.2,braithwaite,Braithwaite,Martin Christensen Braithwaite,,True,13,284,5,12.69,,Braithwaite,20.0,26.67,Arena do Grêmio,2025-08-10 20:30:00,,,334173,20,292,14,284,1754868600,26,True,False,1.0,2.0,8.0,14.0,7.0,9.0,17.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,11.8,6.0,13.0,2.0,0.0,5.8,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105949,8.91402827925404,19,7,,-1.03,5.42,rochet,Rochet,Sergio Ramón Rochet Álvarez,,True,6,285,1,10.01,,Rochet,53.33,6.67,Cícero de Souza Marques,2025-08-09 18:30:00,,,334171,13,285,6,280,1754775000,26,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,0.6,0.0,0.0,0.0,0.0
98873,8.682207932307849,19,7,,0.59,4.9,samuel-lino,Samuel Lino,Samuel Dias Lino,,True,1,262,5,15.59,,S. Lino,73.33,73.33,Maracanã,2025-08-09 18:30:00,,,334167,5,2305,1,262,1754775000,26,True,False,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,3.2,1.4,1.0,1.0,0.0,2.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88963,8.567449544183424,19,7,,0.73,7.14,leonardo-jardim,Leonardo Jardim,José Leonardo Nunes Alves Sousa Jardim,,True,18,283,6,11.51,,L. Jardim,46.67,66.67,Mineirão,2025-08-10 18:30:00,,,334172,15,277,2,283,1754861400,26,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0
39148,8.52691859058633,19,2,,-0.06,5.93,hulk,Hulk,Givanildo Vieira de Souza,,True,15,282,5,14.2,,Hulk,40.0,33.33,São Januário,2025-08-10 16:00:00,,,334168,10,282,17,267,1754852400,26,True,True,2.0,5.0,6.0,19.0,12.0,19.0,33.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,5.2,15.0,15.8,28.8,6.0,0.0,11.6,2.0,3.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89275,8.33682748419283,19,7,,-0.38,8.76,william,William,Willian de Asevedo Furtado,,True,13,283,2,16.29,,William,46.67,66.67,Mineirão,2025-08-10 18:30:00,,,334172,15,277,2,283,1754861400,26,True,False,2.0,1.0,35.0,17.0,2.0,6.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,30.0,14.0,4.8,8.6,2.0,6.8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
