Unnamed: 0,atletas.entrou_em_campo,atletas.nome,atletas.slug,atletas.preco_num,atletas.minimo_para_valorizar,atletas.atleta_id,atletas.variacao_num,atletas.pontos_num,atletas.rodada_id,atletas.apelido,atletas.posicao_id,atletas.clube_id,atletas.media_num,atletas.status_id,atletas.jogos_num,atletas.clube.id.full.name,atletas.apelido_abreviado,DS,FC,FD,FF,FS,I,A,CA,SG,DE,GS,CV,PP,V,FT,G,PC,DP,PS,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
278,False,Valdemir de Oliveira Soares,val-soares,3.0,,98306,0.0,0.0,3,Val Soares,4,287,0.0,5,0,VIT,V. Soares,,,,,,,,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,False
279,False,Luiz Henrique Soares Firmino,negueba,3.0,,98384,0.0,0.0,3,Negueba,5,2305,0.0,6,0,MIR,Negueba,,,,,,,,,,,,,,,,,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,False
282,False,Leonel Di Placido,di-placido,4.0,,98605,0.0,0.0,3,Di Placido,2,292,0.0,6,0,SPT,D. Placido,,,,,,,,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
284,True,Jefferson David Savarino Quintero,savarino,10.09,,98672,-0.72,2.2,3,Savarino,4,263,2.73,7,3,BOT,Savarino,1.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
285,False,Fabrizio Germán Angileri - Fabricio,angileri,4.09,,98720,0.0,0.0,3,Angileri,2,264,0.0,2,1,COR,Angileri,,,,,,,,,,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,False
286,False,Christian Jonatan Ortíz - Cristian,titi-ortiz,6.0,,98738,0.0,0.0,3,Titi Ortíz,4,292,0.0,6,0,SPT,T. Ortíz,,,,,,,,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
288,False,Matías Nicolás Viña Susperreguy,vina,8.0,,98974,0.0,0.0,3,Viña,2,262,0.0,5,0,FLA,Viña,,,,,,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
289,True,Agustín Maximiliano Rogel Paita,rogel,7.41,,98975,1.02,6.7,3,Rogel,3,285,6.45,7,2,INT,Rogel,2.0,2.0,,,1.0,,,,2.0,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,False
290,True,João Paulo Ferreira Lourenço,lourenco,4.72,,99032,0.21,3.2,3,Lourenço,4,354,2.27,6,3,CEA,Lourenço,3.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,False
291,False,Lucas Braga Ribeiro,lucas-braga,5.0,,99119,0.0,0.0,3,Lucas Braga,5,287,0.0,6,0,VIT,L. Braga,,,,,,,,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,False
294,True,Diego Nicolás de la Cruz Arcosa,de-la-cruz,11.19,,99228,-0.38,4.1,3,De la Cruz,4,262,3.43,7,3,FLA,D. Cruz,8.0,4.0,,,3.0,,,2.0,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
295,True,Francisco Alves da Silva Neto - Melo,chico,6.07,,99253,0.42,3.5,3,Chico,3,292,4.5,7,3,SPT,Chico,6.0,1.0,,1.0,2.0,,,1.0,1.0,,,,,,,,1.0,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
297,True,Alexander Nahuel Barboza Ullúa,alexander-barboza,10.15,,99274,-0.49,3.9,3,Alexander Barboza,3,263,5.67,7,3,BOT,A. Barboza,7.0,5.0,,,,,,2.0,2.0,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
298,False,Juan Ignacio Dinenno de Cara,dinenno,7.0,,99316,0.0,0.0,3,Dinenno,5,283,0.0,6,0,CRU,Dinenno,,,,,,,,,,,,,,,,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,False
300,True,Michael Richard Delgado de Oliveira,michael,7.36,,99392,-0.02,2.5,3,Michael,5,262,2.87,6,3,FLA,Michael,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
301,True,Gabriel Baralhas dos Santos,baralhas,7.06,,99440,-0.09,3.0,3,Baralhas,4,287,4.5,7,2,VIT,Baralhas,5.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,False
302,True,Agustín Daniel Rossi,rossi,7.85,,99552,1.37,8.9,3,Rossi,1,262,3.17,7,3,FLA,Rossi,,,,,,,,,1.0,5.0,2.0,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
308,True,Yuri Alberto Monteiro da Silva,yuri-alberto,13.24,,100652,-2.28,0.0,3,Yuri Alberto,5,264,5.23,7,3,COR,Y. Alberto,,3.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,False
310,False,Matheus Henrique de Souza,matheus-henrique,8.54,,100742,0.0,0.0,3,Matheus Henrique,4,283,1.55,5,2,CRU,M. Henrique,2.0,3.0,,,4.0,,,1.0,,,,,,,,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,False
316,True,Victor Alexander da Silva,vitinho,8.7,,100898,-0.61,1.5,3,Vitinho,2,263,5.73,2,3,BOT,Vitinho,5.0,1.0,,,,,,,2.0,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
317,False,Ronald dos Santos Lopes,ronald-lopes,3.7,,100969,0.0,0.0,3,Ronald Lopes,4,287,-1.1,6,1,VIT,R. Lopes,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,False
320,True,Jackson Diego Ibraim Fagundes - Ibrahim,diego,9.33,,101027,0.0,4.0,3,Diego,2,354,8.27,6,3,CEA,Diego,7.0,,,1.0,7.0,,1.0,,1.0,,,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,False
326,True,João Pedro Vilardi Pinto,pepe,6.75,,101573,0.2,3.5,3,Pepê,4,287,4.1,6,2,VIT,Pepê,4.0,1.0,,,5.0,,,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,False
327,False,Hugo de Souza Nogueira,hugo-souza,12.0,,101574,0.0,0.0,3,Hugo Souza,1,264,0.0,5,0,COR,H. Souza,,,,,,,,,,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,False
329,True,Ramon Ramos Lima,ramon,6.45,,101597,1.45,5.7,3,Ramon,2,285,5.7,6,1,INT,Ramon,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,False
332,True,Matheus França Silva,matheuzinho,10.69,,101727,0.07,5.2,3,Matheuzinho,2,264,6.95,7,2,COR,Matheuzinho,7.0,3.0,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,False
333,True,Claudio Coelho Salvático,claudinho,5.64,,101752,-0.84,0.0,3,Claudinho,2,287,2.73,7,3,VIT,Claudinho,5.0,1.0,,,2.0,,,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,False
336,True,Willian Estefani Machado,willian-machado,3.62,,101908,0.17,3.2,3,Willian Machado,3,354,2.73,6,3,CEA,W. Machado,2.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,False
337,True,Vitor Hugo Naum dos Santos,vitinho,5.61,,101960,-0.41,1.1,3,Vitinho,5,285,1.67,2,3,INT,Vitinho,4.0,7.0,,2.0,3.0,,,2.0,,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,False
341,True,Lucas Halter,lucas-halter,4.1,,102253,1.68,8.0,3,Lucas Halter,3,287,2.2,7,3,VIT,L. Halter,,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,False
342,True,Benjamín Rollheiser,rollheiser,8.57,,102256,-1.22,0.5,3,Rollheiser,4,277,1.83,7,3,SAN,Rollheiser,3.0,,,,2.0,,,,,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,False
344,True,Carlos de Menezes Júnior,caca,5.48,,102340,0.4,3.4,3,Cacá,3,264,1.95,2,2,COR,Cacá,2.0,2.0,,,3.0,,,,,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,False
345,True,Gonzalo Mathías Mastriani Borges,mastriani,6.01,,102561,-0.66,0.4,3,Mastriani,5,263,0.2,6,2,BOT,Mastriani,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
346,False,Thiago Beserra dos Santos Conti,thiaguinho,3.0,,102599,0.0,0.0,3,Thiaguinho,4,287,0.0,6,0,VIT,Thiaguinho,,,,,,,,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,False
350,True,Gonzalo Daniel Escobar,escobar,8.84,,102975,1.4,9.1,3,Escobar,2,277,8.57,7,3,SAN,Escobar,16.0,6.0,,,7.0,,,,,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,False
352,True,Gabriel Nascimento Rezende Brazão - Resende,gabriel-brazao,4.24,,103056,0.36,2.9,3,Gabriel Brazão,1,277,1.37,7,3,SAN,G. Brazão,,,,,,,,,,7.0,5.0,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,False
354,False,Matheus Alexandre Anastácio de Souza,matheus-alexandre,4.79,,103347,0.0,0.0,3,Matheus Alexandre,2,292,2.2,6,2,SPT,M. Alexandre,2.0,2.0,,,,,,2.0,1.0,,,,,,,,1.0,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
356,True,Kaio Jorge Pinto Ramos,kaio-jorge,11.41,,103445,2.09,11.4,3,Kaio Jorge,5,283,8.5,6,2,CRU,K. Jorge,4.0,2.0,,2.0,6.0,,,1.0,,,,,,,,1.0,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,False
360,False,Kaíque Rocha Lima,kaique-rocha,5.0,,103684,0.0,0.0,3,Kaíque Rocha,3,285,0.0,6,0,INT,K. Rocha,,,,,,,,,,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,False
361,True,Gabriel Veron Fonseca de Souza,gabriel-veron,4.62,,103764,-0.52,-0.1,3,Gabriel Veron,5,277,1.03,6,3,SAN,G. Veron,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,False
363,True,Rafael Silva Guanaes,rafael-guanaes,4.45,,104027,0.09,2.82,3,Rafael Guanaes,6,2305,3.67,7,3,MIR,R. Guanaes,,,,,,,,,,,,,,,,,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,False
366,True,Lucas Willians Assis Arcanjo,lucas-arcanjo,8.47,,104118,1.86,9.7,3,Lucas Arcanjo,1,287,7.1,7,2,VIT,L. Arcanjo,,,,,,,,,,14.0,4.0,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,False
367,False,Fabrício do Rosário dos Santos,fabri,3.42,,104134,0.0,0.0,3,Fabri,5,287,1.1,6,2,VIT,Fabri,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,False
368,False,Raul Jonas Steffens,raul,2.0,,104191,0.0,0.0,3,Raul,1,263,0.0,6,0,BOT,Raul,,,,,,,,,,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
369,True,Edson Guilherme Mendes dos Santos,edson-carioca,4.26,,104204,-0.59,0.0,3,Edson Carioca,5,2305,2.25,6,2,MIR,E. Carioca,2.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,False
373,True,Diogo Hereda da Silva,hereda,4.23,,104271,-0.4,0.2,3,Hereda,2,292,3.9,7,3,SPT,Hereda,2.0,2.0,1.0,2.0,3.0,,,,1.0,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
374,True,Christian Roberto Alves Cardoso,christian,5.72,,104502,-0.28,1.4,3,Christian,4,283,1.4,6,1,CRU,Christian,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,False
376,True,Igor Jesus Maciel da Cruz,igor-jesus,13.66,,104528,-0.3,6.4,3,Igor Jesus,5,263,7.97,7,3,BOT,I. Jesus,1.0,4.0,5.0,4.0,7.0,1.0,,,,,,,,,1.0,1.0,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
378,False,Matheus Henrique Bianqui,matheus-bianqui,5.0,,104640,0.0,0.0,3,Matheus Bianqui,4,2305,0.0,6,0,MIR,M. Bianqui,,,,,,,,,,,,,,,,,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,False
380,False,Newton Araújo da Costa Júnior,newton,3.14,,104693,0.0,0.0,3,Newton,4,263,0.6,6,2,BOT,Newton,1.0,1.0,,,,,,,,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
383,True,Leonardo Ezequiel Godoy,leo-godoy,4.06,,104759,0.06,1.6,3,Leo Godoy,2,277,1.6,6,1,SAN,L. Godoy,2.0,3.0,,,1.0,,,1.0,,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,False
388,False,João Marcelo Messias Ferreira,joao-marcelo,7.0,,105047,0.0,0.0,3,João Marcelo,3,283,0.0,5,0,CRU,J. Marcelo,,,,,,,,,,,,,,,,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,False
389,False,Fabrício Daniel de Souza,fabricio-daniel,3.49,,105171,0.0,0.0,3,Fabrício Daniel,5,2305,-0.05,2,2,MIR,F. Daniel,,2.0,,,1.0,,,,,,,,,,,,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,False
391,True,Santiago Mariano Rodríguez Molina,santiago-rodriguez,5.96,,105214,-0.24,2.5,3,Santiago Rodríguez,4,263,2.4,6,3,BOT,S. Rodríguez,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
394,False,Lucas Eduardo Lima da Silva,lucas-lima,3.45,,105337,0.0,0.0,3,Lucas Lima,4,354,0.5,6,1,CEA,L. Lima,,,,,1.0,,,,,,,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,False
396,True,Matheus Lima Beltrão Oliveira Valin,matheus-bidu,8.35,,105531,-0.14,3.5,3,Matheus Bidu,2,264,5.45,2,2,COR,M. Bidu,4.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,False
397,False,Matheus Alvarenga de Oliveira,davo,4.46,,105533,0.0,0.0,3,Davó,5,2305,4.3,6,2,MIR,Davó,1.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,False
400,True,Roni Medeiros de Moura,roni,2.79,,105585,-0.21,0.5,3,Roni,4,2305,0.5,6,1,MIR,Roni,1.0,,,,,,,1.0,,,,,,,,,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,False
402,False,Talles Magno Bacelar Martins,talles-magno,7.03,,105786,0.0,0.0,3,Talles Magno,5,264,1.4,6,1,COR,T. Magno,,5.0,,,6.0,1.0,,,,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,False
403,True,Wesley Ribeiro Silva,wesley,13.33,,105811,-1.46,2.8,3,Wesley,5,285,6.97,7,3,INT,Wesley,6.0,2.0,2.0,2.0,7.0,,1.0,,,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,False
404,False,Lucas Eduardo Ribeiro de Souza,edu,3.0,,105842,0.0,0.0,3,Edu,3,287,0.0,6,0,VIT,Edu,,,,,,,,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,False
405,True,Matheus de Araújo Andrade,matheus-araujo,7.18,,105845,0.45,5.0,3,Matheus Araújo,4,354,7.25,6,2,CEA,M. Araújo,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,False
407,True,José Aldo Soares de Oliveira Filho,jose-aldo,3.47,,105903,-0.28,1.2,3,José Aldo,4,2305,2.4,7,3,MIR,J. Aldo,4.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,False
408,False,Sergio Ramón Rochet Álvarez,rochet,9.26,,105949,0.0,0.0,3,Rochet,1,285,3.1,5,1,INT,Rochet,,,,,1.0,,,,,2.0,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,False
411,True,Thiago Carpini Barbosa,thiago-carpini,6.37,,106147,0.37,4.77,3,Thiago Carpini,6,287,3.76,7,3,VIT,T. Carpini,,,,,,,,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,False
413,False,Bruno Gomes da Silva Clevelário,bruno-gomes,6.0,,106202,0.0,0.0,3,Bruno Gomes,2,285,0.0,5,0,INT,B. Gomes,,,,,,,,,,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,False
417,True,Lucas Hernán Villalba,villalba,3.71,,106593,0.71,3.0,3,Villalba,3,283,3.0,6,1,CRU,Villalba,,,,,,,,,,,,,,,1.0,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,False
418,True,Leonardo Augusto dos Santos Pereira,leo-pereira,3.5,,106681,-0.59,-0.3,3,Léo Pereira,5,287,1.43,6,3,VIT,L. Pereira,3.0,4.0,,,2.0,,,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,False
419,False,Carlos Alberto Gomes da Silva Filho,carlos-alberto,3.87,,106704,0.0,0.0,3,Carlos Alberto,5,292,0.6,6,2,SPT,C. Alberto,1.0,1.0,,,,,,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
426,False,Jefferson Ruan Pereira dos Santos,jeffinho,4.0,,107170,0.0,0.0,3,Jeffinho,5,263,0.0,6,0,BOT,Jeffinho,,,,,,,,,,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
427,True,Patrick de Paula Carreiro,patrick-de-paula,4.95,,107172,0.47,3.6,3,Patrick de Paula,4,263,2.33,7,3,BOT,P. Paula,2.0,3.0,,3.0,5.0,,,,,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
429,True,Bruno Vinícius Souza Ramos,bruno-tabata,5.82,,107174,0.82,4.0,3,Bruno Tabata,4,285,4.0,6,1,INT,B. Tabata,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,False
430,True,Matheus Planelles Donelli,matheus-donelli,5.31,,107179,-0.52,1.9,3,Matheus Donelli,1,264,5.17,7,3,COR,M. Donelli,,,,,1.0,,,,1.0,10.0,3.0,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,False
431,False,Leonardo Matias Baiersdorf Linck,leo-linck,5.0,,107183,0.0,0.0,3,Léo Linck,1,263,0.0,6,0,BOT,L. Linck,,,,,,,,,,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
434,False,Jose Vitor Silva Neves,ze-vitor,3.0,,107256,0.0,0.0,3,Zé Vitor,4,2305,0.0,5,0,MIR,Z. Vitor,,,,,,,,,,,,,,,,,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,False
437,False,Nathan Santos de Araújo,nathan,3.0,,107676,0.0,0.0,3,Nathan,2,285,0.0,6,0,INT,Nathan,,,,,,,,,,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,False
438,True,Chrystian Amaral Barletta de Almeida,chrystian-barletta,5.62,,107726,0.07,4.7,3,Chrystian Barletta,5,292,4.97,7,3,SPT,C. Barletta,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,1.0,1.0,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
442,False,Elias Manoel Alves de Paula,elias-manoel,6.0,,107795,0.0,0.0,3,Elias Manoel,5,263,0.0,6,0,BOT,E. Manoel,,,,,,,,,,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
443,True,Diego Gabriel Silva Rosa,diego-rosa,2.95,,107796,-0.39,0.0,3,Diego Rosa,4,285,0.0,6,2,INT,D. Rosa,,,,,,,,,,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,False
445,False,Alexandre Fintelman de Mello Ribeiro da Silva,fintelman,2.0,,107859,0.0,0.0,3,Fintelman,1,287,0.0,6,0,VIT,Fintelman,,,,,,,,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,False
447,True,Hugo Ferreira de Farias,hugo,6.28,,107908,0.78,5.0,3,Hugo,2,264,3.35,6,2,COR,Hugo,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,False
450,True,Johan Stiven Carbonero Balanta,carbonero,4.57,,107989,-0.23,1.2,3,Carbonero,5,285,1.93,2,3,INT,Carbonero,1.0,4.0,,2.0,8.0,1.0,,,,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,False
453,False,Gabriel Santos Cordeiro Lacerda,gabriel-lacerda,4.0,,108176,0.0,0.0,3,Gabriel Lacerda,3,354,0.0,6,0,CEA,G. Lacerda,,,,,,,,,,,,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,False
454,False,David Ricardo Loiola da Silva,david-ricardo,4.0,,108274,0.0,0.0,3,David Ricardo,3,263,0.0,6,0,BOT,D. Ricardo,,,,,,,,,,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
455,True,Fabricio Domínguez Huertas,fabricio-dominguez,4.63,,108509,-0.07,1.8,3,Fabricio Domínguez,4,292,1.17,6,3,SPT,F. Domínguez,1.0,1.0,,1.0,3.0,,,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
459,False,Gustavo Maia da Silva,gustavo-maia,2.0,,108712,0.0,0.0,3,Gustavo Maia,5,292,0.0,6,0,SPT,G. Maia,,,,,,,,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
