Unnamed: 0,atletas.entrou_em_campo,atletas.nome,atletas.slug,atletas.preco_num,atletas.minimo_para_valorizar,atletas.atleta_id,atletas.variacao_num,atletas.pontos_num,atletas.rodada_id,atletas.apelido,atletas.posicao_id,atletas.clube_id,atletas.media_num,atletas.status_id,atletas.jogos_num,atletas.clube.id.full.name,atletas.apelido_abreviado,DS,FC,FD,FF,FS,I,A,CA,SG,DE,GS,CV,PP,V,FT,G,PC,DP,PS,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
644,False,Clayton Sampaio Pereira,clayton-sampaio,3.0,,137618,0.0,0.0,3,Clayton Sampaio,3,285,0.0,6,0,INT,C. Sampaio,,,,,,,,,,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,False
645,False,Felipe Gabriel Cunha Teresa,felipe-teresa,2.0,,139000,0.0,0.0,3,Felipe Teresa,5,262,0.0,6,0,FLA,F. Teresa,,,,,,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
647,True,Filipe Luís Kasmirski,filipe-luis,11.84,,139076,0.45,7.55,3,Filipe Luís,6,262,6.07,7,3,FLA,F. Luís,,,,,,,,,,,,,,2.0,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
650,False,Luca Oliveira Meirelles,luca-meirelles,1.53,,140365,0.0,0.0,3,Luca Meirelles,5,277,-0.3,6,1,SAN,L. Meirelles,,1.0,,,,,,,,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,False
652,False,João Victor de Souza Cunha,joao-victor,2.0,,140492,0.0,0.0,3,João Victor,3,262,0.0,6,0,FLA,J. Victor,,,,,,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
656,False,Felipe Vieira da Silva,felipe-vieira,1.0,,141078,0.0,0.0,3,Felipe Vieira,3,262,0.0,6,0,FLA,F. Vieira,,,,,,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
657,False,Rafael Genuino Lobato,rafael-lobato,2.0,,141083,0.0,0.0,3,Rafael Lobato,5,263,0.0,6,0,BOT,R. Lobato,,,,,,,,,,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
659,False,Davi Medeiros Serrano Lira,davi,2.0,,141145,0.0,0.0,3,Davi,1,292,0.0,6,0,SPT,Davi,,,,,,,,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
660,False,Felipe Gabriel dos Santos Silva,felipinho,3.0,,141151,0.0,0.0,3,Felipinho,2,292,0.0,6,0,SPT,Felipinho,,,,,,,,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
661,False,Adriel Gomes do Nascimento,adriel,1.0,,141156,0.0,0.0,3,Adriel,4,292,0.0,6,0,SPT,Adriel,,,,,,,,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
662,False,Breno José da Silva Santos,breno,2.0,,141158,0.0,0.0,3,Breno,4,292,0.0,6,0,SPT,Breno,,,,,,,,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
663,False,José Lucas Gomes da Silva,ze-lucas,5.0,,141160,0.0,0.0,3,Zé Lucas,4,292,0.0,6,0,SPT,Z. Lucas,,,,,,,,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
664,False,Kayke Gouvêa Queiroz,kayke-queiroz,3.0,,141401,0.0,0.0,3,Kayke Queiroz,5,263,0.0,6,0,BOT,K. Queiroz,,,,,,,,,,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
667,False,Rodrigo Uriel Atencio,atencio,5.0,,141453,0.0,0.0,3,Atencio,4,292,0.0,5,0,SPT,Atencio,,,,,,,,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
672,True,Gabriel Morais Silva Bontempo,gabriel-bontempo,5.38,,141754,-0.36,1.5,3,Gabriel Bontempo,4,277,4.87,7,3,SAN,G. Bontempo,7.0,,,2.0,5.0,,,,,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,False
673,True,Fabiano Josué de Souza Silva,fabiano-souza,6.39,,141763,-0.4,2.7,3,Fabiano Souza,2,354,5.73,6,3,CEA,F. Souza,6.0,6.0,1.0,1.0,8.0,,,1.0,1.0,,,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,False
675,False,Guilherme Luiz Oliveira da Silva,guilherme,2.0,,141806,0.0,0.0,3,Guilherme,5,354,0.0,6,0,CEA,Guilherme,,,,,,,,,,,,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,False
676,False,Vinicius Rodrigues Lira,vinicius-lira,3.0,,141868,0.0,0.0,3,Vinicius Lira,2,277,0.0,6,0,SAN,V. Lira,,,,,,,,,,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,False
677,True,João Pedro Eira Antunes da Silva,joao-silva,4.76,,141996,-0.12,1.5,3,João Silva,3,292,3.8,7,3,SPT,J. Silva,2.0,,2.0,,2.0,,,,1.0,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
682,False,Wanderson Papaterra Matos,wanderson-papaterra,2.0,,142445,0.0,0.0,3,Wanderson Papaterra,4,287,0.0,6,0,VIT,W. Papaterra,,,,,,,,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,False
683,False,Caio Joshua Lana de Andrade,joshua,2.0,,143295,0.0,0.0,3,Joshua,4,262,0.0,6,0,FLA,Joshua,,,,,,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
684,False,Murilo Rhikman Alves Pimentel,murilo-rhikman,1.0,,143350,0.0,0.0,3,Murilo Rhikman,4,283,0.0,6,0,CRU,M. Rhikman,,,,,,,,,,,,,,,,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,False
686,False,Carlos César Sampaio Campos,cesar-sampaio,8.05,,143411,0.0,0.0,3,César Sampaio,6,277,0.0,7,0,SAN,C. Sampaio,,,,,,,,,,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,False
