Unnamed: 0,atletas.posicao_id,atletas.jogos_num,atletas.pontos_num,atletas.variacao_num,atletas.atleta_id,atletas.media_num,atletas.preco_num,atletas.rodada_id,atletas.apelido_abreviado,atletas.nome,atletas.slug,atletas.entrou_em_campo,atletas.apelido,atletas.minimo_para_valorizar,atletas.clube.id.full.name,atletas.clube_id,atletas.status_id,A,DS,FC,FD,FF,FS,G,I,CA,DE,GS,V,DP,SG,FT,PS,PC,CV,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
678,2,0,0.0,0.0,141405,0.0,1.0,6,Avellar,Riquelme Avellar da Silva Fortes,avellar,False,Avellar,,VAS,267,6,,,,,,,,,,,,,,,,,,,,,46.67,73.33,Parque do Sabiá,2025-04-27 18:30:00,0,1,333972,13,267,2,283,1745789400,26,True,False
679,3,1,0.0,0.0,141419,1.7,1.5,6,F. Lippert,Frederico Lippert Neto Gomes,fredi-lippert,False,Fredi Lippert,,BAH,265,6,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,66.67,60.0,Allianz Parque,2025-04-27 18:30:00,1,0,333969,5,265,4,275,1745789400,26,True,False
680,3,0,0.0,0.0,141433,0.0,1.0,6,G. Cintra,Gustavo Cintra Rocha,gustavo-cintra,False,Gustavo Cintra,,FLU,266,6,,,,,,,,,,,,,,,,,,,,,66.67,73.33,Nilton Santos (Engenhão),2025-04-26 21:00:00,0,2,333968,6,266,8,263,1745712000,26,True,False
684,5,3,-0.3,-0.55,141493,2.2,4.17,6,L. Augusto,Loide António Augusto,loide-augusto,True,Loide Augusto,,VAS,267,6,,3.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,46.67,73.33,Parque do Sabiá,2025-04-27 18:30:00,0,1,333972,13,267,2,283,1745789400,26,True,False
685,3,3,0.0,0.0,141525,5.4,5.14,6,G. Mancha,Gustavo Teixeira Lopes da Conceição,gustavo-mancha,False,Gustavo Mancha,,FOR,356,6,,6.0,,1.0,,2.0,,,,,,,,1.0,,,,,,,20.0,6.67,Ilha do Retiro,2025-04-26 20:00:00,0,0,333976,18,356,20,292,1745708400,26,True,False
686,4,1,0.0,0.0,141526,4.3,2.54,6,L. Prior,Lucca Prior Pimenta,lucca-prior,False,Lucca Prior,,FOR,356,6,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,20.0,6.67,Ilha do Retiro,2025-04-26 20:00:00,0,0,333976,18,356,20,292,1745708400,26,True,False
687,4,0,0.0,0.0,141551,0.0,1.0,6,Índio,Hendel dos Santos Nascimento,indio,False,Índio,,CAM,282,6,,,,,,,,,,,,,,,,,,,,,60.0,66.67,Maião,2025-04-26 18:30:00,2,2,333971,7,282,9,2305,1745703000,26,True,False
688,4,5,0.0,0.0,141607,3.46,4.81,6,M. Alves,Matheus Alves Nascimento,matheus-alves,False,Matheus Alves,,SAO,276,6,1.0,8.0,5.0,,3.0,5.0,,1.0,3.0,,,,,,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,False
689,5,0,0.0,0.0,141609,0.0,1.0,6,Lucca,Lucca Marques Alencar,lucca,False,Lucca,,SAO,276,6,,,,,,,,,,,,,,,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,False
690,1,0,0.0,0.0,141643,0.0,1.0,6,F. Costa,Fernando Henrique Pires Costa,fernando-costa,False,Fernando Costa,,RBB,280,6,,,,,,,,,,,,,,,,,,,,,46.67,46.67,Vila Belmiro,2025-04-27 20:30:00,2,1,333970,3,280,15,277,1745796600,26,True,False
693,5,0,0.0,0.0,141771,0.0,1.0,6,Athyrson,Athyrson Ferreira Prates,athyrson,False,Athyrson,,RBB,280,6,,,,,,,,,,,,,,,,,,,,,46.67,46.67,Vila Belmiro,2025-04-27 20:30:00,2,1,333970,3,280,15,277,1745796600,26,True,False
698,4,1,0.0,0.0,141995,1.2,1.35,6,Dieguinho,Diego da Cruz Lopes,dieguinho,False,Dieguinho,,COR,264,6,,1.0,1.0,,,,,,,,,,,,,,,,,,40.0,73.33,Maracanã,2025-04-27 16:00:00,0,4,333967,10,264,1,262,1745780400,26,True,False
700,5,4,0.0,0.0,142004,2.6,4.66,6,Amuzu,Francis Amuzu,amuzu,False,Amuzu,,GRE,284,6,,1.0,2.0,4.0,3.0,7.0,,2.0,1.0,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,False
701,3,0,0.0,0.0,142257,0.0,2.0,6,L. Eduardo,Luis Eduardo Guedes de Souza,luis-eduardo,False,Luis Eduardo,,GRE,284,6,,,,,,,,,,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,False
702,5,0,0.0,0.0,142261,0.0,1.0,6,Jeferson,Jeferson Borges dos Santos,jeferson,False,Jeferson,,GRE,284,6,,,,,,,,,,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,False
703,5,5,3.5,0.05,142279,5.78,8.24,6,N. Moreira,Nuno Gonçalo Rocha Moreira,nuno-moreira,True,Nuno Moreira,,VAS,267,7,1.0,5.0,2.0,3.0,2.0,8.0,1.0,2.0,,,,,,,,,,,,,46.67,73.33,Parque do Sabiá,2025-04-27 18:30:00,0,1,333972,13,267,2,283,1745789400,26,True,False
705,1,0,0.0,0.0,143040,0.0,1.0,6,Salvador,Eduardo Salvador Correia,salvador,False,Salvador,,FOR,356,6,,,,,,,,,,,,,,,,,,,,,20.0,6.67,Ilha do Retiro,2025-04-26 20:00:00,0,0,333976,18,356,20,292,1745708400,26,True,False
708,2,0,0.0,0.0,143377,0.0,1.0,6,L. Jance,Leonardo de Oliveira Jance,leo-jance,False,Léo Jance,,FLU,266,6,,,,,,,,,,,,,,,,,,,,,66.67,73.33,Nilton Santos (Engenhão),2025-04-26 21:00:00,0,2,333968,6,266,8,263,1745712000,26,True,False
710,2,0,0.0,0.0,143452,0.0,1.0,6,G. Caipira,Gabriel Henrique Soares da Silva,gabriel-caipira,False,Gabriel Caipira,,COR,264,6,,,,,,,,,,,,,,,,,,,,,40.0,73.33,Maracanã,2025-04-27 16:00:00,0,4,333967,10,264,1,262,1745780400,26,True,False
711,5,0,0.0,0.0,143463,0.0,1.0,6,W. Natã,Wesley Natã de Freitas Prado,wesley-nata,False,Wesley Natã,,FLU,266,6,,,,,,,,,,,,,,,,,,,,,66.67,73.33,Nilton Santos (Engenhão),2025-04-26 21:00:00,0,2,333968,6,266,8,263,1745712000,26,True,False
