Unnamed: 0,atletas.posicao_id,atletas.jogos_num,atletas.pontos_num,atletas.variacao_num,atletas.atleta_id,atletas.media_num,atletas.preco_num,atletas.rodada_id,atletas.apelido_abreviado,atletas.nome,atletas.slug,atletas.entrou_em_campo,atletas.apelido,atletas.minimo_para_valorizar,atletas.clube.id.full.name,atletas.clube_id,atletas.status_id,A,DS,FC,FD,FF,FS,G,I,CA,DE,GS,V,DP,SG,FT,PS,PC,CV,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
1,6,5,5.1,0.35,37457,5.49,7.34,6,L. Condé,Leonardo Rodrigues Condé,leo-conde,True,Léo Condé,,CEA,354,7,,,,,,,,,,,,1.0,,,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
10,5,3,0.0,0.0,42222,0.4,3.53,6,Osvaldo,Osvaldo Lourenço Filho,osvaldo,False,Osvaldo,,VIT,287,6,,,,1.0,,,,,,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
11,1,6,11.5,1.19,42234,6.48,10.68,6,Cássio,Cássio Roberto Ramos,cassio,True,Cássio,,CRU,283,7,,,,,,,,,2.0,23.0,6.0,,1.0,2.0,,,,,,,46.67,73.33,Parque do Sabiá,2025-04-27 18:30:00,0,1,333972,13,267,2,283,1745789400,26,True,True
13,2,3,7.0,0.53,42500,5.9,8.04,6,Fagner,Fagner Conserva Lemos,fagner,True,Fagner,,CRU,283,7,,6.0,4.0,,,2.0,,1.0,1.0,,,,,2.0,,,,,,,46.67,73.33,Parque do Sabiá,2025-04-27 18:30:00,0,1,333972,13,267,2,283,1745789400,26,True,True
14,3,0,0.0,0.0,50317,0.0,5.0,6,D. Braz,David Braz de Oliveira Filho,david-braz,False,David Braz,,MIR,2305,6,,,,,,,,,,,,,,,,,,,,,60.0,66.67,Maião,2025-04-26 18:30:00,2,2,333971,7,282,9,2305,1745703000,26,True,True
16,1,0,0.0,0.0,51413,0.0,6.0,6,Walter,Walter Leandro Capeloza Artune,walter,False,Walter,,MIR,2305,6,,,,,,,,,,,,,,,,,,,,,60.0,66.67,Maião,2025-04-26 18:30:00,2,2,333971,7,282,9,2305,1745703000,26,True,True
18,4,4,0.0,0.0,52271,3.63,7.76,6,Fernando,Fernando Francisco Reges,fernando,False,Fernando,,INT,285,7,,7.0,2.0,3.0,,2.0,,,,,,,,,,,,,,,6.67,20.0,Beira-Rio,2025-04-26 16:00:00,1,3,333973,19,286,17,285,1745694000,26,True,True
20,5,0,0.0,0.0,53865,0.0,4.0,6,L. Gamalho,Leonardo Gamalho de Souza,leo-gamalho,False,Léo Gamalho,,MIR,2305,6,,,,,,,,,,,,,,,,,,,,,60.0,66.67,Maião,2025-04-26 18:30:00,2,2,333971,7,282,9,2305,1745703000,26,True,True
24,2,4,0.0,0.0,61987,4.92,11.31,6,A. Sandro,Alex Sandro Lobo Silva,alex-sandro,False,Alex Sandro,,FLA,262,2,,7.0,12.0,,1.0,4.0,,,,,,,,2.0,,,,,,,40.0,73.33,Maracanã,2025-04-27 16:00:00,0,4,333967,10,264,1,262,1745780400,26,True,True
26,4,2,0.0,0.0,63007,1.55,19.72,6,Neymar,Neymar da Silva Santos Júnior,neymar,False,Neymar,,SAN,277,5,,,2.0,1.0,,7.0,,,1.0,,,,,,,,,,,,46.67,46.67,Vila Belmiro,2025-04-27 20:30:00,2,1,333970,3,280,15,277,1745796600,26,True,True
27,2,0,0.0,0.0,63013,0.0,7.0,6,M. Rocha,Marcos Luis Rocha Aquino,marcos-rocha,False,Marcos Rocha,,PAL,275,6,,,,,,,,,,,,,,,,,,,,,66.67,60.0,Allianz Parque,2025-04-27 18:30:00,1,0,333969,5,265,4,275,1745789400,26,True,True
30,4,5,17.7,1.71,68685,8.32,16.52,6,A. Patrick,Alan Patrick Lourenço,alan-patrick,True,Alan Patrick,,INT,285,7,3.0,5.0,3.0,2.0,2.0,4.0,2.0,,2.0,,,,,,,,,,,,6.67,20.0,Beira-Rio,2025-04-26 16:00:00,1,3,333973,19,286,17,285,1745694000,26,True,True
31,4,5,0.0,-0.74,68708,0.28,3.55,6,Eduardo,Carlos Eduardo de Oliveira Alves,eduardo,True,Eduardo,,CRU,283,6,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,46.67,73.33,Parque do Sabiá,2025-04-27 18:30:00,0,1,333972,13,267,2,283,1745789400,26,True,True
33,1,0,0.0,0.0,68872,0.0,7.0,6,M. Lomba,Marcelo Lomba do Nascimento,marcelo-lomba,False,Marcelo Lomba,,PAL,275,6,,,,,,,,,,,,,,,,,,,,,66.67,60.0,Allianz Parque,2025-04-27 18:30:00,1,0,333969,5,265,4,275,1745789400,26,True,True
35,5,5,0.0,0.0,68920,3.26,9.15,6,Dudu,Eduardo Pereira Rodrigues,dudu,False,Dudu,,CRU,283,6,,4.0,4.0,,,7.0,1.0,,,,,,,,,,,,,,46.67,73.33,Parque do Sabiá,2025-04-27 18:30:00,0,1,333972,13,267,2,283,1745789400,26,True,True
36,3,6,2.0,-0.42,68923,2.25,5.06,6,Gil,Carlos Gilberto do Nascimento Silva,gil,True,Gil,,SAN,277,7,,7.0,7.0,,2.0,1.0,,,2.0,,,,,1.0,,,,,,,46.67,46.67,Vila Belmiro,2025-04-27 20:30:00,2,1,333970,3,280,15,277,1745796600,26,True,True
43,5,3,0.0,0.0,69138,1.2,5.98,6,Pablo,Pablo Felipe Teixeira,pablo,False,Pablo,,SPT,292,5,,1.0,3.0,,1.0,7.0,,3.0,1.0,,,,,,,,,,,,20.0,6.67,Ilha do Retiro,2025-04-26 20:00:00,0,0,333976,18,356,20,292,1745708400,26,True,True
44,4,1,0.0,-0.51,69140,0.0,4.49,6,Allan,Allan Marques Loureiro,allan,True,Allan,,BOT,263,6,,,,,,,,,,,,,,,,,,,,,66.67,73.33,Nilton Santos (Engenhão),2025-04-26 21:00:00,0,2,333968,6,266,8,263,1745712000,26,True,True
45,3,1,0.0,0.0,69783,17.1,17.63,6,Danilo,Danilo Luiz da Silva,danilo,False,Danilo,,FLA,262,6,,3.0,3.0,,,1.0,1.0,,,,,,,1.0,,,,,,,40.0,73.33,Maracanã,2025-04-27 16:00:00,0,4,333967,10,264,1,262,1745780400,26,True,True
48,3,0,0.0,0.0,70221,0.0,4.0,6,B. Uvini,Bruno Uvini Bortolança,bruno-uvini,False,Bruno Uvini,,VIT,287,6,,,,,,,,,,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
50,1,1,0.0,0.0,70449,1.1,3.66,6,Gabriel,Gabriel Vasconcelos Ferreira,gabriel,False,Gabriel,,VIT,287,6,,,,,,1.0,,,,2.0,2.0,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
51,4,6,-0.1,-1.03,70592,2.48,5.97,6,F. Anderson,Felipe Anderson Pereira Gomes,felipe-anderson,True,Felipe Anderson,,PAL,275,6,,8.0,6.0,,1.0,2.0,,1.0,,,,,,,1.0,,,,,,66.67,60.0,Allianz Parque,2025-04-27 18:30:00,1,0,333969,5,265,4,275,1745789400,26,True,True
52,3,5,2.5,0.03,70666,3.82,6.68,6,Marllon,Marllon Gonçalves Jerônimo Borges,marllon,True,Marllon,,CEA,354,7,,4.0,3.0,,,2.0,1.0,,,,,,,1.0,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
53,5,6,2.2,-0.1,70788,3.13,7.02,6,E. Valencia,Enner Remberto Valencia Lastra,enner-valencia,True,Enner Valencia,,INT,285,7,,1.0,10.0,3.0,3.0,7.0,1.0,2.0,,,,,,,1.0,,,,,,6.67,20.0,Beira-Rio,2025-04-26 16:00:00,1,3,333973,19,286,17,285,1745694000,26,True,True
55,4,5,1.2,-0.55,70944,2.96,6.69,6,B. Henrique,Bruno Henrique Corsini,bruno-henrique,True,Bruno Henrique,,INT,285,7,,6.0,9.0,,,1.0,1.0,,,,,,,,,,,,,,6.67,20.0,Beira-Rio,2025-04-26 16:00:00,1,3,333973,19,286,17,285,1745694000,26,True,True
59,1,2,2.9,0.3,71571,3.15,4.29,6,F. Miguel,Fernando Miguel Kaufmann,fernando-miguel,True,Fernando Miguel,,CEA,354,7,,,,,,1.0,,,,6.0,2.0,,,,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
60,1,6,2.9,-0.92,71631,6.88,9.08,6,Weverton,Weverton Pereira da Silva,weverton,True,Weverton,,PAL,275,7,,,,,,5.0,,,1.0,16.0,3.0,,1.0,3.0,,,,,,,66.67,60.0,Allianz Parque,2025-04-27 18:30:00,1,0,333969,5,265,4,275,1745789400,26,True,True
61,2,1,0.0,0.0,71680,-1.9,1.89,6,R. Cáceres,Raúl Alejandro Cáceres Bogado,raul-caceres,False,Raúl Cáceres,,VIT,287,7,,,3.0,,,,,,1.0,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
62,3,4,-0.4,-1.53,71684,2.92,8.92,6,G. Gómez,Gustavo Raúl Gómez Portillo,gustavo-gomez,True,Gustavo Gómez,,PAL,275,7,,2.0,4.0,1.0,,2.0,,3.0,2.0,,,,,2.0,,,,,,,66.67,60.0,Allianz Parque,2025-04-27 18:30:00,1,0,333969,5,265,4,275,1745789400,26,True,True
66,1,0,0.0,0.0,72279,0.0,2.0,6,Thomazella,Carlos Eduardo Lecciolle Thomazella,thomazella,False,Thomazella,,MIR,2305,6,,,,,,,,,,,,,,,,,,,,,60.0,66.67,Maião,2025-04-26 18:30:00,2,2,333971,7,282,9,2305,1745703000,26,True,True
68,3,0,0.0,0.0,72359,0.0,4.0,6,L. Otávio,Luiz Otávio Anacleto Leandro,luiz-otavio,False,Luiz Otávio,,CEA,354,6,,,,,,,,,,,,,,,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
70,2,5,5.5,0.07,72493,4.16,9.99,6,A. Telles,Alex Nicolao Telles,alex-telles,True,Alex Telles,,BOT,263,2,,3.0,9.0,1.0,1.0,4.0,,,,,,,,3.0,,,,,,,66.67,73.33,Nilton Santos (Engenhão),2025-04-26 21:00:00,0,2,333968,6,266,8,263,1745712000,26,True,True
71,5,2,9.1,1.81,72583,5.2,8.57,6,P. Henrique,Pedro Henrique Konzen Medina da Silva,pedro-henrique,True,Pedro Henrique,,CEA,354,7,,3.0,3.0,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
74,3,0,0.0,0.0,72951,0.0,6.0,6,Mercado,Gabriel Iván Mercado,mercado,False,Mercado,,INT,285,6,,,,,,,,,,,,,,,,,,,,,6.67,20.0,Beira-Rio,2025-04-26 16:00:00,1,3,333973,19,286,17,285,1745694000,26,True,True
75,2,4,1.0,-1.39,73318,4.58,4.11,6,D. Borges,Daniel Fortunato Borges,daniel-borges,True,Daniel Borges,,MIR,2305,6,,3.0,5.0,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,60.0,66.67,Maião,2025-04-26 18:30:00,2,2,333971,7,282,9,2305,1745703000,26,True,True
77,4,4,0.0,-0.45,73515,3.52,5.77,6,Gabriel,Gabriel Santana Pinto,gabriel,True,Gabriel,,MIR,2305,6,,2.0,,1.0,,2.0,1.0,1.0,,,,,,,,1.0,,,,,60.0,66.67,Maião,2025-04-26 18:30:00,2,2,333971,7,282,9,2305,1745703000,26,True,True
78,4,1,0.0,0.0,74187,2.3,5.19,6,Rincón,Tomás Eduardo Rincón Hernández,rincon,False,Rincón,,SAN,277,6,,1.0,,,1.0,,,,,,,,,,,,,,,,46.67,46.67,Vila Belmiro,2025-04-27 20:30:00,2,1,333970,3,280,15,277,1745796600,26,True,True
81,4,4,0.0,0.0,77664,7.17,10.46,6,S. Oliveira,Sérgio Miguel Relvas de Oliveira,sergio-oliveira,False,Sérgio Oliveira,,SPT,292,7,,10.0,8.0,1.0,3.0,5.0,1.0,,1.0,,,,,,1.0,,,,,,20.0,6.67,Ilha do Retiro,2025-04-26 20:00:00,0,0,333976,18,356,20,292,1745708400,26,True,True
82,4,6,4.7,0.64,77777,2.72,5.51,6,J. Schmidt,João Felipe Schmidt Urbano,joao-schmidt,True,João Schmidt,,SAN,277,7,,12.0,13.0,1.0,2.0,3.0,,1.0,2.0,,,,,,,,,,,,46.67,46.67,Vila Belmiro,2025-04-27 20:30:00,2,1,333970,3,280,15,277,1745796600,26,True,True
87,2,6,11.5,0.66,78850,6.4,9.21,6,Reinaldo,Reinaldo Manoel da Silva,reinaldo,True,Reinaldo,,MIR,2305,7,,6.0,4.0,3.0,,2.0,4.0,,2.0,,,,,,,,,,1.0,,60.0,66.67,Maião,2025-04-26 18:30:00,2,2,333971,7,282,9,2305,1745703000,26,True,True
88,1,0,0.0,0.0,78851,0.0,5.0,6,Richard,Richard de Oliveira Costa,richard,False,Richard,,CEA,354,6,,,,,,,,,,,,,,,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
90,1,6,4.8,0.57,79066,2.37,3.34,6,A. Muralha,Alex Roberto Santana Rafael,alex-muralha,True,Alex Muralha,,MIR,2305,7,,,,,,1.0,,,2.0,19.0,9.0,,,,,,,,,,60.0,66.67,Maião,2025-04-26 18:30:00,2,2,333971,7,282,9,2305,1745703000,26,True,True
91,1,3,0.0,0.0,79266,4.4,5.49,6,B. Ferreira,Bruno Ferreira Ventura Diniz - de Lins,bruno-ferreira,False,Bruno Ferreira,,CEA,354,5,,,1.0,,,1.0,,,1.0,10.0,4.0,,,1.0,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
92,6,6,7.41,0.58,79437,5.66,10.37,6,R. Machado,Roger Machado Marques,roger-machado,True,Roger Machado,,INT,285,7,,,,,,,,,,,,2.0,,,,,,,,,6.67,20.0,Beira-Rio,2025-04-26 16:00:00,1,3,333973,19,286,17,285,1745694000,26,True,True
94,4,5,-0.1,-0.43,79701,2.86,5.18,6,L. Silva,Lucas Silva Borges,lucas-silva,True,Lucas Silva,,CRU,283,7,2.0,2.0,10.0,1.0,2.0,3.0,,,,,,,,,,,,,,,46.67,73.33,Parque do Sabiá,2025-04-27 18:30:00,0,1,333972,13,267,2,283,1745789400,26,True,True
95,3,0,0.0,0.0,79702,0.0,4.0,6,A. Carlos,Antônio Carlos Cunha Capocasali Júnior,antonio-carlos,False,Antônio Carlos,,SPT,292,6,,,,,,,,,,,,,,,,,,,,,20.0,6.67,Ilha do Retiro,2025-04-26 20:00:00,0,0,333976,18,356,20,292,1745708400,26,True,True
96,5,0,0.0,0.0,80076,0.0,6.0,6,Z. Roberto,José Roberto Assunção de Araújo Filho,ze-roberto,False,Zé Roberto,,SPT,292,6,,,,,,,,,,,,,,,,,,,,,20.0,6.67,Ilha do Retiro,2025-04-26 20:00:00,0,0,333976,18,356,20,292,1745708400,26,True,True
99,5,0,0.0,0.0,80225,0.0,4.0,6,R. Silva,Rafael da Silva,rafa-silva,False,Rafa Silva,,MIR,2305,3,,,,,,,,,,,,,,,,,,,,,60.0,66.67,Maião,2025-04-26 18:30:00,2,2,333971,7,282,9,2305,1745703000,26,True,True
104,4,6,2.3,0.08,80583,2.6,5.57,6,L. Lima,Lucas Rafael Araújo Lima,lucas-lima,True,Lucas Lima,,SPT,292,6,1.0,3.0,10.0,5.0,1.0,9.0,,2.0,2.0,,,,,,,,,,,,20.0,6.67,Ilha do Retiro,2025-04-26 20:00:00,0,0,333976,18,356,20,292,1745708400,26,True,True
106,4,4,4.9,0.3,81121,4.32,6.79,6,L. Mugni,Lucas Andrés Mugni,lucas-mugni,True,Lucas Mugni,,CEA,354,7,1.0,8.0,6.0,,2.0,3.0,,,1.0,,,,,,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
107,2,1,0.0,0.0,81150,8.1,9.38,6,Mayke,Mayke Rocha de Oliveira,mayke,False,Mayke,,PAL,275,5,,3.0,3.0,,,1.0,,,1.0,,,,,1.0,,,,,,,66.67,60.0,Allianz Parque,2025-04-27 18:30:00,1,0,333969,5,265,4,275,1745789400,26,True,True
108,5,2,0.5,-0.83,81401,1.3,7.13,6,G. Paciência,Gonçalo Mendes Paciência,goncalo-paciencia,True,Gonçalo Paciência,,SPT,292,6,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,20.0,6.67,Ilha do Retiro,2025-04-26 20:00:00,0,0,333976,18,356,20,292,1745708400,26,True,True
111,4,3,0.0,0.0,81952,1.07,3.73,6,W. Oliveira,Willian Osmar de Oliveira Silva,willian-oliveira,False,Willian Oliveira,,VIT,287,5,,1.0,2.0,,1.0,5.0,,,1.0,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
112,4,1,0.0,0.0,82407,5.9,5.34,6,C. Kim,Francisco Hyun-Sol Kim,chico-kim,False,Chico Kim,,MIR,2305,6,,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,60.0,66.67,Maião,2025-04-26 18:30:00,2,2,333971,7,282,9,2305,1745703000,26,True,True
113,4,0,0.0,0.0,82455,0.0,8.0,6,Z. Rafael,José Rafael Vivian,ze-rafael,False,Zé Rafael,,SAN,277,6,,,,,,,,,,,,,,,,,,,,,46.67,46.67,Vila Belmiro,2025-04-27 20:30:00,2,1,333970,3,280,15,277,1745796600,26,True,True
115,5,5,1.7,-0.71,82627,3.92,8.04,6,L. Araújo,Luiz de Araújo Guimarães Neto,luiz-araujo,True,Luiz Araújo,,FLA,262,6,1.0,6.0,1.0,1.0,4.0,3.0,,,,,,,,,,,,,,,40.0,73.33,Maracanã,2025-04-27 16:00:00,0,4,333967,10,264,1,262,1745780400,26,True,True
117,4,2,0.0,0.0,82766,4.5,8.06,6,W. Rato,Wellington Soares da Silva,wellington-rato,False,Wellington Rato,,VIT,287,6,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
118,2,5,-1.3,-0.99,82775,6.22,7.69,6,L. Ramon,Lucas Ramon Batista Silva,lucas-ramon,True,Lucas Ramon,,MIR,2305,7,1.0,11.0,4.0,,1.0,6.0,1.0,,1.0,,,,,,,,,,,,60.0,66.67,Maião,2025-04-26 18:30:00,2,2,333971,7,282,9,2305,1745703000,26,True,True
119,3,0,0.0,0.0,83048,0.0,5.0,6,R. Thyere,Rafael Thyere de Albuquerque Marques,rafael-thyere,False,Rafael Thyere,,SPT,292,5,,,,,,,,,,,,,,,,,,,,,20.0,6.67,Ilha do Retiro,2025-04-26 20:00:00,0,0,333976,18,356,20,292,1745708400,26,True,True
120,4,0,0.0,0.0,83252,0.0,3.0,6,Recalde,Jorge Eduardo Recalde Ramírez,recalde,False,Recalde,,CEA,354,6,,,,,,,,,,,,,,,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
121,5,4,0.0,0.0,83257,2.55,7.11,6,Gabriel,Gabriel Barbosa Almeida,gabriel,False,Gabriel,,CRU,283,6,,,1.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,46.67,73.33,Parque do Sabiá,2025-04-27 18:30:00,0,1,333972,13,267,2,283,1745789400,26,True,True
122,5,0,0.0,0.0,83276,0.0,4.0,6,J. Furch,Julio César Furch,julio-furch,False,Julio Furch,,SAN,277,6,,,,,,,,,,,,,,,,,,,,,46.67,46.67,Vila Belmiro,2025-04-27 20:30:00,2,1,333970,3,280,15,277,1745796600,26,True,True
123,3,6,5.5,-0.04,83528,5.07,9.66,6,L. Pereira,Leonardo Pereira,leo-pereira,True,Léo Pereira,,FLA,262,7,,1.0,3.0,,1.0,2.0,1.0,,,,,,,4.0,,,,,,,40.0,73.33,Maracanã,2025-04-27 16:00:00,0,4,333967,10,264,1,262,1745780400,26,True,True
124,3,1,0.0,0.0,83786,1.1,4.47,6,Neris,Hueglo dos Santos Neris,neris,False,Neris,,VIT,287,6,,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
125,5,5,0.0,0.0,83817,1.96,5.78,6,Clayson,Clayson Henrique da Silva Vieira,clayson,False,Clayson,,MIR,2305,6,1.0,1.0,4.0,2.0,1.0,7.0,,2.0,2.0,,,,,,,,,,,,60.0,66.67,Maião,2025-04-26 18:30:00,2,2,333971,7,282,9,2305,1745703000,26,True,True
126,5,6,1.7,-1.33,84042,4.0,9.07,6,T. Soares,Francisco das Chagas Soares dos Santos Meireles,tiquinho-soares,True,Tiquinho Soares,,SAN,277,7,1.0,4.0,13.0,1.0,6.0,10.0,1.0,1.0,2.0,,,,,,,,,,,,46.67,46.67,Vila Belmiro,2025-04-27 20:30:00,2,1,333970,3,280,15,277,1745796600,26,True,True
129,4,5,4.0,0.18,84428,2.7,5.56,6,F. Sobral,Fernando Pereira do Nascimento,fernando-sobral,True,Fernando Sobral,,CEA,354,7,,9.0,6.0,,1.0,6.0,,,2.0,,,,,,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
130,5,1,0.0,0.0,84523,0.0,3.47,6,Romarinho,José Romário Silva de Souza,romarinho,False,Romarinho,,SPT,292,6,,,,,,,,,,,,,,,,,,,,,20.0,6.67,Ilha do Retiro,2025-04-26 20:00:00,0,0,333976,18,356,20,292,1745708400,26,True,True
131,4,6,7.2,0.57,84558,5.2,8.13,6,L. Romero,Lucas Daniel Romero,lucas-romero,True,Lucas Romero,,CRU,283,7,,15.0,6.0,,2.0,6.0,1.0,1.0,2.0,,,,,,,,,,,,46.67,73.33,Parque do Sabiá,2025-04-27 18:30:00,0,1,333972,13,267,2,283,1745789400,26,True,True
132,4,3,0.0,-0.52,84674,2.1,6.89,6,L. Evangelista,Lucas Evangelista Santana de Oliveira,lucas-evangelista,True,Lucas Evangelista,,PAL,275,6,,2.0,3.0,1.0,,6.0,,,,,,,,,,,,,,,66.67,60.0,Allianz Parque,2025-04-27 18:30:00,1,0,333969,5,265,4,275,1745789400,26,True,True
133,2,1,0.0,0.0,84816,6.5,6.96,6,Varela,Guillermo Varela Olivera,varela,False,Varela,,FLA,262,6,,1.0,,,,,,,,,,,,1.0,,,,,,,40.0,73.33,Maracanã,2025-04-27 16:00:00,0,4,333967,10,264,1,262,1745780400,26,True,True
134,3,0,0.0,0.0,84847,0.0,6.0,6,L. Peres,Luan Peres Petroni,luan-peres,False,Luan Peres,,SAN,277,6,,,,,,,,,,,,,,,,,,,,,46.67,46.67,Vila Belmiro,2025-04-27 20:30:00,2,1,333970,3,280,15,277,1745796600,26,True,True
136,4,4,1.3,-0.23,85034,2.73,6.05,6,Ã. Romero,Óscar David Romero Villamayor,oscar-romero,True,Óscar Romero,,INT,285,6,1.0,1.0,1.0,,4.0,3.0,,,,,,,,,,,,,,,6.67,20.0,Beira-Rio,2025-04-26 16:00:00,1,3,333973,19,286,17,285,1745694000,26,True,True
138,4,6,0.6,-0.52,85403,4.18,5.39,6,Danielzinho,Daniel de Oliveira Sertanejo,danielzinho,True,Danielzinho,,MIR,2305,7,1.0,7.0,9.0,1.0,2.0,11.0,,,,,,,,,1.0,1.0,,,,,60.0,66.67,Maião,2025-04-26 18:30:00,2,2,333971,7,282,9,2305,1745703000,26,True,True
139,1,0,0.0,0.0,85425,-1.0,6.19,6,J. Paulo,João Paulo Silva Martins,joao-paulo,False,João Paulo,,SAN,277,6,,,,,,,,,1.0,,,,,,,,,,,,46.67,46.67,Vila Belmiro,2025-04-27 20:30:00,2,1,333970,3,280,15,277,1745796600,26,True,True
141,4,6,0.0,-0.31,85856,1.4,2.87,6,R. Ryller,Ricardo Ryller Ribeiro Lino Silva,ricardo-ryller,True,Ricardo Ryller,,VIT,287,6,,6.0,6.0,1.0,,2.0,,,1.0,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
142,5,4,0.0,0.0,85930,4.05,4.89,6,Aylon,Aylon Darwin Tavella,aylon,False,Aylon,,CEA,354,5,,4.0,6.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
143,4,0,0.0,0.0,85931,0.0,5.0,6,Hyoran,Hyoran Kaue Dalmoro,hyoran,False,Hyoran,,SPT,292,6,,,,,,,,,,,,,,,,,,,,,20.0,6.67,Ilha do Retiro,2025-04-26 20:00:00,0,0,333976,18,356,20,292,1745708400,26,True,True
144,5,2,0.5,-0.27,86292,0.1,5.35,6,Bolasie,Yannick Bolasie,bolasie,True,Bolasie,,CRU,283,6,,,1.0,,,1.0,,,,,,,,,,,,,,,46.67,73.33,Parque do Sabiá,2025-04-27 18:30:00,0,1,333972,13,267,2,283,1745789400,26,True,True
148,4,0,0.0,0.0,86536,0.0,4.0,6,Richardson,Richardson Fernandes dos Santos,richardson,False,Richardson,,CEA,354,5,,,,,,,,,,,,,,,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
150,5,6,11.5,1.68,86757,4.33,10.18,6,Everton,Everton Sousa Soares,everton,True,Everton,,FLA,262,7,1.0,5.0,3.0,2.0,5.0,,1.0,,,,,,,,,,,,,,40.0,73.33,Maracanã,2025-04-27 16:00:00,0,4,333967,10,264,1,262,1745780400,26,True,True
152,4,1,0.0,0.0,86777,-1.3,4.87,6,D. Barbosa,Danilo Barbosa da Silva,danilo-barbosa,False,Danilo Barbosa,,BOT,263,7,,,1.0,,,,,,1.0,,,,,,,,,,,,66.67,73.33,Nilton Santos (Engenhão),2025-04-26 21:00:00,0,2,333968,6,266,8,263,1745712000,26,True,True
155,3,0,0.0,0.0,86863,0.0,4.0,6,L. Otávio,Luiz Otávio da Silva Santos,luiz-otavio,False,Luiz Otávio,,MIR,2305,5,,,,,,,,,,,,,,,,,,,,,60.0,66.67,Maião,2025-04-26 18:30:00,2,2,333971,7,282,9,2305,1745703000,26,True,True
160,5,2,0.0,0.0,87258,0.6,11.43,6,Soteldo,Yeferson Julio Soteldo Martínez,soteldo,False,Soteldo,,SAN,277,6,,,,1.0,,2.0,,,1.0,,,,,,,,,,,,46.67,46.67,Vila Belmiro,2025-04-27 20:30:00,2,1,333970,3,280,15,277,1745796600,26,True,True
161,4,0,0.0,0.0,87274,0.0,2.0,6,Dionísio,Dionísio Pereira de Souza Neto,dionisio,False,Dionísio,,VIT,287,6,,,,,,,,,,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
163,4,5,0.0,0.0,87470,2.56,5.74,6,Thaciano,Thaciano Mickael da Silva,thaciano,False,Thaciano,,SAN,277,6,,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,46.67,46.67,Vila Belmiro,2025-04-27 20:30:00,2,1,333970,3,280,15,277,1745796600,26,True,True
