Unnamed: 0,atletas.posicao_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.atleta_id,atletas.status_id,atletas.clube_id,atletas.clube.id.full.name,atletas.jogos_num,atletas.pontos_num,atletas.apelido_abreviado,atletas.entrou_em_campo,atletas.apelido,atletas.rodada_id,atletas.preco_num,atletas.slug,atletas.variacao_num,atletas.nome,CA,DS,FC,FS,SG,FD,FF,I,CV,A,FT,G,DE,DP,GS,PS,PC,V,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
246,4,0.54,,95354,6,286,JUV,7,0.0,Giraldo,False,Giraldo,11,2.09,giraldo,0.0,Daniel Eduardo Giraldo Cárdenas,2.0,4.0,11.0,3.0,,,2.0,,,,,,,,,,,,,,53.33,6.67,Alfredo Jaconi,2025-06-01 16:00:00,2,0,333896,11,284,19,286,1748804400,26,True,True
250,4,2.83,,95556,5,264,COR,10,3.0,Raniele,True,Raniele,11,5.56,raniele,0.36,Raniele Almeida Melo,2.0,15.0,10.0,16.0,,1.0,2.0,,,,,,,,,,,,,,20.0,40.0,Neo Química Arena,2025-06-01 18:30:00,0,0,333889,16,287,10,264,1748813400,26,True,True
252,1,0.0,,95936,6,267,VAS,0,0.0,D. Fuzato,False,Daniel Fuzato,11,3.0,daniel-fuzato,0.0,Daniel Cerântula Fuzato,,,,,,,,,,,,,,,,,,,,,46.67,46.67,São Januário,2025-05-31 21:00:00,2,0,333888,3,280,13,267,1748736000,26,True,True
254,4,0.07,,96342,6,264,COR,3,0.0,Charles,False,Charles,11,3.53,charles,0.0,Charles Rigon Mattos,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,20.0,40.0,Neo Química Arena,2025-06-01 18:30:00,0,0,333889,16,287,10,264,1748813400,26,True,True
255,4,8.21,,96610,7,283,CRU,9,4.7,M. Pereira,True,Matheus Pereira,11,15.07,matheus-pereira,-0.24,Matheus Fellipe Costa Pereira,3.0,19.0,12.0,32.0,,8.0,7.0,2.0,,1.0,,2.0,,,,,,,,,60.0,73.33,Mineirão,2025-06-01 19:30:00,1,2,333892,4,275,2,283,1748817000,26,True,True
256,4,-0.24,,96652,6,262,FLA,5,0.0,Allan,False,Allan,11,1.72,allan,0.0,Allan Rodrigues de Souza,,,4.0,,,,,,,,,,,,,,,,,,20.0,73.33,Maracanã,2025-06-01 18:30:00,0,5,333887,18,356,1,262,1748813400,26,True,True
261,6,5.15,,97341,7,265,BAH,11,6.3,R. Ceni,True,Rogério Ceni,11,8.84,rogerio-ceni,0.55,Rogério Mücke Ceni,,,,,,,,,,,,,,,,,,5.0,,,26.67,66.67,Casa de Apostas Arena Fonte Nova,2025-05-31 18:30:00,1,2,333894,14,276,5,265,1748727000,26,True,True
263,3,2.03,,97460,6,2305,MIR,11,5.5,J. Victor,True,João Victor,11,3.02,joao-victor,0.03,João Victor Carroll Santana,2.0,7.0,9.0,6.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,6.67,66.67,Maião,2025-06-01 11:00:00,0,1,333891,20,292,9,2305,1748786400,26,True,True
265,3,4.63,,97642,6,264,COR,6,0.0,F. Torres,False,Félix Torres,11,7.59,felix-torres,0.0,Félix Eduardo Torres Caicedo,1.0,10.0,11.0,1.0,3.0,,2.0,,,,,,,,,,,,,,20.0,40.0,Neo Química Arena,2025-06-01 18:30:00,0,0,333889,16,287,10,264,1748813400,26,True,True
269,3,5.77,,97867,6,262,FLA,10,13.8,L. Ortiz,True,Léo Ortiz,11,8.22,leo-ortiz,1.58,Leonardo Rech Ortiz,1.0,9.0,8.0,2.0,7.0,1.0,3.0,,,1.0,1.0,,,,,,,,,,20.0,73.33,Maracanã,2025-06-01 18:30:00,0,5,333887,18,356,1,262,1748813400,26,True,True
270,2,2.66,,97868,6,265,BAH,5,0.0,Iago,False,Iago,11,4.39,iago,0.0,Iago Amaral Borduchi,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,26.67,66.67,Casa de Apostas Arena Fonte Nova,2025-05-31 18:30:00,1,2,333894,14,276,5,265,1748727000,26,True,True
271,2,8.78,,97899,6,354,CEA,6,0.0,M. Bahia,False,Matheus Bahia,11,10.16,matheus-bahia,0.0,Matheus Bahia Santos,1.0,16.0,5.0,6.0,4.0,2.0,1.0,,,1.0,,,,,,,,,,,60.0,46.67,Castelão (CE),2025-06-01 18:30:00,1,0,333895,7,282,12,354,1748813400,26,True,True
272,3,3.34,,97900,7,285,INT,9,2.4,Vitão,True,Vitão,11,7.68,vitao,-0.46,Vitor Eduardo da Silva Matos,2.0,12.0,7.0,,2.0,1.0,,,,1.0,,,,,,,,,,,66.67,20.0,Beira-Rio,2025-06-01 20:30:00,2,0,333893,6,266,17,285,1748820600,26,True,True
273,4,3.53,,98022,5,265,BAH,8,0.0,Erick,False,Erick,11,8.32,erick,0.0,Erick Luis Conrado de Carvalho,3.0,14.0,12.0,3.0,,,2.0,2.0,,,1.0,1.0,,,,,,,,,26.67,66.67,Casa de Apostas Arena Fonte Nova,2025-05-31 18:30:00,1,2,333894,14,276,5,265,1748727000,26,True,True
274,5,3.78,,98225,6,354,CEA,9,1.5,P. Raul,True,Pedro Raul,11,7.94,pedro-raul,0.0,Pedro Raul Garay da Silva,2.0,3.0,19.0,13.0,,4.0,10.0,11.0,,,1.0,2.0,,,,,,,,,60.0,46.67,Castelão (CE),2025-06-01 18:30:00,1,0,333895,7,282,12,354,1748813400,26,True,True
277,5,1.84,,98384,6,2305,MIR,7,-0.9,Negueba,True,Negueba,11,2.89,negueba,-0.74,Luiz Henrique Soares Firmino,2.0,4.0,6.0,13.0,,1.0,4.0,2.0,,,,,,,,,,,,,6.67,66.67,Maião,2025-06-01 11:00:00,0,1,333891,20,292,9,2305,1748786400,26,True,True
278,3,2.85,,98484,5,265,BAH,2,0.0,Kanu,False,Kanu,11,4.58,kanu,0.0,Victor Hugo Soares dos Santos,,4.0,1.0,,,,,,,,,,,,,,,,,,26.67,66.67,Casa de Apostas Arena Fonte Nova,2025-05-31 18:30:00,1,2,333894,14,276,5,265,1748727000,26,True,True
279,4,2.39,,98517,7,265,BAH,9,8.2,J. Lucas,True,Jean Lucas,11,5.84,jean-lucas,1.67,Jean Lucas de Souza Oliveira,1.0,11.0,7.0,8.0,,1.0,5.0,1.0,1.0,,1.0,,,,,,1.0,,,,26.67,66.67,Casa de Apostas Arena Fonte Nova,2025-05-31 18:30:00,1,2,333894,14,276,5,265,1748727000,26,True,True
283,2,2.38,,98720,7,264,COR,6,0.0,Angileri,False,Angileri,11,5.01,angileri,0.0,Fabrizio Germán Angileri - Fabricio,1.0,7.0,5.0,1.0,1.0,,1.0,,,,,,,,,,,,,,20.0,40.0,Neo Química Arena,2025-06-01 18:30:00,0,0,333889,16,287,10,264,1748813400,26,True,True
286,2,4.7,,98974,6,262,FLA,1,4.7,Viña,True,Viña,11,8.99,vina,0.99,Matías Nicolás Viña Susperreguy,,,1.0,,1.0,,,,,,,,,,,,,,,,20.0,73.33,Maracanã,2025-06-01 18:30:00,0,5,333887,18,356,1,262,1748813400,26,True,True
287,3,3.18,,98975,6,285,INT,5,0.0,Rogel,False,Rogel,11,5.65,rogel,0.0,Agustín Maximiliano Rogel Paita,,5.0,7.0,1.0,2.0,,,,,,,,,,,,,,,,66.67,20.0,Beira-Rio,2025-06-01 20:30:00,2,0,333893,6,266,17,285,1748820600,26,True,True
288,4,1.56,,99032,6,354,CEA,7,1.2,Lourenço,True,Lourenço,11,3.75,lourenco,-0.23,João Paulo Ferreira Lourenço,,6.0,8.0,3.0,,1.0,2.0,,,,,,,,,,,,,,60.0,46.67,Castelão (CE),2025-06-01 18:30:00,1,0,333895,7,282,12,354,1748813400,26,True,True
290,5,7.51,,99198,7,267,VAS,9,5.1,Vegetti,True,Vegetti,11,15.53,vegetti,0.49,Pablo Vegetti,1.0,3.0,14.0,7.0,,2.0,12.0,2.0,,1.0,1.0,6.0,,,,,,,,1.0,46.67,46.67,São Januário,2025-05-31 21:00:00,2,0,333888,3,280,13,267,1748736000,26,True,True
291,2,1.35,,99213,6,267,VAS,4,1.5,P. Rodríguez,True,Puma Rodríguez,11,4.16,puma-rodriguez,-0.24,José Luis Rodríguez Bebanz,,3.0,4.0,1.0,,,2.0,,,,,,,,,,,,,,46.67,46.67,São Januário,2025-05-31 21:00:00,2,0,333888,3,280,13,267,1748736000,26,True,True
292,4,2.77,,99228,5,262,FLA,7,0.0,D. Cruz,False,De la Cruz,11,8.85,de-la-cruz,0.0,Diego Nicolás de la Cruz Arcosa,3.0,9.0,10.0,19.0,,2.0,,,,,,,,,,,,,,,20.0,73.33,Maracanã,2025-06-01 18:30:00,0,5,333887,18,356,1,262,1748813400,26,True,True
296,5,0.5,,99316,6,283,CRU,1,0.0,Dinenno,False,Dinenno,11,6.45,dinenno,0.0,Juan Ignacio Dinenno de Cara,,,,1.0,,,,,,,,,,,,,,,,,60.0,73.33,Mineirão,2025-06-01 19:30:00,1,2,333892,4,275,2,283,1748817000,26,True,True
298,5,3.89,,99392,6,262,FLA,10,10.0,Michael,True,Michael,11,8.08,michael,1.48,Michael Richard Delgado de Oliveira,,7.0,1.0,2.0,,2.0,3.0,1.0,,3.0,,1.0,,,,,,,,,20.0,73.33,Maracanã,2025-06-01 18:30:00,0,5,333887,18,356,1,262,1748813400,26,True,True
300,1,7.62,,99552,6,262,FLA,11,8.9,Rossi,True,Rossi,11,10.59,rossi,-0.65,Agustín Daniel Rossi,1.0,,,2.0,8.0,,,,,,,,26.0,2.0,4.0,,,,,,20.0,73.33,Maracanã,2025-06-01 18:30:00,0,5,333887,18,356,1,262,1748813400,26,True,True
306,5,6.11,,100652,5,264,COR,10,0.0,Y. Alberto,False,Yuri Alberto,11,12.03,yuri-alberto,0.0,Yuri Alberto Monteiro da Silva,2.0,1.0,11.0,10.0,,4.0,13.0,2.0,,1.0,,5.0,,,,,,,,,20.0,40.0,Neo Química Arena,2025-06-01 18:30:00,0,0,333889,16,287,10,264,1748813400,26,True,True
308,4,1.55,,100742,5,283,CRU,2,0.0,M. Henrique,False,Matheus Henrique,11,8.54,matheus-henrique,0.0,Matheus Henrique de Souza,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,60.0,73.33,Mineirão,2025-06-01 19:30:00,1,2,333892,4,275,2,283,1748817000,26,True,True
318,2,7.09,,101027,6,354,CEA,9,1.7,Diego,True,Diego,11,9.82,diego,-1.67,Jackson Diego Ibraim Fagundes - Ibrahim,1.0,14.0,4.0,26.0,4.0,1.0,1.0,,,2.0,,,,,,,,,,,60.0,46.67,Castelão (CE),2025-06-01 18:30:00,1,0,333895,7,282,12,354,1748813400,26,True,True
320,5,1.98,,101314,2,265,BAH,8,0.5,Ademir,True,Ademir,11,4.22,ademir,-0.32,Ademir da Silva Santos Júnior,2.0,6.0,7.0,15.0,,1.0,3.0,2.0,,,,,,,,,,,,,26.67,66.67,Casa de Apostas Arena Fonte Nova,2025-05-31 18:30:00,1,2,333894,14,276,5,265,1748727000,26,True,True
324,1,3.82,,101574,7,264,COR,6,7.6,H. Souza,True,Hugo Souza,11,9.08,hugo-souza,0.18,Hugo de Souza Nogueira,1.0,,,,3.0,,,,,,,,13.0,,8.0,,,,,,20.0,40.0,Neo Química Arena,2025-06-01 18:30:00,0,0,333889,16,287,10,264,1748813400,26,True,True
325,4,3.05,,101594,6,267,VAS,9,0.0,H. Moura,False,Hugo Moura,11,5.24,hugo-moura,0.0,Hugo Moura Arruda da Silva,2.0,16.0,16.0,7.0,,2.0,3.0,,,1.0,,,,,,,,,,1.0,46.67,46.67,São Januário,2025-05-31 21:00:00,2,0,333888,3,280,13,267,1748736000,26,True,True
326,2,4.18,,101597,6,285,INT,4,5.0,Ramon,True,Ramon,11,6.78,ramon,0.29,Ramon Ramos Lima,1.0,6.0,2.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,66.67,20.0,Beira-Rio,2025-06-01 20:30:00,2,0,333893,6,266,17,285,1748820600,26,True,True
327,4,2.0,,101651,6,286,JUV,2,4.0,Peixoto,True,Peixoto,11,3.54,peixoto,0.81,Daniel Nascimento Peixoto dos Santos,,2.0,,2.0,,,,,,,,,,,,,,,,,53.33,6.67,Alfredo Jaconi,2025-06-01 16:00:00,2,0,333896,11,284,19,286,1748804400,26,True,True
329,2,6.28,,101727,7,264,COR,8,8.2,Matheuzinho,True,Matheuzinho,11,10.92,matheuzinho,0.01,Matheus França Silva,4.0,24.0,7.0,5.0,3.0,1.0,2.0,,,,,,,,,,,,,,20.0,40.0,Neo Química Arena,2025-06-01 18:30:00,0,0,333889,16,287,10,264,1748813400,26,True,True
331,4,0.0,,101768,6,267,VAS,0,0.0,J. David,False,Jean David,11,3.0,jean-david,0.0,Jean David Meneses Villarroel,,,,,,,,,,,,,,,,,,,,,46.67,46.67,São Januário,2025-05-31 21:00:00,2,0,333888,3,280,13,267,1748736000,26,True,True
333,3,4.06,,101908,6,354,CEA,9,4.5,W. Machado,True,Willian Machado,11,5.06,willian-machado,-0.26,Willian Estefani Machado,1.0,7.0,3.0,5.0,4.0,,3.0,,,,1.0,,,,,,,,,,60.0,46.67,Castelão (CE),2025-06-01 18:30:00,1,0,333895,7,282,12,354,1748813400,26,True,True
334,5,2.27,,101960,2,285,INT,8,3.0,Vitinho,True,Vitinho,11,5.23,vitinho,-0.2,Vitor Hugo Naum dos Santos,2.0,11.0,13.0,8.0,,1.0,3.0,1.0,,,,,,,,,,,,,66.67,20.0,Beira-Rio,2025-06-01 20:30:00,2,0,333893,6,266,17,285,1748820600,26,True,True
339,4,1.35,,102256,7,277,SAN,11,2.2,Rollheiser,True,Rollheiser,11,5.93,rollheiser,-0.33,Benjamín Rollheiser,2.0,5.0,11.0,10.0,,,6.0,1.0,,,1.0,,,,,,,,,,73.33,46.67,Vila Belmiro,2025-06-01 16:00:00,1,0,333890,8,263,15,277,1748804400,26,True,True
341,3,4.51,,102340,7,264,COR,7,6.7,Cacá,True,Cacá,11,6.91,caca,0.39,Carlos de Menezes Júnior,1.0,4.0,5.0,7.0,3.0,,2.0,,,,,1.0,,,,,,,,,20.0,40.0,Neo Química Arena,2025-06-01 18:30:00,0,0,333889,16,287,10,264,1748813400,26,True,True
346,2,7.05,,102975,7,277,SAN,10,1.9,Escobar,True,Escobar,11,9.68,escobar,0.16,Gonzalo Daniel Escobar,1.0,41.0,17.0,9.0,2.0,1.0,3.0,,1.0,,,,,,,,,,,,73.33,46.67,Vila Belmiro,2025-06-01 16:00:00,1,0,333890,8,263,15,277,1748804400,26,True,True
348,1,4.76,,103056,6,277,SAN,11,2.9,G. Brazão,True,Gabriel Brazão,11,6.23,gabriel-brazao,-1.48,Gabriel Nascimento Rezende Brazão - Resende,,1.0,,2.0,3.0,,,,,,,,36.0,,12.0,,,,,,73.33,46.67,Vila Belmiro,2025-06-01 16:00:00,1,0,333890,8,263,15,277,1748804400,26,True,True
351,5,11.83,,103445,7,283,CRU,10,19.3,K. Jorge,True,Kaio Jorge,11,16.94,kaio-jorge,1.12,Kaio Jorge Pinto Ramos,2.0,14.0,7.0,16.0,,6.0,12.0,4.0,,2.0,2.0,8.0,,,,1.0,,,1.0,,60.0,73.33,Mineirão,2025-06-01 19:30:00,1,2,333892,4,275,2,283,1748817000,26,True,True
353,1,0.0,,103662,6,265,BAH,0,0.0,D. Júnior,False,Dênis Júnior,11,3.0,denis-junior,0.0,Dênis de Oliveira Aguiar Júnior,,,,,,,,,,,,,,,,,,,,,26.67,66.67,Casa de Apostas Arena Fonte Nova,2025-05-31 18:30:00,1,2,333894,14,276,5,265,1748727000,26,True,True
355,3,0.0,,103684,6,285,INT,0,0.0,K. Rocha,False,Kaíque Rocha,11,5.0,kaique-rocha,0.0,Kaíque Rocha Lima,,,,,,,,,,,,,,,,,,,,,66.67,20.0,Beira-Rio,2025-06-01 20:30:00,2,0,333893,6,266,17,285,1748820600,26,True,True
356,5,1.25,,103764,6,277,SAN,6,0.0,G. Veron,False,Gabriel Veron,11,3.88,gabriel-veron,0.0,Gabriel Veron Fonseca de Souza,,3.0,1.0,3.0,,1.0,1.0,2.0,,,,,,,,,,,,,73.33,46.67,Vila Belmiro,2025-06-01 16:00:00,1,0,333890,8,263,15,277,1748804400,26,True,True
358,6,5.25,,104027,6,2305,MIR,11,7.26,R. Guanaes,True,Rafael Guanaes,11,6.98,rafael-guanaes,0.04,Rafael Silva Guanaes,,,,,,,,,,,,,,,,,,4.0,,,6.67,66.67,Maião,2025-06-01 11:00:00,0,1,333891,20,292,9,2305,1748786400,26,True,True
364,5,5.46,,104204,6,2305,MIR,10,2.0,E. Carioca,True,Edson Carioca,11,7.05,edson-carioca,-0.21,Edson Guilherme Mendes dos Santos,1.0,10.0,10.0,10.0,,4.0,10.0,2.0,,2.0,,2.0,,,,,,,,,6.67,66.67,Maião,2025-06-01 11:00:00,0,1,333891,20,292,9,2305,1748786400,26,True,True
365,3,4.11,,104250,7,267,VAS,10,6.5,J. Victor,True,João Victor,11,6.94,joao-victor,-0.45,João Victor da Silva Marcelino,1.0,12.0,7.0,7.0,2.0,2.0,3.0,,,,1.0,1.0,,,,,,,,1.0,46.67,46.67,São Januário,2025-05-31 21:00:00,2,0,333888,3,280,13,267,1748736000,26,True,True
366,3,2.22,,104253,6,286,JUV,5,0.0,A. Martins,False,Adriano Martins,11,5.51,adriano-martins,0.0,Adriano Martins da Fonseca,1.0,4.0,3.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,53.33,6.67,Alfredo Jaconi,2025-06-01 16:00:00,2,0,333896,11,284,19,286,1748804400,26,True,True
369,4,3.86,,104502,3,283,CRU,9,7.9,Christian,True,Christian,11,7.23,christian,1.13,Christian Roberto Alves Cardoso,3.0,12.0,16.0,11.0,,2.0,5.0,3.0,,1.0,,1.0,,,,,,,,,60.0,73.33,Mineirão,2025-06-01 19:30:00,1,2,333892,4,275,2,283,1748817000,26,True,True
373,4,0.28,,104640,6,2305,MIR,4,0.0,M. Bianqui,True,Matheus Bianqui,11,3.15,matheus-bianqui,-0.5,Matheus Henrique Bianqui,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,6.67,66.67,Maião,2025-06-01 11:00:00,0,1,333891,20,292,9,2305,1748786400,26,True,True
378,2,4.1,,104759,7,277,SAN,6,0.0,L. Godoy,False,Leo Godoy,11,6.18,leo-godoy,0.0,Leonardo Ezequiel Godoy,1.0,7.0,8.0,5.0,3.0,,,,,,,,,,,,,,,,73.33,46.67,Vila Belmiro,2025-06-01 16:00:00,1,0,333890,8,263,15,277,1748804400,26,True,True
379,4,2.47,,104783,6,265,BAH,7,3.2,Acevedo,True,Acevedo,11,4.67,acevedo,0.03,Nicolás Brian Acevedo Tabárez,1.0,11.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,26.67,66.67,Casa de Apostas Arena Fonte Nova,2025-05-31 18:30:00,1,2,333894,14,276,5,265,1748727000,26,True,True
383,3,0.0,,105047,5,283,CRU,0,0.0,J. Marcelo,False,João Marcelo,11,7.0,joao-marcelo,0.0,João Marcelo Messias Ferreira,,,,,,,,,,,,,,,,,,,,,60.0,73.33,Mineirão,2025-06-01 19:30:00,1,2,333892,4,275,2,283,1748817000,26,True,True
384,5,1.03,,105171,6,2305,MIR,8,0.5,F. Daniel,True,Fabrício Daniel,11,2.93,fabricio-daniel,-0.11,Fabrício Daniel de Souza,,,5.0,5.0,,2.0,6.0,,,,,,,,,,,,,,6.67,66.67,Maião,2025-06-01 11:00:00,0,1,333891,20,292,9,2305,1748786400,26,True,True
389,4,0.17,,105337,6,354,CEA,3,0.0,L. Lima,False,Lucas Lima,11,2.8,lucas-lima,0.0,Lucas Eduardo Lima da Silva,,,,1.0,,,,,,,,,,,,,,,,,60.0,46.67,Castelão (CE),2025-06-01 18:30:00,1,0,333895,7,282,12,354,1748813400,26,True,True
390,3,1.53,,105373,6,265,BAH,3,0.0,G. Xavier,False,Gabriel Xavier,11,5.47,gabriel-xavier,0.0,Gabriel Lheman Xavier - Lhman,1.0,1.0,3.0,,1.0,,,,,,,,,,,,,,,,26.67,66.67,Casa de Apostas Arena Fonte Nova,2025-05-31 18:30:00,1,2,333894,14,276,5,265,1748727000,26,True,True
391,2,7.7,,105531,6,264,COR,5,12.5,M. Bidu,True,Matheus Bidu,11,11.07,matheus-bidu,1.12,Matheus Lima Beltrão Oliveira Valin,,7.0,3.0,11.0,3.0,,3.0,,,1.0,,,,,,1.0,,,,,20.0,40.0,Neo Química Arena,2025-06-01 18:30:00,0,0,333889,16,287,10,264,1748813400,26,True,True
393,2,4.67,,105584,7,267,VAS,9,0.9,L. Piton,True,Lucas Piton,11,7.7,lucas-piton,-1.46,Lucas Piton Crivellaro,2.0,13.0,15.0,5.0,2.0,,2.0,1.0,,3.0,,,,,,,,,,,46.67,46.67,São Januário,2025-05-31 21:00:00,2,0,333888,3,280,13,267,1748736000,26,True,True
394,4,0.13,,105585,6,2305,MIR,4,0.0,Roni,False,Roni,11,1.91,roni,0.0,Roni Medeiros de Moura,1.0,1.0,,,,,,,,,,,,,,,,,,,6.67,66.67,Maião,2025-06-01 11:00:00,0,1,333891,20,292,9,2305,1748786400,26,True,True
396,5,2.26,,105786,6,264,COR,8,0.9,T. Magno,True,Talles Magno,11,5.67,talles-magno,-0.4,Talles Magno Bacelar Martins,1.0,5.0,10.0,13.0,,1.0,3.0,5.0,,1.0,,,,,,,,,,,20.0,40.0,Neo Química Arena,2025-06-01 18:30:00,0,0,333889,16,287,10,264,1748813400,26,True,True
397,5,6.23,,105811,7,285,INT,9,2.8,Wesley,True,Wesley,11,12.22,wesley,-0.71,Wesley Ribeiro Silva,1.0,18.0,11.0,20.0,,5.0,6.0,4.0,,2.0,1.0,,,,,,,,,,66.67,20.0,Beira-Rio,2025-06-01 20:30:00,2,0,333893,6,266,17,285,1748820600,26,True,True
399,4,3.4,,105845,6,354,CEA,5,0.0,M. Araújo,False,Matheus Araújo,11,5.76,matheus-araujo,0.0,Matheus de Araújo Andrade,,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,,60.0,46.67,Castelão (CE),2025-06-01 18:30:00,1,0,333895,7,282,12,354,1748813400,26,True,True
401,4,2.52,,105903,6,2305,MIR,9,2.8,J. Aldo,True,José Aldo,11,3.8,jose-aldo,-0.58,José Aldo Soares de Oliveira Filho,2.0,13.0,8.0,5.0,,1.0,5.0,1.0,,,,,,,,,,,,,6.67,66.67,Maião,2025-06-01 11:00:00,0,1,333891,20,292,9,2305,1748786400,26,True,True
402,1,3.1,,105949,5,285,INT,1,0.0,Rochet,False,Rochet,11,9.26,rochet,0.0,Sergio Ramón Rochet Álvarez,,,,1.0,,,,,,,,,2.0,,,,,,,,66.67,20.0,Beira-Rio,2025-06-01 20:30:00,2,0,333893,6,266,17,285,1748820600,26,True,True
403,3,2.56,,105990,7,265,BAH,11,-1.2,S. Mingo,True,Santiago Mingo,11,4.05,santiago-mingo,-0.73,Santiago Martín Ramos Mingo,2.0,9.0,15.0,8.0,3.0,,3.0,2.0,,,,,,,,,,,,,26.67,66.67,Casa de Apostas Arena Fonte Nova,2025-05-31 18:30:00,1,2,333894,14,276,5,265,1748727000,26,True,True
404,2,3.64,,106082,6,286,JUV,11,-0.3,Ewerthon,True,Ewerthon,11,6.24,ewerthon,-1.04,Ewerthon Diógenes da Silva,2.0,20.0,7.0,7.0,1.0,2.0,4.0,,,,,,,,,,,,,,53.33,6.67,Alfredo Jaconi,2025-06-01 16:00:00,2,0,333896,11,284,19,286,1748804400,26,True,True
407,2,0.0,,106202,5,285,INT,0,0.0,B. Gomes,False,Bruno Gomes,11,6.0,bruno-gomes,0.0,Bruno Gomes da Silva Clevelário,,,,,,,,,,,,,,,,,,,,,66.67,20.0,Beira-Rio,2025-06-01 20:30:00,2,0,333893,6,266,17,285,1748820600,26,True,True
409,4,2.65,,106323,7,265,BAH,9,0.8,C. Alexandre,True,Caio Alexandre,11,5.32,caio-alexandre,-0.1,Caio Alexandre Souza e Silva,4.0,15.0,20.0,8.0,,,3.0,,,1.0,,,,,,,,,,,26.67,66.67,Casa de Apostas Arena Fonte Nova,2025-05-31 18:30:00,1,2,333894,14,276,5,265,1748727000,26,True,True
411,3,5.71,,106593,6,283,CRU,8,0.0,Villalba,False,Villalba,11,7.25,villalba,0.0,Lucas Hernán Villalba,3.0,9.0,3.0,3.0,5.0,1.0,3.0,,,,2.0,,,,,,,,,,60.0,73.33,Mineirão,2025-06-01 19:30:00,1,2,333892,4,275,2,283,1748817000,26,True,True
414,4,3.32,,106822,6,265,BAH,5,0.0,R. Nestor,False,Rodrigo Nestor,11,6.48,rodrigo-nestor,0.0,Rodrigo Nestor Bertalia,,9.0,4.0,3.0,,1.0,2.0,,,,,,,,,,,,,,26.67,66.67,Casa de Apostas Arena Fonte Nova,2025-05-31 18:30:00,1,2,333894,14,276,5,265,1748727000,26,True,True
418,2,5.53,,107093,7,265,BAH,11,4.1,L. Juba,True,Luciano Juba,11,8.82,luciano-juba,0.2,Luciano Batista da Silva Júnior,,13.0,8.0,2.0,3.0,2.0,3.0,1.0,,3.0,,1.0,,,,,,,,,26.67,66.67,Casa de Apostas Arena Fonte Nova,2025-05-31 18:30:00,1,2,333894,14,276,5,265,1748727000,26,True,True
422,4,2.95,,107173,6,265,BAH,4,3.0,M. Araújo,True,Michel Araújo,11,6.04,michel-araujo,0.15,Michel Daryl Araújo Villar,,3.0,5.0,,,,1.0,,,,,1.0,,,,,,,,,26.67,66.67,Casa de Apostas Arena Fonte Nova,2025-05-31 18:30:00,1,2,333894,14,276,5,265,1748727000,26,True,True
423,4,3.17,,107174,6,285,INT,8,3.9,B. Tabata,True,Bruno Tabata,11,5.83,bruno-tabata,0.15,Bruno Vinícius Souza Ramos,1.0,9.0,4.0,9.0,,6.0,3.0,,,,,,,,,,,,,,66.67,20.0,Beira-Rio,2025-06-01 20:30:00,2,0,333893,6,266,17,285,1748820600,26,True,True
424,1,3.08,,107179,6,264,COR,5,0.0,M. Donelli,False,Matheus Donelli,11,4.42,matheus-donelli,0.0,Matheus Planelles Donelli,1.0,,,1.0,1.0,,,,,,,,13.0,,6.0,,,,,,20.0,40.0,Neo Química Arena,2025-06-01 18:30:00,0,0,333889,16,287,10,264,1748813400,26,True,True
428,4,0.7,,107256,6,2305,MIR,2,-0.1,Z. Vitor,True,Zé Vitor,11,2.85,ze-vitor,-0.47,Jose Vitor Silva Neves,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,6.67,66.67,Maião,2025-06-01 11:00:00,0,1,333891,20,292,9,2305,1748786400,26,True,True
429,5,3.02,,107516,6,286,JUV,8,3.2,Ênio,True,Ênio,11,4.62,enio,0.55,Sebastião Ênio Santos de Almeida,2.0,4.0,4.0,15.0,,3.0,3.0,2.0,,,,1.0,,,,,,,,,53.33,6.67,Alfredo Jaconi,2025-06-01 16:00:00,2,0,333896,11,284,19,286,1748804400,26,True,True
431,2,0.2,,107676,6,285,INT,1,0.0,Nathan,False,Nathan,11,2.77,nathan,0.0,Nathan Santos de Araújo,,,2.0,,,,1.0,,,,,,,,,,,,,,66.67,20.0,Beira-Rio,2025-06-01 20:30:00,2,0,333893,6,266,17,285,1748820600,26,True,True
437,4,0.73,,107796,6,285,INT,4,0.0,D. Rosa,False,Diego Rosa,11,2.83,diego-rosa,0.0,Diego Gabriel Silva Rosa,,2.0,3.0,,,,1.0,,,,,,,,,,,,,,66.67,20.0,Beira-Rio,2025-06-01 20:30:00,2,0,333893,6,266,17,285,1748820600,26,True,True
