atletas.rodada_id,atletas.status_id,atletas.pontos_num,atletas.variacao_num,atletas.media_num,atletas.slug,atletas.apelido,atletas.atleta_id,atletas.nome,atletas.clube.id.full.name,atletas.entrou_em_campo,atletas.jogos_num,atletas.clube_id,atletas.posicao_id,atletas.preco_num,atletas.minimo_para_valorizar,atletas.apelido_abreviado,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante,A,CA,DS,FC,FD,FF,FS,I,G,FT,DE,GS,V,CV,PS,SG,DP,PC,PP,GC
2,7,13.4,3.02,7.6,lucas-sasha,Lucas Sasha,68991,Lucas Pacheco Affini,FOR,True,2,356,4,6.92,,L. Sasha,20.0,66.67,Maião,2025-04-06 18:30:00,1.0,1.0,333881,18,356,9,2305,1743975000,26,True,False,,,10.0,6.0,,,4.0,,,,,,,,,,,,,
2,7,2.9,-0.03,4.95,joao-silva,João Silva,141996,João Pedro Eira Antunes da Silva,SPT,True,2,292,3,4.88,,J. Silva,60.0,6.67,Ilha do Retiro,2025-04-06 18:30:00,2.0,1.0,333886,4,275,20,292,1743975000,26,True,True,,,1.0,,2.0,,2.0,,,,,,,,,1.0,,,,
2,6,0.0,0.0,0.0,vinicius-lira,Vinicius Lira,141868,Vinicius Rodrigues Lira,SAN,False,0,277,2,3.0,,V. Lira,66.67,46.67,Vila Belmiro,2025-04-06 20:30:00,2.0,2.0,333880,5,265,15,277,1743982200,26,True,True,,,,,,,,,,,,,,,,,,,,
2,6,0.0,0.0,0.0,guilherme,Guilherme,141806,Guilherme Luiz Oliveira da Silva,CEA,False,0,354,5,2.0,,Guilherme,53.33,46.67,Castelão (CE),2025-04-05 18:30:00,0.0,2.0,333885,11,284,12,354,1743888600,26,True,True,,,,,,,,,,,,,,,,,,,,
2,6,3.0,-0.2,1.35,felipe-anderson,Felipe Anderson,70592,Felipe Anderson Pereira Gomes,PAL,True,2,275,4,7.06,,F. Anderson,60.0,6.67,Ilha do Retiro,2025-04-06 18:30:00,2.0,1.0,333886,4,275,20,292,1743975000,26,True,False,,,2.0,1.0,,,,,,,,,,,,,,,,
2,7,6.0,0.8,6.55,gabriel-bontempo,Gabriel Bontempo,141754,Gabriel Morais Silva Bontempo,SAN,True,2,277,4,5.74,,G. Bontempo,66.67,46.67,Vila Belmiro,2025-04-06 20:30:00,2.0,2.0,333880,5,265,15,277,1743982200,26,True,True,,,6.0,,,2.0,5.0,,,,,,,,,,,,,
2,5,0.0,0.0,0.0,atencio,Atencio,141453,Rodrigo Uriel Atencio,SPT,False,0,292,4,5.0,,Atencio,60.0,6.67,Ilha do Retiro,2025-04-06 18:30:00,2.0,1.0,333886,4,275,20,292,1743975000,26,True,True,,,,,,,,,,,,,,,,,,,,
2,6,0.0,0.0,0.0,kayke-queiroz,Kayke Queiroz,141401,Kayke Gouvêa Queiroz,BOT,False,0,263,5,3.0,,K. Queiroz,6.67,73.33,Nilton Santos (Engenhão),2025-04-05 21:00:00,0.0,2.0,333878,19,286,8,263,1743897600,26,True,True,,,,,,,,,,,,,,,,,,,,
2,6,0.0,0.0,0.0,ze-lucas,Zé Lucas,141160,José Lucas Gomes da Silva,SPT,False,0,292,4,5.0,,Z. Lucas,60.0,6.67,Ilha do Retiro,2025-04-06 18:30:00,2.0,1.0,333886,4,275,20,292,1743975000,26,True,True,,,,,,,,,,,,,,,,,,,,
2,6,0.0,0.0,0.0,breno,Breno,141158,Breno José da Silva Santos,SPT,False,0,292,4,2.0,,Breno,60.0,6.67,Ilha do Retiro,2025-04-06 18:30:00,2.0,1.0,333886,4,275,20,292,1743975000,26,True,True,,,,,,,,,,,,,,,,,,,,
