Unnamed: 0,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.pontos_num,atletas.atleta_id,atletas.clube_id,atletas.preco_num,atletas.status_id,atletas.variacao_num,atletas.media_num,atletas.posicao_id,atletas.apelido_abreviado,atletas.rodada_id,atletas.nome,atletas.entrou_em_campo,atletas.slug,atletas.jogos_num,atletas.apelido,A,DS,FC,FD,FF,FS,G,I,CA,DE,GS,DP,SG,V,FT,PS,PC,CV,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
312,SAO,,0.0,100761,276,5.0,6,0.0,0.0,4,Liziero,7,Igor Matheus Liziero Pereira,False,liziero,0,Liziero,,,,,,,,,,,,,,,,,,,,,20.0,26.67,Morumbis,2025-05-02 21:30:00,0,0,334010,18,356,14,276,1746232200,26,False,True
314,SAO,,0.0,100842,276,6.05,2,0.0,2.63,3,Ruan,7,Ruan Tressoldi Netto,False,ruan,3,Ruan,,2.0,2.0,,,1.0,,,,,,,1.0,,,,,,,,20.0,26.67,Morumbis,2025-05-02 21:30:00,0,0,334010,18,356,14,276,1746232200,26,False,True
315,GRE,,0.0,100846,284,5.64,6,0.0,2.05,2,L. Esteves,7,Lucas Esteves de Souza,False,lucas-esteves,4,Lucas Esteves,,5.0,4.0,,3.0,1.0,,,,,,,,,,,1.0,,,,46.67,53.33,Arena do Grêmio,2025-05-04 16:00:00,0,1,334013,15,277,11,284,1746385200,26,True,True
316,GRE,,0.0,100848,284,7.0,6,0.0,0.0,2,L. Cândido,7,Luan Cândido de Almeida,False,luan-candido,0,Luan Cândido,,,,,,,,,,,,,,,,,,,,,46.67,53.33,Arena do Grêmio,2025-05-04 16:00:00,0,1,334013,15,277,11,284,1746385200,26,True,True
319,FLU,,6.3,100987,266,5.91,6,0.72,2.62,4,Nonato,7,Gustavo Nonato Santana,True,nonato,4,Nonato,,6.0,1.0,,1.0,4.0,,,1.0,,,,,,,,,,,,6.67,66.67,Maracanã,2025-05-03 18:30:00,1,2,334007,20,292,6,266,1746307800,26,True,True
321,CEA,,7.7,101027,354,10.13,7,0.69,7.03,2,Diego,7,Jackson Diego Ibraim Fagundes - Ibrahim,True,diego,6,Diego,1.0,11.0,2.0,,1.0,21.0,,,,,,,2.0,,,,,,,,20.0,46.67,Presidente Vargas (CE),2025-05-03 18:30:00,0,1,334015,16,287,12,354,1746307800,26,True,True
322,SAO,,0.0,101290,276,10.96,7,0.0,8.87,5,Ferreira,7,Aldemir dos Santos Ferreira,False,ferreira,6,Ferreira,2.0,8.0,4.0,,5.0,13.0,3.0,1.0,2.0,,,,,,,,,,,,20.0,26.67,Morumbis,2025-05-02 21:30:00,0,0,334010,18,356,14,276,1746232200,26,False,True
323,BAH,,2.0,101314,265,4.54,2,-0.06,2.19,5,Ademir,7,Ademir da Silva Santos Júnior,True,ademir,7,Ademir,,6.0,5.0,1.0,2.0,14.0,,,2.0,,,,,,,,,,,,73.33,66.67,Casa de Apostas Arena Fonte Nova,2025-05-03 21:00:00,0,1,334014,8,263,5,265,1746316800,26,True,True
324,FLU,,0.5,101319,266,6.55,6,-0.7,3.0,2,Guga,7,Cláudio Rodrigues Gomes,True,guga,3,Guga,,5.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,6.67,66.67,Maracanã,2025-05-03 18:30:00,1,2,334007,20,292,6,266,1746307800,26,True,True
325,JUV,,0.0,101431,286,4.0,6,0.0,0.0,3,D. Boza,7,Danilo Boza Júnior,False,danilo-boza,0,Danilo Boza,,,,,,,,,,,,,,,,,,,,,60.0,6.67,Alfredo Jaconi,2025-05-05 20:00:00,1,0,334016,7,282,19,286,1746486000,26,True,True
326,FLU,,0.0,101478,266,3.0,5,0.0,0.0,1,M. Pitaluga,7,Marcelo de Araújo Pitaluga Filho,False,marcelo-pitaluga,0,Marcelo Pitaluga,,,,,,,,,,,,,,,,,,,,,6.67,66.67,Maracanã,2025-05-03 18:30:00,1,2,334007,20,292,6,266,1746307800,26,True,True
328,COR,,0.6,101574,264,9.19,7,-1.04,-0.4,1,H. Souza,7,Hugo de Souza Nogueira,True,hugo-souza,2,Hugo Souza,,,,,,,,,,4.0,6.0,,,,,,,,,,20.0,40.0,Neo Química Arena,2025-05-03 18:30:00,2,4,334009,17,285,10,264,1746307800,26,True,True
329,VAS,,2.7,101594,267,5.89,7,-0.6,3.5,4,H. Moura,7,Hugo Moura Arruda da Silva,True,hugo-moura,6,Hugo Moura,,15.0,11.0,1.0,2.0,6.0,,,1.0,,,,,,,,,,,1.0,60.0,46.67,Mané Garrincha,2025-05-04 16:00:00,1,0,334008,4,275,13,267,1746385200,26,True,True
331,JUV,,0.0,101651,286,3.0,6,0.0,0.0,4,Peixoto,7,Daniel Nascimento Peixoto dos Santos,False,peixoto,0,Peixoto,,,,,,,,,,,,,,,,,,,,,60.0,6.67,Alfredo Jaconi,2025-05-05 20:00:00,1,0,334016,7,282,19,286,1746486000,26,True,True
333,COR,,3.4,101727,264,10.21,7,-1.09,6.1,2,Matheuzinho,7,Matheus França Silva,True,matheuzinho,5,Matheuzinho,,18.0,6.0,1.0,2.0,3.0,,,4.0,,,,1.0,,,,,,,,20.0,40.0,Neo Química Arena,2025-05-03 18:30:00,2,4,334009,17,285,10,264,1746307800,26,True,True
335,VAS,,0.0,101768,267,3.0,6,0.0,0.0,4,J. David,7,Jean David Meneses Villarroel,False,jean-david,0,Jean David,,,,,,,,,,,,,,,,,,,,,60.0,46.67,Mané Garrincha,2025-05-04 16:00:00,1,0,334008,4,275,13,267,1746385200,26,True,True
336,GRE,,0.0,101820,284,2.0,6,0.0,0.0,2,Mayk,7,Mayksilvan da Silva Ferreira,False,mayk,0,Mayk,,,,,,,,,,,,,,,,,,,,,46.67,53.33,Arena do Grêmio,2025-05-04 16:00:00,0,1,334013,15,277,11,284,1746385200,26,True,True
337,CEA,,6.3,101908,354,4.28,7,1.08,2.78,3,W. Machado,7,Willian Estefani Machado,True,willian-machado,6,Willian Machado,,4.0,2.0,,1.0,3.0,,,1.0,,,,2.0,,,,,,,,20.0,46.67,Presidente Vargas (CE),2025-05-03 18:30:00,0,1,334015,16,287,12,354,1746307800,26,True,True
341,FLU,,0.0,102137,266,2.0,6,0.0,0.0,1,V. Eudes,7,Vitor Eudes de Souza Costa,False,vitor-eudes,0,Vitor Eudes,,,,,,,,,,,,,,,,,,,,,6.67,66.67,Maracanã,2025-05-03 18:30:00,1,2,334007,20,292,6,266,1746307800,26,True,True
345,COR,,0.0,102340,264,4.74,7,-0.74,1.3,3,Cacá,7,Carlos de Menezes Júnior,True,caca,3,Cacá,,2.0,2.0,,,3.0,,,,,,,,,,,,,,,20.0,40.0,Neo Química Arena,2025-05-03 18:30:00,2,4,334009,17,285,10,264,1746307800,26,True,True
348,SAO,,0.0,102909,276,5.0,6,0.0,0.0,4,L. Vinícius,7,Luan Vinícius da Silva Santos,False,luan-vinicius,0,Luan Vinícius,,,,,,,,,,,,,,,,,,,,,20.0,26.67,Morumbis,2025-05-02 21:30:00,0,0,334010,18,356,14,276,1746232200,26,False,True
349,FLU,,6.3,102928,266,6.8,6,0.65,2.76,5,Canobbio,7,Agustín Canobbio Graviz,True,canobbio,7,Canobbio,,10.0,10.0,2.0,2.0,9.0,,2.0,1.0,,,,,,,,,,,,6.67,66.67,Maracanã,2025-05-03 18:30:00,1,2,334007,20,292,6,266,1746307800,26,True,True
352,RBB,,0.0,103014,280,5.3,6,-1.14,4.73,5,Laquintana,7,Ignacio Jesús Laquintana Marsico - Nacho,True,laquintana,4,Laquintana,,1.0,,,2.0,,2.0,2.0,,,,,,,,,,,,,66.67,46.67,Cícero de Souza Marques,2025-05-05 19:00:00,0,1,334011,9,2305,3,280,1746482400,26,True,True
354,RBB,,2.0,103295,280,6.15,7,0.06,3.54,4,E. Ramires,7,Eric dos Santos Rodrigues,True,eric-ramires,7,Eric Ramires,,9.0,5.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,66.67,46.67,Cícero de Souza Marques,2025-05-05 19:00:00,0,1,334011,9,2305,3,280,1746482400,26,True,True
357,CRU,,13.5,103445,283,14.68,7,1.09,10.65,5,K. Jorge,7,Kaio Jorge Pinto Ramos,True,kaio-jorge,6,Kaio Jorge,1.0,12.0,5.0,2.0,7.0,9.0,4.0,1.0,2.0,,,,,,1.0,1.0,,,1.0,,73.33,73.33,Mineirão,2025-05-04 18:30:00,1,2,334012,1,262,2,283,1746394200,26,True,True
359,FLU,,4.7,103523,266,7.5,7,0.36,4.27,3,Ignácio,7,Ignácio da Silva Oliveira,True,ignacio,4,Ignácio,,6.0,7.0,2.0,1.0,4.0,,,,,,,1.0,,,,,,,,6.67,66.67,Maracanã,2025-05-03 18:30:00,1,2,334007,20,292,6,266,1746307800,26,True,True
360,BAH,,0.0,103662,265,3.0,6,0.0,0.0,1,D. Júnior,7,Dênis de Oliveira Aguiar Júnior,False,denis-junior,0,Dênis Júnior,,,,,,,,,,,,,,,,,,,,,73.33,66.67,Casa de Apostas Arena Fonte Nova,2025-05-03 21:00:00,0,1,334014,8,263,5,265,1746316800,26,True,True
361,FLU,,7.5,103672,266,8.25,7,2.25,7.5,2,G. Fuentes,7,Gabriel Rafael Fuentes Gómez,True,gabriel-fuentes,1,Gabriel Fuentes,,5.0,,,,,,,,,,,,,,,,,,,6.67,66.67,Maracanã,2025-05-03 18:30:00,1,2,334007,20,292,6,266,1746307800,26,True,True
366,SAO,,0.0,104075,276,5.41,6,0.0,2.3,3,Sabino,7,José Sabino Chagas Monteiro,False,sabino,3,Sabino,,,5.0,2.0,,4.0,,,1.0,,,,1.0,,,,,,,,20.0,26.67,Morumbis,2025-05-02 21:30:00,0,0,334010,18,356,14,276,1746232200,26,False,True
372,VAS,,4.9,104250,267,6.25,7,0.64,3.23,3,J. Victor,7,João Victor da Silva Marcelino,True,joao-victor,6,João Victor,,8.0,3.0,2.0,3.0,5.0,,,1.0,,,,1.0,,,,,,,1.0,60.0,46.67,Mané Garrincha,2025-05-04 16:00:00,1,0,334008,4,275,13,267,1746385200,26,True,True
373,JUV,,0.0,104253,286,5.51,7,0.0,2.22,3,A. Martins,7,Adriano Martins da Fonseca,False,adriano-martins,5,Adriano Martins,,4.0,3.0,,2.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,60.0,6.67,Alfredo Jaconi,2025-05-05 20:00:00,1,0,334016,7,282,19,286,1746486000,26,True,True
374,GRE,,0.0,104257,284,5.14,6,0.0,3.0,2,J. Lucas,7,João Lucas de Almeida Carvalho,False,joao-lucas,1,João Lucas,,2.0,,,,,,,,,,,,,,,,,,,46.67,53.33,Arena do Grêmio,2025-05-04 16:00:00,0,1,334013,15,277,11,284,1746385200,26,True,True
376,CRU,,1.0,104502,283,6.7,7,-1.38,4.42,4,Christian,7,Christian Roberto Alves Cardoso,True,christian,5,Christian,1.0,6.0,12.0,2.0,1.0,5.0,1.0,,2.0,,,,,,,,,,,,73.33,73.33,Mineirão,2025-05-04 18:30:00,1,2,334012,1,262,2,283,1746394200,26,True,True
377,GRE,,1.2,104519,284,3.7,6,-0.09,1.9,4,Camilo,7,Camilo Reijers de Oliveira,True,camilo,6,Camilo,,8.0,9.0,,2.0,1.0,,,,,,,,,,,,,,,46.67,53.33,Arena do Grêmio,2025-05-04 16:00:00,0,1,334013,15,277,11,284,1746385200,26,True,True
379,RBB,,0.0,104588,280,2.0,6,0.0,0.0,1,Fabrício,7,Fabrício Oliveira de Souza,False,fabricio,0,Fabrício,,,,,,,,,,,,,,,,,,,,,66.67,46.67,Cícero de Souza Marques,2025-05-05 19:00:00,0,1,334011,9,2305,3,280,1746482400,26,True,True
384,SAO,,0.0,104758,276,7.34,7,0.0,3.85,2,E. Díaz,7,Enzo Hernán Díaz,False,enzo-diaz,6,Enzo Díaz,,11.0,9.0,,3.0,2.0,,1.0,3.0,,,,2.0,,,,1.0,,,,20.0,26.67,Morumbis,2025-05-02 21:30:00,0,0,334010,18,356,14,276,1746232200,26,False,True
386,BAH,,0.0,104783,265,4.11,7,-0.48,1.6,4,Acevedo,7,Nicolás Brian Acevedo Tabárez,True,acevedo,4,Acevedo,,4.0,2.0,,,2.0,,,,,,,,,,,,,,,73.33,66.67,Casa de Apostas Arena Fonte Nova,2025-05-03 21:00:00,0,1,334014,8,263,5,265,1746316800,26,True,True
387,GRE,,-0.3,104849,284,5.76,6,-0.89,3.9,5,Arezo,7,Douglas Matías Arezo Martínez,True,arezo,4,Arezo,1.0,,2.0,3.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,46.67,53.33,Arena do Grêmio,2025-05-04 16:00:00,0,1,334013,15,277,11,284,1746385200,26,True,True
388,GRE,,0.0,104933,284,2.0,6,0.0,0.0,1,J. Meurer,7,Jorge Meurer Bartholdy,False,jorge-meurer,0,Jorge Meurer,,,,,,,,,,,,,,,,,,,,,46.67,53.33,Arena do Grêmio,2025-05-04 16:00:00,0,1,334013,15,277,11,284,1746385200,26,True,True
389,GRE,,9.0,104994,284,7.54,7,0.81,3.4,3,W. Leonardo,7,Wagner Leonardo Calvelo de Souza,True,wagner-leonardo,7,Wagner Leonardo,1.0,10.0,8.0,1.0,,2.0,,,1.0,,,,1.0,,,,,,,,46.67,53.33,Arena do Grêmio,2025-05-04 16:00:00,0,1,334013,15,277,11,284,1746385200,26,True,True
390,CRU,,0.0,105047,283,7.0,5,0.0,0.0,3,J. Marcelo,7,João Marcelo Messias Ferreira,False,joao-marcelo,0,João Marcelo,,,,,,,,,,,,,,,,,,,,,73.33,73.33,Mineirão,2025-05-04 18:30:00,1,2,334012,1,262,2,283,1746394200,26,True,True
392,RBB,,0.0,105213,280,6.72,6,0.0,5.75,2,Sant'Anna,7,Ariel Agustín Sant'Anna Quintero,False,sant-anna,2,Sant'Anna,,2.0,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,66.67,46.67,Cícero de Souza Marques,2025-05-05 19:00:00,0,1,334011,9,2305,3,280,1746482400,26,True,True
395,SAO,,0.0,105300,276,6.86,2,0.0,3.2,3,Ferraresi,7,Nahuel Adolfo Ferraresi Hernández,False,ferraresi,4,Ferraresi,,5.0,4.0,,,3.0,,,,,,,1.0,,,,,,,,20.0,26.67,Morumbis,2025-05-02 21:30:00,0,0,334010,18,356,14,276,1746232200,26,False,True
396,CEA,,0.0,105337,354,3.17,6,0.0,0.25,4,L. Lima,7,Lucas Eduardo Lima da Silva,False,lucas-lima,2,Lucas Lima,,,,,,1.0,,,,,,,,,,,,,,,20.0,46.67,Presidente Vargas (CE),2025-05-03 18:30:00,0,1,334015,16,287,12,354,1746307800,26,True,True
397,BAH,,5.0,105373,265,6.7,2,1.01,2.45,3,G. Xavier,7,Gabriel Lheman Xavier - Lhman,True,gabriel-xavier,2,Gabriel Xavier,,1.0,2.0,,,,,,1.0,,,,1.0,,,,,,,,73.33,66.67,Casa de Apostas Arena Fonte Nova,2025-05-03 21:00:00,0,1,334014,8,263,5,265,1746316800,26,True,True
398,COR,,6.8,105531,264,9.24,6,0.89,5.9,2,M. Bidu,7,Matheus Lima Beltrão Oliveira Valin,True,matheus-bidu,3,Matheus Bidu,1.0,4.0,2.0,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,20.0,40.0,Neo Química Arena,2025-05-03 18:30:00,2,4,334009,17,285,10,264,1746307800,26,True,True
401,VAS,,1.2,105584,267,6.68,7,-1.02,2.56,2,L. Piton,7,Lucas Piton Crivellaro,True,lucas-piton,5,Lucas Piton,,5.0,6.0,,2.0,3.0,,,1.0,,,,1.0,,,,,,,,60.0,46.67,Mané Garrincha,2025-05-04 16:00:00,1,0,334008,4,275,13,267,1746385200,26,True,True
404,COR,,6.7,105786,264,7.45,6,0.66,3.33,5,T. Magno,7,Talles Magno Bacelar Martins,True,talles-magno,4,Talles Magno,1.0,2.0,6.0,1.0,2.0,9.0,,2.0,,,,,,,,,,,,,20.0,40.0,Neo Química Arena,2025-05-03 18:30:00,2,4,334009,17,285,10,264,1746307800,26,True,True
407,CEA,,0.0,105845,354,6.42,6,0.0,4.25,4,M. Araújo,7,Matheus de Araújo Andrade,False,matheus-araujo,4,Matheus Araújo,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,20.0,46.67,Presidente Vargas (CE),2025-05-03 18:30:00,0,1,334015,16,287,12,354,1746307800,26,True,True
411,BAH,,7.0,105990,265,5.58,7,0.35,3.76,3,S. Mingo,7,Santiago Martín Ramos Mingo,True,santiago-mingo,7,Santiago Mingo,,6.0,6.0,,1.0,7.0,,2.0,,,,,3.0,,,,,,,,73.33,66.67,Casa de Apostas Arena Fonte Nova,2025-05-03 21:00:00,0,1,334014,8,263,5,265,1746316800,26,True,True
412,JUV,,-0.1,106082,286,6.56,7,-1.03,4.23,2,Ewerthon,7,Ewerthon Diógenes da Silva,True,ewerthon,7,Ewerthon,,13.0,5.0,2.0,4.0,6.0,,,2.0,,,,1.0,,,,,,,,60.0,6.67,Alfredo Jaconi,2025-05-05 20:00:00,1,0,334016,7,282,19,286,1746486000,26,True,True
414,RBB,,0.0,106160,280,6.09,5,0.0,8.9,1,Lucão,7,Lucas Alexandre Galdino de Azevedo,False,lucao,1,Lucão,,,,,,,,,,3.0,,,1.0,,,,,,,,66.67,46.67,Cícero de Souza Marques,2025-05-05 19:00:00,0,1,334011,9,2305,3,280,1746482400,26,True,True
416,SAO,,0.0,106294,276,3.31,7,0.0,1.12,4,M. Antônio,7,Marcos Antônio Silva Santos,False,marcos-antonio,6,Marcos Antônio,,3.0,7.0,1.0,2.0,9.0,,,3.0,,,,,,,,,,,,20.0,26.67,Morumbis,2025-05-02 21:30:00,0,0,334010,18,356,14,276,1746232200,26,False,True
417,BAH,,2.3,106323,265,5.6,3,-0.2,2.75,4,C. Alexandre,7,Caio Alexandre Souza e Silva,True,caio-alexandre,6,Caio Alexandre,,14.0,16.0,,1.0,5.0,,,3.0,,,,,,,,,,,,73.33,66.67,Casa de Apostas Arena Fonte Nova,2025-05-03 21:00:00,0,1,334014,8,263,5,265,1746316800,26,True,True
418,RBB,,0.0,106434,280,8.38,6,0.0,8.0,3,E. Santos,7,Eduardo Gonzaga Mendes Santos,False,eduardo-santos,2,Eduardo Santos,,4.0,,,,,,,,,,,2.0,,,,,,,,66.67,46.67,Cícero de Souza Marques,2025-05-05 19:00:00,0,1,334011,9,2305,3,280,1746482400,26,True,True
419,CRU,,0.5,106593,283,6.0,7,-0.89,5.04,3,Villalba,7,Lucas Hernán Villalba,True,villalba,5,Villalba,,7.0,1.0,,,2.0,,,2.0,,,,2.0,,2.0,,,,,,73.33,73.33,Mineirão,2025-05-04 18:30:00,1,2,334012,1,262,2,283,1746394200,26,True,True
422,BAH,,0.0,106822,265,6.43,6,0.0,2.8,4,R. Nestor,7,Rodrigo Nestor Bertalia,False,rodrigo-nestor,3,Rodrigo Nestor,,4.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,73.33,66.67,Casa de Apostas Arena Fonte Nova,2025-05-03 21:00:00,0,1,334014,8,263,5,265,1746316800,26,True,True
423,SAO,,0.0,106829,276,4.0,6,0.0,0.0,2,Patryck,7,Patryck Lanza dos Reis,False,patryck,0,Patryck,,,,,,,,,,,,,,,,,,,,,20.0,26.67,Morumbis,2025-05-02 21:30:00,0,0,334010,18,356,14,276,1746232200,26,False,True
425,FLU,,0.0,106918,266,3.59,6,0.0,0.0,5,P. Baya,7,Paulo Henrique Silva Ribeiro,False,paulo-baya,1,Paulo Baya,,,,,,,,,,,,,,,,,,,,,6.67,66.67,Maracanã,2025-05-03 18:30:00,1,2,334007,20,292,6,266,1746307800,26,True,True
426,BAH,,6.4,107093,265,10.07,7,-0.65,7.83,2,L. Juba,7,Luciano Batista da Silva Júnior,True,luciano-juba,7,Luciano Juba,3.0,11.0,4.0,,2.0,,1.0,1.0,,,,,3.0,,,,,,,,73.33,66.67,Casa de Apostas Arena Fonte Nova,2025-05-03 21:00:00,0,1,334014,8,263,5,265,1746316800,26,True,True
430,BAH,,-0.6,107173,265,5.14,6,-0.86,-0.6,4,M. Araújo,7,Michel Daryl Araújo Villar,True,michel-araujo,1,Michel Araújo,,,2.0,,,,,,,,,,,,,,,,,,73.33,66.67,Casa de Apostas Arena Fonte Nova,2025-05-03 21:00:00,0,1,334014,8,263,5,265,1746316800,26,True,True
432,COR,,0.0,107179,264,4.42,6,0.0,3.08,1,M. Donelli,7,Matheus Planelles Donelli,False,matheus-donelli,5,Matheus Donelli,,,,,,1.0,,,1.0,13.0,6.0,,1.0,,,,,,,,20.0,40.0,Neo Química Arena,2025-05-03 18:30:00,2,4,334009,17,285,10,264,1746307800,26,True,True
437,JUV,,1.8,107516,286,4.69,7,-0.41,3.62,5,Ênio,7,Sebastião Ênio Santos de Almeida,True,enio,6,Ênio,,3.0,3.0,2.0,3.0,13.0,1.0,2.0,1.0,,,,,,,,,,,,60.0,6.67,Alfredo Jaconi,2025-05-05 20:00:00,1,0,334016,7,282,19,286,1746486000,26,True,True
441,RBB,,0.0,107744,280,5.0,6,0.0,0.0,4,Praxedes,7,Bruno Conceição Praxedes,False,praxedes,0,Praxedes,,,,,,,,,,,,,,,,,,,,,66.67,46.67,Cícero de Souza Marques,2025-05-05 19:00:00,0,1,334011,9,2305,3,280,1746482400,26,True,True
442,GRE,,0.0,107748,284,3.0,6,0.0,0.0,1,Adriel,7,Adriel Vasconcelos Ramos,False,adriel,0,Adriel,,,,,,,,,,,,,,,,,,,,,46.67,53.33,Arena do Grêmio,2025-05-04 16:00:00,0,1,334013,15,277,11,284,1746385200,26,True,True
443,JUV,,3.49,107771,286,6.4,7,-0.09,4.61,6,F. Matias,7,Fábio Henrique Matias,True,fabio-matias,7,Fábio Matias,,,,,,,,,,,,,,2.0,,,,,,,60.0,6.67,Alfredo Jaconi,2025-05-05 20:00:00,1,0,334016,7,282,19,286,1746486000,26,True,True
446,JUV,,0.0,107801,286,2.29,6,0.0,1.5,3,Natã,7,Natã Felipe de Amorim Santos,False,nata,1,Natã,,1.0,,,,,,,,,,,,,,,,,,,60.0,6.67,Alfredo Jaconi,2025-05-05 20:00:00,1,0,334016,7,282,19,286,1746486000,26,True,True
448,SAO,,0.0,107873,276,5.46,6,0.0,1.77,4,Bobadilla,7,Damián Josué Bobadilla Benítez,False,bobadilla,3,Bobadilla,,4.0,3.0,1.0,,,,,1.0,,,,,,,,,,,,20.0,26.67,Morumbis,2025-05-02 21:30:00,0,0,334010,18,356,14,276,1746232200,26,False,True
449,COR,,0.0,107908,264,5.41,6,-0.87,2.23,2,Hugo,7,Hugo Ferreira de Farias,True,hugo,3,Hugo,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,20.0,40.0,Neo Química Arena,2025-05-03 18:30:00,2,4,334009,17,285,10,264,1746307800,26,True,True
451,JUV,,0.0,107958,286,2.69,6,0.0,0.82,2,Felipinho,7,André Felipe de Almeida Santos,False,felipinho,5,Felipinho,,2.0,10.0,,1.0,1.0,,2.0,1.0,,,,1.0,,,,1.0,,,,60.0,6.67,Alfredo Jaconi,2025-05-05 20:00:00,1,0,334016,7,282,19,286,1746486000,26,True,True
453,JUV,,0.0,108131,286,2.3,6,0.0,0.35,5,Garcez,7,Maurício Garcez de Jesus,False,garcez,2,Garcez,,,1.0,,,2.0,,,,,,,,,,,,,,,60.0,6.67,Alfredo Jaconi,2025-05-05 20:00:00,1,0,334016,7,282,19,286,1746486000,26,True,True
454,RBB,,7.5,108133,280,7.09,6,1.14,2.45,5,I. Pitta,7,Isidro Miguel Pitta Saldívar,True,isidro-pitta,6,Isidro Pitta,,,6.0,1.0,,3.0,2.0,2.0,2.0,,,,,,,,,,,,66.67,46.67,Cícero de Souza Marques,2025-05-05 19:00:00,0,1,334011,9,2305,3,280,1746482400,26,True,True
455,CEA,,0.0,108176,354,4.0,6,0.0,0.0,3,G. Lacerda,7,Gabriel Santos Cordeiro Lacerda,False,gabriel-lacerda,0,Gabriel Lacerda,,,,,,,,,,,,,,,,,,,,,20.0,46.67,Presidente Vargas (CE),2025-05-03 18:30:00,0,1,334015,16,287,12,354,1746307800,26,True,True
458,GRE,,0.0,108548,284,3.26,6,0.0,1.93,5,Aravena,7,Alexander Ernesto Aravena Guzmán,False,aravena,3,Aravena,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,46.67,53.33,Arena do Grêmio,2025-05-04 16:00:00,0,1,334013,15,277,11,284,1746385200,26,True,True
459,VAS,,-0.6,108671,267,2.21,6,-0.6,0.26,5,Garré,7,Benjamín Antonio Garré,True,garre,5,Garré,,1.0,4.0,,,2.0,,,,,,,,,,,,,,,60.0,46.67,Mané Garrincha,2025-05-04 16:00:00,1,0,334008,4,275,13,267,1746385200,26,True,True
462,CEA,,2.7,108713,354,3.93,7,-0.32,2.68,5,Galeano,7,Antonio Javier Galeano Ferreira,True,galeano,6,Galeano,,5.0,4.0,4.0,2.0,9.0,,1.0,1.0,,,,,,,,,,,,20.0,46.67,Presidente Vargas (CE),2025-05-03 18:30:00,0,1,334015,16,287,12,354,1746307800,26,True,True
464,BAH,,8.6,109401,265,8.74,7,0.81,5.87,5,E. Pulga,7,Erick da Costa Farias,True,erick-pulga,7,Erick Pulga,1.0,8.0,4.0,2.0,10.0,14.0,1.0,1.0,,,,,,,,,,,,,73.33,66.67,Casa de Apostas Arena Fonte Nova,2025-05-03 21:00:00,0,1,334014,8,263,5,265,1746316800,26,True,True
466,FLU,,-0.9,109573,266,6.69,7,-0.74,3.4,4,Martinelli,7,Matheus Martinelli Lima,True,martinelli,7,Martinelli,,7.0,6.0,2.0,1.0,8.0,1.0,1.0,,,,,,,,,,,,,6.67,66.67,Maracanã,2025-05-03 18:30:00,1,2,334007,20,292,6,266,1746307800,26,True,True
468,JUV,,3.7,109899,286,6.39,7,-0.5,4.56,5,Batalla,7,Emerson Geovanny Batalla Martínez - Enmerson,True,batalla,7,Batalla,1.0,2.0,7.0,3.0,3.0,12.0,2.0,,2.0,,,,,,,,,,,,60.0,6.67,Alfredo Jaconi,2025-05-05 20:00:00,1,0,334016,7,282,19,286,1746486000,26,True,True
469,GRE,,0.2,109966,284,3.42,6,-0.61,0.72,4,Monsalve,7,Miguel Ángel Monsalve Gonzáles - González,True,monsalve,5,Monsalve,,2.0,7.0,1.0,,5.0,,,1.0,,,,,,,,,,,,46.67,53.33,Arena do Grêmio,2025-05-04 16:00:00,0,1,334013,15,277,11,284,1746385200,26,True,True
470,COR,,0.0,110260,264,4.0,6,0.0,0.0,2,Palacios,7,Diego José Palacios Espinoza,False,palacios,0,Palacios,,,,,,,,,,,,,,,,,,,,,20.0,40.0,Neo Química Arena,2025-05-03 18:30:00,2,4,334009,17,285,10,264,1746307800,26,True,True
471,COR,,1.7,110311,264,2.89,6,-0.04,0.34,4,J. Martínez,7,José Andrés Martínez Torres,True,jose-martinez,5,José Martínez,,3.0,6.0,,,6.0,,,3.0,,,,,,,,1.0,,,,20.0,40.0,Neo Química Arena,2025-05-03 18:30:00,2,4,334009,17,285,10,264,1746307800,26,True,True
477,RBB,,4.7,110715,280,7.22,7,0.37,5.54,2,A. Hurtado,7,José Andrés Hurtado Cheme,True,andres-hurtado,7,Andrés Hurtado,,12.0,12.0,1.0,4.0,2.0,,,1.0,,,,4.0,,,,,,,,66.67,46.67,Cícero de Souza Marques,2025-05-05 19:00:00,0,1,334011,9,2305,3,280,1746482400,26,True,True
