,atletas.jogos_num,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.media_num,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.slug,atletas.apelido,atletas.apelido_abreviado,atletas.nome,CA,DS,FC,FD,FF,FS,I,SG,A,FT,G,CV,PC,PS,DE,GS,V,DP,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
338,14,107726,16,292,5,7,4.0,4.71,0.05,6.81,True,chrystian-barletta,Chrystian Barletta,C. Barletta,Chrystian Amaral Barletta de Almeida,1,10,8,13,11,16,3,0,0,2,2,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,True
339,11,141160,16,292,4,7,8.4,3.63,0.3,6.25,True,ze-lucas,Zé Lucas,Z. Lucas,José Lucas Gomes da Silva,1,20,11,3,4,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,True
340,13,80583,16,292,4,2,4.7,2.78,0.25,5.92,True,lucas-lima,Lucas Lima,L. Lima,Lucas Rafael Araújo Lima,5,12,17,7,1,19,5,0,2,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,True
341,11,104271,16,292,2,5,0.0,4.79,0.0,5.91,False,hereda,Hereda,Hereda,Diogo Hereda da Silva,1,17,12,2,7,18,2,2,1,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,True
342,4,81401,16,292,5,6,-0.3,0.58,-0.8,5.5,True,goncalo-paciencia,Gonçalo Paciência,G. Paciência,Gonçalo Mendes Paciência,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,True
343,7,69138,16,292,5,5,0.0,3.27,0.0,6.43,False,pablo,Pablo,Pablo,Pablo Felipe Teixeira,1,5,8,2,5,10,6,0,0,0,1,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,True
344,0,137375,16,292,5,6,0.0,0.0,0.0,1.0,False,micael,Micael,Micael,Micael de Barros Viturino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,True
345,7,84523,16,292,5,6,16.0,3.07,3.1,5.89,True,romarinho,Romarinho,Romarinho,José Romário Silva de Souza,0,0,0,2,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,True
346,0,141158,16,292,4,6,0.0,0.0,0.0,2.0,False,breno,Breno,Breno,Breno José da Silva Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,True
347,13,99253,16,292,3,6,0.0,3.05,0.0,5.55,False,chico,Chico,Chico,Francisco Alves da Silva Neto - Melo,1,17,7,1,5,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,True
348,0,111465,16,292,3,6,0.0,0.0,0.0,3.0,False,renzo,Renzo,Renzo,Renzo Azevedo Pimentel de Moura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,True
349,6,122755,16,292,3,6,0.0,1.42,0.0,3.6,False,lucas-cunha,Lucas Cunha,L. Cunha,Lucas de Souza Cunha,2,4,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,True
350,0,141151,16,292,2,6,0.0,0.0,0.0,3.0,False,felipinho,Felipinho,Felipinho,Felipe Gabriel dos Santos Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,True
351,0,141145,16,292,1,6,0.0,0.0,0.0,2.0,False,davi,Davi,Davi,Davi Medeiros Serrano Lira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,True
352,9,141453,16,292,4,6,1.6,1.25,0.12,3.78,True,atencio,Atencio,Atencio,Rodrigo Uriel Atencio,1,1,3,2,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,True
353,3,90917,16,2305,5,6,0.0,2.23,0.0,4.54,False,carlos-eduardo,Carlos Eduardo,C. Eduardo,Carlos Eduardo Ferreira de Souza,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86.67,20.0,Castelão (CE),2025-07-23 19:00:00,2.0,0.0,334075,7,2305,13,354,1753308000,26,True,True
354,3,70449,16,292,1,2,0.0,1.1,0.0,3.7,False,gabriel,Gabriel,Gabriel,Gabriel Vasconcelos Ferreira,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,5,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,True
355,13,87863,16,262,4,7,11.3,9.83,1.46,19.65,True,arrascaeta,Arrascaeta,Arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,1,9,6,2,5,18,2,0,5,1,9,0,0,2,0,0,0,0,0,0,80.0,26.67,Cícero de Souza Marques,2025-07-23 21:30:00,2.0,1.0,334071,2,262,4,280,1753317000,26,True,True
356,8,141996,16,292,3,6,0.0,2.55,0.0,4.66,False,joao-silva,João Silva,J. Silva,João Pedro Eira Antunes da Silva,1,6,6,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,True
357,12,95357,16,292,4,7,1.4,2.9,-0.74,4.75,True,rivera,Rivera,Rivera,Christian Hernando Rivera Cuéllar,4,27,29,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,True
358,6,68811,16,276,4,5,0.0,1.67,0.0,11.39,False,oscar,Oscar,Oscar,Oscar dos Santos Emboaba Júnior,1,5,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,20.0,Alfredo Jaconi,2025-07-24 19:00:00,1.0,0.0,334076,12,276,18,286,1753394400,26,True,True
359,13,114802,16,275,5,7,11.3,5.04,0.72,11.94,True,vitor-roque,Vitor Roque,V. Roque,Vitor Hugo Roque Ferreira,2,14,13,7,6,27,2,0,0,0,3,0,0,0,0,0,0,0,0,0,46.67,40.0,Maracanã,2025-07-23 19:00:00,2.0,1.0,334067,3,275,8,266,1753308000,26,True,True
360,8,94509,16,275,4,6,-0.3,2.52,-0.59,11.62,True,raphael-veiga,Raphael Veiga,R. Veiga,Raphael Cavalcante Veiga,0,3,4,2,3,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,46.67,40.0,Maracanã,2025-07-23 19:00:00,2.0,1.0,334067,3,275,8,266,1753308000,26,True,True
361,5,71701,16,265,2,7,0.0,1.84,0.0,6.17,False,santiago-arias,Santiago Arias,S. Arias,Santiago Arias Naranjo,1,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67, São Januário,2025-08-31 20:30:00,,,334068,6,265,16,267,1756683000,26,False,True
362,0,124701,16,276,1,6,0.0,0.0,0.0,2.0,False,leandro,Leandro,Leandro,Leandro Mathias Silva Bueno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,20.0,Alfredo Jaconi,2025-07-24 19:00:00,1.0,0.0,334076,12,276,18,286,1753394400,26,True,True
363,11,68996,16,265,5,6,0.0,3.05,0.0,6.84,False,willian-jose,Willian José,W. José,Willian José da Silva,2,0,3,4,4,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,66.67,26.67, São Januário,2025-08-31 20:30:00,,,334068,6,265,16,267,1756683000,26,False,True
364,0,69051,16,265,1,6,0.0,0.0,0.0,4.0,False,danilo-fernandes,Danilo Fernandes,D. Fernandes,Danilo Fernandes Batista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67, São Januário,2025-08-31 20:30:00,,,334068,6,265,16,267,1756683000,26,False,True
365,12,80313,16,265,2,3,0.0,3.79,0.0,7.06,False,gilberto,Gilberto,Gilberto,Gilberto Moraes Júnior,3,15,10,1,3,5,1,3,0,0,1,0,0,0,0,0,0,0,0,0,66.67,26.67, São Januário,2025-08-31 20:30:00,,,334068,6,265,16,267,1756683000,26,False,True
