,atletas.jogos_num,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.media_num,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.slug,atletas.apelido,atletas.apelido_abreviado,atletas.nome,CA,DS,FC,FD,FF,FS,I,SG,A,FT,G,CV,PC,PS,DE,GS,V,DP,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
0,6,130884,16,284,2,6,0.0,6.23,0.0,6.12,False,igor-serrote,Igor Serrote,I. Serrote,Igor Eduardo Schlemper,2,21,4,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86.67,53.33, Arena do Grêmio,2025-08-31 20:30:00,,,334073,5,263,14,284,1756683000,26,False,False
1,9,142004,16,284,5,6,0.0,2.46,0.0,4.41,False,amuzu,Amuzu,Amuzu,Francis Amuzu,2,1,4,5,7,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,86.67,53.33, Arena do Grêmio,2025-08-31 20:30:00,,,334073,5,263,14,284,1756683000,26,False,False
2,8,121792,16,284,5,6,0.0,2.63,0.0,3.88,False,andre,André,André,André Henrique da Silva Martins,0,0,2,3,7,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,86.67,53.33, Arena do Grêmio,2025-08-31 20:30:00,,,334073,5,263,14,284,1756683000,26,False,False
3,4,133543,16,264,5,6,0.0,0.7,0.0,1.79,False,gui-negao,Gui Negão,G. Negão,Guilherme William Silva Inácio,2,3,7,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,33.33,Neo Química Arena,2025-07-23 19:30:00,0.0,0.0,334069,1,283,11,264,1753309800,26,True,False
4,10,92085,16,286,5,6,0.0,1.72,0.0,3.2,False,giovanny,Giovanny,Giovanny,Giovanny Bariani Marques,0,3,4,0,5,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,46.67,20.0,Alfredo Jaconi,2025-07-24 19:00:00,1.0,0.0,334076,12,276,18,286,1753394400,26,True,False
5,0,98306,16,287,4,5,0.0,0.0,0.0,3.0,False,val-soares,Val Soares,V. Soares,Valdemir de Oliveira Soares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,False
6,0,142257,16,284,3,6,0.0,0.0,0.0,2.0,False,luis-eduardo,Luis Eduardo,L. Eduardo,Luis Eduardo Guedes de Souza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,53.33, Arena do Grêmio,2025-08-31 20:30:00,,,334073,5,263,14,284,1756683000,26,False,False
7,6,93879,16,286,1,6,0.0,5.93,0.0,7.5,False,marcao,Marcão,Marcão,Marcos Venicius Santos Miranda - Vinícius,0,0,0,0,0,0,0,1,0,0,0,0,1,0,32,10,0,0,0,0,46.67,20.0,Alfredo Jaconi,2025-07-24 19:00:00,1.0,0.0,334076,12,276,18,286,1753394400,26,True,False
8,10,104134,16,287,5,7,2.2,2.56,0.07,4.37,True,fabri,Fabri,Fabri,Fabrício do Rosário dos Santos,0,8,14,2,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,False
9,5,72605,16,282,3,6,0.0,5.92,0.0,8.15,False,vitor-hugo,Vitor Hugo,V. Hugo,Vitor Hugo Franchescoli de Souza,0,5,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6.67,46.67, Arena MRV,2025-08-31 20:30:00,,,334072,19,356,9,282,1756683000,26,False,False
10,4,105337,16,354,4,7,0.0,0.7,0.0,3.02,False,lucas-lima,Lucas Lima,L. Lima,Lucas Eduardo Lima da Silva,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,20.0,Castelão (CE),2025-07-23 19:00:00,2.0,0.0,334075,7,2305,13,354,1753308000,26,True,False
11,13,111760,16,280,4,6,0.0,1.38,-0.36,2.59,True,fabinho,Fabinho,Fabinho,Fábio Silva de Freitas,1,6,8,1,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80.0,26.67,Cícero de Souza Marques,2025-07-23 21:30:00,2.0,1.0,334071,2,262,4,280,1753317000,26,True,False
12,1,129317,16,287,4,6,0.9,0.9,0.18,2.18,True,felipe-cardoso,Felipe Cardoso,F. Cardoso,Felipe Cardoso,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,False
13,0,104933,16,284,1,6,0.0,0.0,0.0,2.0,False,jorge-meurer,Jorge Meurer,J. Meurer,Jorge Meurer Bartholdy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,53.33, Arena do Grêmio,2025-08-31 20:30:00,,,334073,5,263,14,284,1756683000,26,False,False
14,0,141771,16,280,5,6,0.0,0.0,0.0,1.0,False,athyrson,Athyrson,Athyrson,Athyrson Ferreira Prates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,26.67,Cícero de Souza Marques,2025-07-23 21:30:00,2.0,1.0,334071,2,262,4,280,1753317000,26,True,False
15,0,126120,16,280,4,6,0.0,0.0,0.0,2.0,False,marcelinho,Marcelinho,Marcelinho,Marcelo Braz da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,26.67,Cícero de Souza Marques,2025-07-23 21:30:00,2.0,1.0,334071,2,262,4,280,1753317000,26,True,False
16,4,141806,16,354,5,6,0.0,2.7,0.0,3.7,False,guilherme,Guilherme,Guilherme,Guilherme Luiz Oliveira da Silva,0,5,4,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,20.0,Castelão (CE),2025-07-23 19:00:00,2.0,0.0,334075,7,2305,13,354,1753308000,26,True,False
17,0,122458,16,280,2,6,0.0,0.0,0.0,1.0,False,vinicius-lago,Vinícius Lago,V. Lago,Vinicius dos Santos Lago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,26.67,Cícero de Souza Marques,2025-07-23 21:30:00,2.0,1.0,334071,2,262,4,280,1753317000,26,True,False
18,0,142445,16,287,4,6,0.0,0.0,0.0,2.0,False,wanderson-papaterra,Wanderson Papaterra,W. Papaterra,Wanderson Papaterra Matos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,False
19,7,95354,16,286,4,7,0.0,0.54,0.0,2.09,False,giraldo,Giraldo,Giraldo,Daniel Eduardo Giraldo Cárdenas,2,4,11,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,20.0,Alfredo Jaconi,2025-07-24 19:00:00,1.0,0.0,334076,12,276,18,286,1753394400,26,True,False
20,0,141125,16,282,1,6,0.0,0.0,0.0,1.0,False,robert,Robert,Robert,Robert Pinto Alves Assunção,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,46.67, Arena MRV,2025-08-31 20:30:00,,,334072,19,356,9,282,1756683000,26,False,False
21,2,101651,16,286,4,6,0.0,2.0,0.0,3.54,False,peixoto,Peixoto,Peixoto,Daniel Nascimento Peixoto dos Santos,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,20.0,Alfredo Jaconi,2025-07-24 19:00:00,1.0,0.0,334076,12,276,18,286,1753394400,26,True,False
22,3,122990,16,282,4,6,0.0,2.6,0.0,3.24,False,patrick,Patrick,Patrick,Patrick Roberto da Silva Campos,0,4,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,46.67, Arena MRV,2025-08-31 20:30:00,,,334072,19,356,9,282,1756683000,26,False,False
23,6,106681,16,287,5,6,0.0,1.68,0.0,3.43,False,leo-pereira,Léo Pereira,L. Pereira,Leonardo Augusto dos Santos Pereira,0,4,5,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,False
24,2,115586,16,286,5,6,0.0,1.25,0.0,3.01,False,emerson-galego,Emerson Galego,E. Galego,Emerson Mendes de Carvalho,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,20.0,Alfredo Jaconi,2025-07-24 19:00:00,1.0,0.0,334076,12,276,18,286,1753394400,26,True,False
25,2,125467,16,284,3,6,0.0,2.35,0.0,2.86,False,viery,Viery,Viery,Viery Fernandes Santos Lopes,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86.67,53.33, Arena do Grêmio,2025-08-31 20:30:00,,,334073,5,263,14,284,1756683000,26,False,False
26,13,41929,16,266,6,7,2.89,5.09,0.03,9.51,True,renato-gaucho,Renato Gaúcho,R. Gaúcho,Renato Portaluppi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,46.67,40.0,Maracanã,2025-07-23 19:00:00,2.0,1.0,334067,3,275,8,266,1753308000,26,True,False
27,0,84094,16,286,1,6,0.0,0.0,0.0,1.0,False,ruan-carneiro,Ruan Carneiro,R. Carneiro,Eudes Ruan de Souza Carneiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,20.0,Alfredo Jaconi,2025-07-24 19:00:00,1.0,0.0,334076,12,276,18,286,1753394400,26,True,False
28,8,94444,16,286,5,6,0.4,1.69,-0.21,3.62,True,matheus-babi,Matheus Babi,M. Babi,Matheus Barcelos da Silva,1,4,8,0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,46.67,20.0,Alfredo Jaconi,2025-07-24 19:00:00,1.0,0.0,334076,12,276,18,286,1753394400,26,True,False
29,0,131753,16,264,1,6,0.0,0.0,0.0,1.0,False,felipe-longo,Felipe Longo,F. Longo,Felipe Longo Fernandes da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,33.33,Neo Química Arena,2025-07-23 19:30:00,0.0,0.0,334069,1,283,11,264,1753309800,26,True,False
30,5,140365,16,277,5,6,0.0,0.24,-0.32,1.12,True,luca-meirelles,Luca Meirelles,L. Meirelles,Luca Oliveira Meirelles,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,40.0,Vila Belmiro,2025-07-23 21:30:00,2.0,1.0,334070,10,285,17,277,1753317000,26,True,False
31,10,133669,16,284,5,7,0.0,5.16,0.0,5.5,False,alysson,Alysson,Alysson,Alysson Edward Franco da Rocha dos Santos,0,18,5,3,5,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,86.67,53.33, Arena do Grêmio,2025-08-31 20:30:00,,,334073,5,263,14,284,1756683000,26,False,False
32,0,143377,16,266,2,6,0.0,0.0,0.0,1.0,False,leo-jance,Léo Jance,L. Jance,Leonardo de Oliveira Jance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,40.0,Maracanã,2025-07-23 19:00:00,2.0,1.0,334067,3,275,8,266,1753308000,26,True,False
33,0,133696,16,266,4,6,0.0,0.0,0.0,2.0,False,wallace-davi,Wallace Davi,W. Davi,Wallace Davi Nunes da Silva Dias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,40.0,Maracanã,2025-07-23 19:00:00,2.0,1.0,334067,3,275,8,266,1753308000,26,True,False
34,4,130393,16,267,3,7,0.0,1.95,0.0,1.91,False,luiz-gustavo,Luiz Gustavo,L. Gustavo,Luiz Gustavo Marinho Ribeiro dos Santos,3,4,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67, São Januário,2025-08-31 20:30:00,,,334068,6,265,16,267,1756683000,26,False,False
35,0,128583,16,266,4,6,0.0,0.0,0.0,1.0,False,thiago-henrique,Thiago Henrique,T. Henrique,Thiago Henrique Gonçalves Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,40.0,Maracanã,2025-07-23 19:00:00,2.0,1.0,334067,3,275,8,266,1753308000,26,True,False
36,0,141040,16,266,3,6,0.0,0.0,0.0,1.0,False,davi-schuindt,Davi Schuindt,D. Schuindt,Davi Duarte Schuindt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,40.0,Maracanã,2025-07-23 19:00:00,2.0,1.0,334067,3,275,8,266,1753308000,26,True,False
37,8,82455,16,277,4,7,1.7,3.74,0.09,7.3,True,ze-rafael,Zé Rafael,Z. Rafael,José Rafael Vivian,1,17,9,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,40.0,Vila Belmiro,2025-07-23 21:30:00,2.0,1.0,334070,10,285,17,277,1753317000,26,True,False
38,5,130319,16,287,2,7,3.2,4.22,0.0,4.64,True,maykon,Maykon,Maykon,Maykon Kesley de Jesus Ramalho,1,4,8,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,False
39,0,105563,16,284,5,6,0.0,0.0,0.0,9.0,False,carlos-vinicius,Carlos Vinícius,C. Vinícius,Carlos Vinícius Alves Morais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,53.33, Arena do Grêmio,2025-08-31 20:30:00,,,334073,5,263,14,284,1756683000,26,False,False
40,2,124661,16,282,3,6,0.0,0.75,0.0,2.06,False,ivan-roman,Iván Román,I. Román,Ivan Ramiro Román Hurtado,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,46.67, Arena MRV,2025-08-31 20:30:00,,,334072,19,356,9,282,1756683000,26,False,False
41,0,142261,16,284,5,6,0.0,0.0,0.0,1.0,False,jeferson,Jeferson,Jeferson,Jeferson Borges dos Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,53.33, Arena do Grêmio,2025-08-31 20:30:00,,,334073,5,263,14,284,1756683000,26,False,False
42,0,122989,16,282,4,6,0.0,0.0,0.0,1.0,False,david-kaua,David Kauã,D. Kauã,David Kauã Ramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,46.67, Arena MRV,2025-08-31 20:30:00,,,334072,19,356,9,282,1756683000,26,False,False
43,0,141551,16,282,4,6,0.0,0.0,0.0,1.0,False,indio,Índio,Índio,Hendel dos Santos Nascimento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,46.67, Arena MRV,2025-08-31 20:30:00,,,334072,19,356,9,282,1756683000,26,False,False
44,2,141995,16,264,4,6,0.0,1.1,0.0,1.47,False,dieguinho,Dieguinho,Dieguinho,Diego da Cruz Lopes,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,33.33,Neo Química Arena,2025-07-23 19:30:00,0.0,0.0,334069,1,283,11,264,1753309800,26,True,False
45,0,141138,16,282,4,6,0.0,0.0,0.0,1.0,False,ze-phelipe,Zé Phelipe,Z. Phelipe,José Phelipe dos Santos Dutra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,46.67, Arena MRV,2025-08-31 20:30:00,,,334072,19,356,9,282,1756683000,26,False,False
46,0,143452,16,264,2,6,0.0,0.0,0.0,1.0,False,gabriel-caipira,Gabriel Caipira,G. Caipira,Gabriel Henrique Soares da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,33.33,Neo Química Arena,2025-07-23 19:30:00,0.0,0.0,334069,1,283,11,264,1753309800,26,True,False
47,0,141643,16,280,1,6,0.0,0.0,0.0,1.0,False,fernando-costa,Fernando Costa,F. Costa,Fernando Henrique Pires Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,26.67,Cícero de Souza Marques,2025-07-23 21:30:00,2.0,1.0,334071,2,262,4,280,1753317000,26,True,False
48,0,141039,16,266,2,6,0.0,0.0,0.0,1.0,False,kaio-borges,Kaio Borges,K. Borges,Kaio Borges Correa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,40.0,Maracanã,2025-07-23 19:00:00,2.0,1.0,334067,3,275,8,266,1753308000,26,True,False
49,0,141776,16,277,4,6,0.0,0.0,0.0,1.0,False,gustavo-henrique,Gustavo Henrique,G. Henrique,Gustavo Henrique Pereira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,40.0,Vila Belmiro,2025-07-23 21:30:00,2.0,1.0,334070,10,285,17,277,1753317000,26,True,False
50,1,131515,16,277,4,6,0.0,0.5,0.0,1.09,False,hyan,Hyan,Hyan,Hyan Carvalho Machado Silva,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,40.0,Vila Belmiro,2025-07-23 21:30:00,2.0,1.0,334070,10,285,17,277,1753317000,26,True,False
51,9,78479,16,277,6,7,4.97,5.07,0.23,10.16,True,cleber-xavier,Cleber Xavier,C. Xavier,Cleber Marcio Serpa Xavier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,60.0,40.0,Vila Belmiro,2025-07-23 21:30:00,2.0,1.0,334070,10,285,17,277,1753317000,26,True,False
52,10,40990,16,264,6,7,5.02,5.15,0.34,10.43,True,dorival-junior,Dorival Júnior,D. Júnior,Dorival Silvestre Júnior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,73.33,33.33,Neo Química Arena,2025-07-23 19:30:00,0.0,0.0,334069,1,283,11,264,1753309800,26,True,False
53,1,138021,16,280,3,6,0.0,3.9,0.0,2.4,False,palacios,Palacios,Palacios,Sergio Stevan Palacios Zapata,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80.0,26.67,Cícero de Souza Marques,2025-07-23 21:30:00,2.0,1.0,334071,2,262,4,280,1753317000,26,True,False
54,0,141795,16,287,3,5,0.0,0.0,0.0,1.0,False,kauan,Kauan,Kauan,Kauan Santos Neves Coutinho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,False
55,0,143463,16,266,5,6,0.0,0.0,0.0,1.0,False,wesley-nata,Wesley Natã,W. Natã,Wesley Natã de Freitas Prado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,40.0,Maracanã,2025-07-23 19:00:00,2.0,1.0,334067,3,275,8,266,1753308000,26,True,False
56,0,141433,16,266,3,6,0.0,0.0,0.0,1.0,False,gustavo-cintra,Gustavo Cintra,G. Cintra,Gustavo Cintra Rocha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,40.0,Maracanã,2025-07-23 19:00:00,2.0,1.0,334067,3,275,8,266,1753308000,26,True,False
57,0,124250,16,282,5,6,0.0,0.0,0.0,1.0,False,pedro-ataide,Pedro Ataíde,P. Ataíde,Pedro Ataide de Souza Oliveira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,46.67, Arena MRV,2025-08-31 20:30:00,,,334072,19,356,9,282,1756683000,26,False,False
58,0,141405,16,267,2,6,0.0,0.0,0.0,1.0,False,avellar,Avellar,Avellar,Riquelme Avellar da Silva Fortes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67, São Januário,2025-08-31 20:30:00,,,334068,6,265,16,267,1756683000,26,False,False
59,6,130811,16,277,2,7,0.7,6.12,-0.63,7.85,True,souza,Souza,Souza,João Victor de Souza Menezes,1,14,6,0,0,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,60.0,40.0,Vila Belmiro,2025-07-23 21:30:00,2.0,1.0,334070,10,285,17,277,1753317000,26,True,False
60,0,130280,16,267,1,6,0.0,0.0,0.0,1.0,False,phillipe-gabriel,Phillipe Gabriel,P. Gabriel,Phillipe Gabriel Pires de Oliveira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67, São Januário,2025-08-31 20:30:00,,,334068,6,265,16,267,1756683000,26,False,False
61,6,72391,16,267,6,7,0.0,4.8,0.0,9.49,False,fernando-diniz,Fernando Diniz,F. Diniz,Fernando Diniz Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,66.67,26.67, São Januário,2025-08-31 20:30:00,,,334068,6,265,16,267,1756683000,26,False,False
62,6,78450,16,286,6,7,1.83,3.92,-0.27,6.85,True,claudio-tencati,Cláudio Tencati,C. Tencati,Cláudio Tencati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46.67,20.0,Alfredo Jaconi,2025-07-24 19:00:00,1.0,0.0,334076,12,276,18,286,1753394400,26,True,False
63,2,121824,16,264,5,6,1.2,1.0,0.21,1.42,True,kayke,Kayke,Kayke,Kayke Ferrari Guimarães,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,33.33,Neo Química Arena,2025-07-23 19:30:00,0.0,0.0,334069,1,283,11,264,1753309800,26,True,False
64,1,140485,16,266,4,6,0.0,3.5,0.0,2.26,False,isaque,Isaque,Isaque,Isaque Severino Silva,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,40.0,Maracanã,2025-07-23 19:00:00,2.0,1.0,334067,3,275,8,266,1753308000,26,True,False
65,0,127932,16,266,2,6,0.0,0.0,0.0,1.0,False,julio-fidelis,Julio Fidélis,J. Fidélis,Julio Cesar Lima Fidelis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,40.0,Maracanã,2025-07-23 19:00:00,2.0,1.0,334067,3,275,8,266,1753308000,26,True,False
66,0,130507,16,286,5,6,0.0,0.0,0.0,1.0,False,marlon,Marlon,Marlon,Marlon Santos Teodoro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,20.0,Alfredo Jaconi,2025-07-24 19:00:00,1.0,0.0,334076,12,276,18,286,1753394400,26,True,False
67,0,144255,16,277,3,6,0.0,0.0,0.0,1.0,False,joao-alencar,João Alencar,J. Alencar,João Alencar Santos Paes da Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,40.0,Vila Belmiro,2025-07-23 21:30:00,2.0,1.0,334070,10,285,17,277,1753317000,26,True,False
68,3,130889,16,284,4,6,0.0,1.27,0.0,2.34,False,riquelme,Riquelme,Riquelme,Riquelme Freitas dos Santos,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,53.33, Arena do Grêmio,2025-08-31 20:30:00,,,334073,5,263,14,284,1756683000,26,False,False
69,0,132560,16,287,1,6,0.0,0.0,0.0,1.0,False,davi-barbosa,Davi Barbosa,D. Barbosa,Davi Barbosa da Silva Novaes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,False
70,12,94968,16,280,2,5,0.0,8.26,0.0,11.57,False,juninho-capixaba,Juninho Capixaba,J. Capixaba,Luis Antônio da Rocha Júnior,1,29,17,4,7,27,1,6,0,0,1,0,0,0,0,0,0,0,0,0,80.0,26.67,Cícero de Souza Marques,2025-07-23 21:30:00,2.0,1.0,334071,2,262,4,280,1753317000,26,True,False
71,0,131455,16,284,5,6,0.0,0.0,0.0,1.0,False,jardiel,Jardiel,Jardiel,Jardiel Maciel Libertino da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,53.33, Arena do Grêmio,2025-08-31 20:30:00,,,334073,5,263,14,284,1756683000,26,False,False
72,0,145000,16,287,4,6,0.0,0.0,0.0,1.0,False,lucas-lohan,Lucas Lohan,L. Lohan,Lucas Lohan dos Santos Verediana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,False
73,0,130620,16,287,4,6,0.0,0.0,0.0,1.0,False,edenilson,Edenílson,Edenílson,Edenílson Santos Nascimento Filho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,False
74,1,145099,16,287,4,6,0.0,0.0,0.0,5.48,False,ruben-rodrigues,Rúben Rodrigues,R. Rodrigues,Rúben da Rocha Rodrigues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,False
75,0,141595,16,284,5,6,0.0,0.0,0.0,2.0,False,gabriel-mec,Gabriel Mec,G. Mec,Gabriel Ferreira de Carvalho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,53.33, Arena do Grêmio,2025-08-31 20:30:00,,,334073,5,263,14,284,1756683000,26,False,False
76,3,82639,16,286,2,7,2.8,3.9,0.06,6.09,True,marcelo-hermes,Marcelo Hermes,M. Hermes,Marcelo Gazella Hermes,0,3,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46.67,20.0,Alfredo Jaconi,2025-07-24 19:00:00,1.0,0.0,334076,12,276,18,286,1753394400,26,True,False
77,2,121866,16,286,4,6,0.0,0.7,0.0,2.03,False,hudson,Hudson,Hudson,Hudson Alexandre Batista da Silva,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,20.0,Alfredo Jaconi,2025-07-24 19:00:00,1.0,0.0,334076,12,276,18,286,1753394400,26,True,False
78,0,143253,16,287,5,6,0.0,0.0,0.0,1.0,False,wendell,Wendell,Wendell,Wendell dos Santos Sacramento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,False
79,0,127242,16,264,4,6,0.0,0.0,0.0,1.0,False,bahia,Bahia,Bahia,Luiz Gustavo Lemos Carvalho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,33.33,Neo Química Arena,2025-07-23 19:30:00,0.0,0.0,334069,1,283,11,264,1753309800,26,True,False
80,1,78478,16,277,4,6,0.0,-0.3,0.0,7.19,False,willian-arao,Willian Arão,W. Arão,Willian Souza Arão da Silva,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,40.0,Vila Belmiro,2025-07-23 21:30:00,2.0,1.0,334070,10,285,17,277,1753317000,26,True,False
81,4,111951,16,287,5,6,9.5,3.52,1.63,7.13,True,renzo-lopez,Renzo López,R. López,Renzo López Patrón,1,2,4,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,13.33,40.0,Barradão,2025-07-23 21:30:00,2.0,2.0,334074,20,292,15,287,1753317000,26,True,False
