atletas.jogos_num,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.media_num,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.slug,atletas.apelido,atletas.apelido_abreviado,atletas.nome,CA,DS,FC,FD,FF,FS,G,I,A,PS,FT,SG,DE,DP,GS,V,PC,CV,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
11,111829,18,265,5,7,0.8,2.05,-0.99,3.2,True,kayky,Kayky,Kayky,Kayky da Silva Chagas,1,3,1,3,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,73.33,20.0,Ilha do Retiro,2025-08-02 16:00:00,0,0,334145,4,265,20,292,1754161200,26,True,True
10,92085,18,286,5,6,0.0,1.72,0.0,3.2,False,giovanny,Giovanny,Giovanny,Giovanny Bariani Marques,0,3,4,0,5,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
8,121792,18,284,5,5,0.0,2.63,0.0,3.88,False,andre,André,André,André Henrique da Silva Martins,0,0,2,3,7,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
0,123717,18,265,2,6,0.0,0.0,0.0,3.0,False,ze-guilherme,Zé Guilherme,Z. Guilherme,José Guilherme de Lima Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,20.0,Ilha do Retiro,2025-08-02 16:00:00,0,0,334145,4,265,20,292,1754161200,26,True,True
0,122300,18,265,2,6,0.0,0.0,0.0,2.0,False,ryan,Ryan,Ryan,Ryan Carlos Santos de Sousa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,20.0,Ilha do Retiro,2025-08-02 16:00:00,0,0,334145,4,265,20,292,1754161200,26,True,True
0,142257,18,284,3,6,0.0,0.0,0.0,2.0,False,luis-eduardo,Luis Eduardo,L. Eduardo,Luis Eduardo Guedes de Souza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
8,111594,18,275,3,7,0.8,2.54,0.01,4.59,True,micael,Micael,Micael,Micael dos Santos Silva,2,6,13,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,73.33,46.67,Barradão,2025-08-03 19:30:00,2,2,334140,3,275,16,287,1754260200,26,True,True
13,123360,18,265,4,6,-0.6,2.58,-0.64,5.84,True,cauly,Cauly,Cauly,Cauly Oliveira Souza,1,3,4,1,5,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,73.33,20.0,Ilha do Retiro,2025-08-02 16:00:00,0,0,334145,4,265,20,292,1754161200,26,True,True
15,71631,18,275,1,7,-1.0,4.33,-1.14,7.93,False,weverton,Weverton,Weverton,Weverton Pereira da Silva,2,0,0,0,0,6,0,0,0,0,0,6,30,1,12,0,0,0,0,0,73.33,46.67,Barradão,2025-08-03 19:30:00,2,2,334140,3,275,16,287,1754260200,26,True,True
12,84674,18,275,4,7,0.0,3.25,-0.7,6.16,True,lucas-evangelista,Lucas Evangelista,L. Evangelista,Lucas Evangelista Santana de Oliveira,1,13,12,3,2,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Barradão,2025-08-03 19:30:00,2,2,334140,3,275,16,287,1754260200,26,True,True
0,141078,18,262,3,6,0.0,0.0,0.0,1.0,False,felipe-vieira,Felipe Vieira,F. Vieira,Felipe Vieira da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
6,141526,18,356,4,7,-0.5,2.47,-1.34,2.87,True,lucca-prior,Lucca Prior,L. Prior,Lucca Prior Pimenta,1,4,9,0,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
15,111760,18,280,4,7,3.5,1.58,0.23,3.13,True,fabinho,Fabinho,Fabinho,Fábio Silva de Freitas,1,8,9,2,5,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.67,40.0,Arena MRV,2025-08-03 18:30:00,1,2,334137,6,280,10,282,1754256600,26,True,True
0,141771,18,280,5,6,0.0,0.0,0.0,1.0,False,athyrson,Athyrson,Athyrson,Athyrson Ferreira Prates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,40.0,Arena MRV,2025-08-03 18:30:00,1,2,334137,6,280,10,282,1754256600,26,True,True
0,104933,18,284,1,6,0.0,0.0,0.0,2.0,False,jorge-meurer,Jorge Meurer,J. Meurer,Jorge Meurer Bartholdy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
0,122458,18,280,2,6,0.0,0.0,0.0,1.0,False,vinicius-lago,Vinícius Lago,V. Lago,Vinicius dos Santos Lago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,40.0,Arena MRV,2025-08-03 18:30:00,1,2,334137,6,280,10,282,1754256600,26,True,True
0,117404,18,283,1,6,0.0,0.0,0.0,1.0,False,otavio,Otávio,Otávio,Otávio Eleodoro Rezende Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
4,105900,18,356,5,6,0.0,2.07,0.0,3.9,False,allanzinho,Allanzinho,Allanzinho,Allan Victor Oliveira Mota,1,1,4,0,2,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
0,126120,18,280,4,6,0.0,0.0,0.0,2.0,False,marcelinho,Marcelinho,Marcelinho,Marcelo Braz da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,40.0,Arena MRV,2025-08-03 18:30:00,1,2,334137,6,280,10,282,1754256600,26,True,True
2,101651,18,286,4,6,0.0,2.0,0.0,3.54,False,peixoto,Peixoto,Peixoto,Daniel Nascimento Peixoto dos Santos,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
8,95354,18,286,4,6,1.2,0.62,0.37,2.46,True,giraldo,Giraldo,Giraldo,Daniel Eduardo Giraldo Cárdenas,2,5,12,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
2,133679,18,275,3,6,1.2,1.6,0.05,2.61,True,benedetti,Benedetti,Benedetti,Luiz Gustavo Roncholeta Benedetti,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Barradão,2025-08-03 19:30:00,2,2,334140,3,275,16,287,1754260200,26,True,True
2,115586,18,286,5,6,0.0,1.25,0.0,3.01,False,emerson-galego,Emerson Galego,E. Galego,Emerson Mendes de Carvalho,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
12,140541,18,276,4,6,0.8,2.68,-0.46,3.76,True,lucas-ferreira,Lucas Ferreira,L. Ferreira,Lucas dos Santos Ferreira,0,13,8,3,3,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86.67,66.67,Beira-Rio,2025-08-03 20:30:00,2,1,334138,8,276,13,285,1754263800,26,True,True
0,139001,18,275,4,5,0.0,0.0,0.0,2.0,False,figueiredo,Figueiredo,Figueiredo,Vitor dos Santos Figueiredo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Barradão,2025-08-03 19:30:00,2,2,334140,3,275,16,287,1754260200,26,True,True
6,91101,18,265,1,7,7.6,4.55,0.74,6.47,True,ronaldo,Ronaldo,Ronaldo,Ronaldo de Oliveira Strada,0,0,0,0,0,2,0,0,0,0,0,2,11,1,4,0,1,0,0,0,73.33,20.0,Ilha do Retiro,2025-08-02 16:00:00,0,0,334145,4,265,20,292,1754161200,26,True,True
1,84094,18,286,1,6,3.5,3.5,1.28,2.28,True,ruan-carneiro,Ruan Carneiro,R. Carneiro,Eudes Ruan de Souza Carneiro,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
2,125467,18,284,3,6,0.0,2.35,0.0,2.86,False,viery,Viery,Viery,Viery Fernandes Santos Lopes,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
0,143295,18,262,4,6,0.0,0.0,0.0,2.0,False,joshua,Joshua,Joshua,Caio Joshua Lana de Andrade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
9,94444,18,286,5,6,0.0,1.58,0.0,3.58,False,matheus-babi,Matheus Babi,M. Babi,Matheus Barcelos da Silva,2,5,9,0,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
1,143350,18,283,4,6,0.0,0.0,0.0,0.91,False,murilo-rhikman,Murilo Rhikman,M. Rhikman,Murilo Rhikman Alves Pimentel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
10,141525,18,356,3,6,4.2,3.8,0.57,5.51,True,gustavo-mancha,Gustavo Mancha,G. Mancha,Gustavo Teixeira Lopes da Conceição,1,15,2,3,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
12,133669,18,284,5,7,4.8,4.8,0.5,5.81,True,alysson,Alysson,Alysson,Alysson Edward Franco da Rocha dos Santos,0,21,6,3,6,23,0,0,1,0,1,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
4,123004,18,265,5,6,0.0,3.1,0.0,3.01,False,tiago,Tiago,Tiago,Tiago Souza de Jesus Carvalho,0,4,5,0,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,73.33,20.0,Ilha do Retiro,2025-08-02 16:00:00,0,0,334145,4,265,20,292,1754161200,26,True,True
0,123497,18,265,4,6,0.0,0.0,0.0,1.0,False,jota,Jota,Jota,João Victor Broad Moreira Guimarães,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,20.0,Ilha do Retiro,2025-08-02 16:00:00,0,0,334145,4,265,20,292,1754161200,26,True,True
1,131518,18,276,5,6,0.0,0.5,0.0,1.09,False,henrique,Henrique,Henrique,Henrique Fabiano do Carmo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,66.67,Beira-Rio,2025-08-03 20:30:00,2,1,334138,8,276,13,285,1754263800,26,True,True
5,130393,18,267,3,6,0.0,1.56,0.0,1.8,False,luiz-gustavo,Luiz Gustavo,L. Gustavo,Luiz Gustavo Marinho Ribeiro dos Santos,3,4,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33.33,73.33,Maião,2025-08-02 18:30:00,2,3,334135,17,267,5,2305,1754170200,26,True,True
1,121668,18,356,4,6,0.0,9.3,0.0,5.37,False,bruninho,Bruninho,Bruninho,Bruno César Pereira Silva,0,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
0,142261,18,284,5,6,0.0,0.0,0.0,1.0,False,jeferson,Jeferson,Jeferson,Jeferson Borges dos Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
1,123649,18,283,3,6,0.0,5.0,0.0,2.82,False,janderson,Janderson,Janderson,José Janderson da Silva Marques,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
0,143040,18,356,1,6,0.0,0.0,0.0,1.0,False,salvador,Salvador,Salvador,Eduardo Salvador Correia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
1,129663,18,265,5,6,0.0,1.2,0.0,1.35,False,ruan-pablo,Ruan Pablo,R. Pablo,Ruan Pablo Barbosa Sousa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,20.0,Ilha do Retiro,2025-08-02 16:00:00,0,0,334145,4,265,20,292,1754161200,26,True,True
12,94968,18,280,2,5,0.0,8.26,0.0,11.57,False,juninho-capixaba,Juninho Capixaba,J. Capixaba,Luis Antônio da Rocha Júnior,1,29,17,4,7,27,1,1,0,0,0,6,0,0,0,0,0,0,0,0,6.67,40.0,Arena MRV,2025-08-03 18:30:00,1,2,334137,6,280,10,282,1754256600,26,True,True
3,141609,18,276,5,5,0.0,1.0,0.0,1.47,False,lucca,Lucca,Lucca,Lucca Marques Alencar,0,1,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86.67,66.67,Beira-Rio,2025-08-03 20:30:00,2,1,334138,8,276,13,285,1754263800,26,True,True
1,137542,18,283,5,6,0.0,0.5,0.0,1.11,False,kaique-kenji,Kaique Kenji,K. Kenji,Kaique Kenji Takamura Correa,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
1,141419,18,265,3,5,0.0,1.7,0.0,1.5,False,fredi-lippert,Fredi Lippert,F. Lippert,Frederico Lippert Neto Gomes,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,20.0,Ilha do Retiro,2025-08-02 16:00:00,0,0,334145,4,265,20,292,1754161200,26,True,True
0,130280,18,267,1,6,0.0,0.0,0.0,1.0,False,phillipe-gabriel,Phillipe Gabriel,P. Gabriel,Phillipe Gabriel Pires de Oliveira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,73.33,Maião,2025-08-02 18:30:00,2,3,334135,17,267,5,2305,1754170200,26,True,True
0,141643,18,280,1,6,0.0,0.0,0.0,1.0,False,fernando-costa,Fernando Costa,F. Costa,Fernando Henrique Pires Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,40.0,Arena MRV,2025-08-03 18:30:00,1,2,334137,6,280,10,282,1754256600,26,True,True
2,138021,18,280,3,6,0.0,1.3,0.0,1.7,False,palacios,Palacios,Palacios,Sergio Stevan Palacios Zapata,2,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.67,40.0,Arena MRV,2025-08-03 18:30:00,1,2,334137,6,280,10,282,1754256600,26,True,True
1,139345,18,283,2,6,0.0,4.6,0.0,2.72,False,kaua-prates,Kauã Prates,K. Prates,Kauã Prates de Almeida,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
0,141405,18,267,2,6,0.0,0.0,0.0,1.0,False,avellar,Avellar,Avellar,Riquelme Avellar da Silva Fortes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,73.33,Maião,2025-08-02 18:30:00,2,3,334135,17,267,5,2305,1754170200,26,True,True
8,72391,18,267,6,7,4.02,4.61,-0.14,9.27,True,fernando-diniz,Fernando Diniz,F. Diniz,Fernando Diniz Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,33.33,73.33,Maião,2025-08-02 18:30:00,2,3,334135,17,267,5,2305,1754170200,26,True,True
0,123007,18,265,4,6,0.0,0.0,0.0,1.0,False,vitinho,Vitinho,Vitinho,Pedro Victor da Silva Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,20.0,Ilha do Retiro,2025-08-02 16:00:00,0,0,334145,4,265,20,292,1754161200,26,True,True
1,130507,18,286,5,6,0.5,0.5,0.11,1.11,True,marlon,Marlon,Marlon,Marlon Santos Teodoro,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
0,140494,18,262,4,6,0.0,0.0,0.0,1.0,False,joao-alves,João Alves,J. Alves,João Victor Alves Ferreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
4,90370,18,356,4,7,4.7,2.6,-0.06,5.72,True,matheus-pereira,Matheus Pereira,M. Pereira,Matheus Pereira da Silva,1,1,6,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
0,141628,18,262,4,6,0.0,0.0,0.0,1.0,False,pablo-lucio,Pablo Lúcio,P. Lúcio,Pablo Lúcio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
0,141614,18,276,5,6,0.0,0.0,0.0,1.0,False,paulinho,Paulinho,Paulinho,Paulo Sérgio Venuto Bezerra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,66.67,Beira-Rio,2025-08-03 20:30:00,2,1,334138,8,276,13,285,1754263800,26,True,True
2,131455,18,284,5,6,0.0,0.25,-0.14,0.97,True,jardiel,Jardiel,Jardiel,Jardiel Maciel Libertino da Silva,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
5,130889,18,284,4,7,2.5,2.04,-0.05,2.87,True,riquelme,Riquelme,Riquelme,Riquelme Freitas dos Santos,0,4,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
0,141611,18,276,2,6,0.0,0.0,0.0,1.0,False,maik,Maik,Maik,Maik Gomes Viegas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,66.67,Beira-Rio,2025-08-03 20:30:00,2,1,334138,8,276,13,285,1754263800,26,True,True
1,111156,18,356,4,6,0.0,0.0,0.0,0.9,False,rodrigo-santos,Rodrigo Santos,R. Santos,Rodrigo Oliveira dos Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
0,144561,18,356,4,6,0.0,0.0,0.0,1.0,False,lucas-emanoel,Lucas Emanoel,L. Emanoel,Lucas Emanoel de Abreu dos Reis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
6,84735,18,262,4,3,-0.7,2.12,-1.68,7.58,True,jorginho,Jorginho,Jorginho,Jorge Luiz Frello Filho,3,11,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
0,141595,18,284,5,6,0.0,0.0,0.0,2.0,False,gabriel-mec,Gabriel Mec,G. Mec,Gabriel Ferreira de Carvalho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
3,121866,18,286,4,6,0.0,-0.77,0.0,0.77,False,hudson,Hudson,Hudson,Hudson Alexandre Batista da Silva,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
0,111757,18,356,4,6,0.0,0.0,0.0,3.0,False,ryan-guilherme,Ryan Guilherme,R. Guilherme,Ryan Guilherme da Silva Pae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
5,82639,18,286,2,7,8.7,5.42,0.77,7.75,True,marcelo-hermes,Marcelo Hermes,M. Hermes,Marcelo Gazella Hermes,0,7,3,3,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
3,123738,18,356,5,6,2.2,1.53,0.01,4.87,True,herrera,Herrera,Herrera,José María Herrera Ares,1,2,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
3,110750,18,280,3,7,0.7,2.5,-0.57,4.83,True,gustavo-marques,Gustavo Marques,G. Marques,Gustavo Marques Alves dos Santos,0,3,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,40.0,Arena MRV,2025-08-03 18:30:00,1,2,334137,6,280,10,282,1754256600,26,True,True
0,103576,18,286,5,6,0.0,0.0,0.0,3.0,False,rafael-bilu,Rafael Bilu,R. Bilu,Rafael Bilu Mudesto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
2,99248,18,356,5,6,0.0,0.7,0.0,6.13,False,bareiro,Bareiro,Bareiro,Adam Fernando Bareiro Gamarra,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
1,94931,18,286,4,5,0.0,3.0,0.0,5.77,False,lucas-fernandes,Lucas Fernandes,L. Fernandes,Lucas Fernandes da Silva,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
0,91254,18,284,4,6,0.0,0.0,0.0,6.0,False,carballo,Carballo,Carballo,Felipe Ignacio Carballo Ares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
5,112863,18,275,5,7,6.8,2.68,0.68,7.4,True,ramon-sosa,Ramón Sosa,R. Sosa,Ramón Sosa Acosta,0,0,2,0,2,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Barradão,2025-08-03 19:30:00,2,2,334140,3,275,16,287,1754260200,26,True,True
2,71123,18,267,4,6,1.7,0.45,-0.19,5.92,True,thiago-mendes,Thiago Mendes,T. Mendes,Thiago Henrique Mendes Ribeiro,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,73.33,Maião,2025-08-02 18:30:00,2,3,334135,17,267,5,2305,1754170200,26,True,True
1,85083,18,356,1,7,4.7,4.7,1.39,6.39,True,vinicius-silvestre,Vinicius Silvestre,V. Silvestre,Vinicius Silvestre da Costa,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
0,109426,18,356,2,6,0.0,0.0,0.0,3.0,False,weverson,Weverson,Weverson,Weverson Moreira da Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
0,116067,18,284,1,6,0.0,0.0,0.0,1.0,False,thiago-beltrame,Thiago Beltrame,T. Beltrame,Thiago Beltrame Stallbaum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
3,108588,18,276,5,6,0.1,2.93,-1.34,6.12,True,tapia,Tapia,Tapia,Gonzalo Andrés Tapia Dubournais,2,0,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,86.67,66.67,Beira-Rio,2025-08-03 20:30:00,2,1,334138,8,276,13,285,1754263800,26,True,True
0,110062,18,280,4,6,0.0,0.0,0.0,1.0,False,joao-neto,João Neto,J. Neto,João Roberto Rota Neto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,40.0,Arena MRV,2025-08-03 18:30:00,1,2,334137,6,280,10,282,1754256600,26,True,True
1,130608,18,275,5,6,0.0,0.0,0.0,0.92,False,riquelme-fillipi,Riquelme Fillipi,R. Fillipi,Riquelme Fillipi Marinho de Souza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Barradão,2025-08-03 19:30:00,2,2,334140,3,275,16,287,1754260200,26,True,True
0,145396,18,267,2,6,0.0,0.0,0.0,1.0,False,breno-vereza,Breno Vereza,B. Vereza,Breno Vereza da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,73.33,Maião,2025-08-02 18:30:00,2,3,334135,17,267,5,2305,1754170200,26,True,True
1,140906,18,280,5,6,0.0,0.5,0.0,1.1,False,davi-gomes,Davi Gomes,D. Gomes,Davi Gomes de Alvarenga,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,40.0,Arena MRV,2025-08-03 18:30:00,1,2,334137,6,280,10,282,1754256600,26,True,True
