atletas.jogos_num,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.media_num,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.slug,atletas.apelido,atletas.apelido_abreviado,atletas.nome,CA,DS,FC,FD,FF,FS,G,I,A,PS,FT,SG,DE,DP,GS,V,PC,CV,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
16,97867,18,262,3,7,1.4,6.23,-2.1,7.63,True,leo-ortiz,Léo Ortiz,L. Ortiz,Leonardo Rech Ortiz,1,14,12,3,6,2,1,1,2,0,2,10,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
0,96874,18,286,1,6,0.0,0.0,0.0,4.0,False,guruceaga,Guruceaga,Guruceaga,Gastón Guruceaga Fagúndez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
1,80061,18,262,4,6,2.0,2.0,-0.28,11.72,True,saul,Saúl,Saúl,Saúl Ñíguez Esclapez,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
0,105563,18,284,5,6,0.0,0.0,0.0,9.0,False,carlos-vinicius,Carlos Vinícius,C. Vinícius,Carlos Vinícius Alves Morais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
0,145404,18,275,2,6,0.0,0.0,0.0,1.0,False,arthur,Arthur,Arthur,Arthur Gabriel Santana Marcolino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Barradão,2025-08-03 19:30:00,2,2,334140,3,275,16,287,1754260200,26,True,True
0,133671,18,280,1,6,0.0,0.0,0.0,1.0,False,gustavo-reis,Gustavo Reis,G. Reis,Gustavo Reis de Alcântara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,40.0,Arena MRV,2025-08-03 18:30:00,1,2,334137,6,280,10,282,1754256600,26,True,True
0,130711,18,280,3,6,0.0,0.0,0.0,1.0,False,boateng,Boateng,Boateng,Stanley Boateng Osei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,40.0,Arena MRV,2025-08-03 18:30:00,1,2,334137,6,280,10,282,1754256600,26,True,True
1,145400,18,280,2,7,6.5,6.5,2.45,3.45,True,caue,Cauê,Cauê,Cauê Nascimento Santos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.67,40.0,Arena MRV,2025-08-03 18:30:00,1,2,334137,6,280,10,282,1754256600,26,True,True
1,98873,18,262,5,2,4.9,4.9,0.59,15.59,True,samuel-lino,Samuel Lino,S. Lino,Samuel Dias Lino,0,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
1,96870,18,262,2,6,2.4,2.4,0.05,10.05,True,emerson-royal,Emerson Royal,E. Royal,Emerson Aparecido Leite de Souza Júnior,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
0,142265,18,265,5,6,0.0,0.0,0.0,1.0,False,dell,Dell,Dell,Wendeson Wanderley Santos de Melo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,20.0,Ilha do Retiro,2025-08-02 16:00:00,0,0,334145,4,265,20,292,1754161200,26,True,True
0,130189,18,262,1,6,0.0,0.0,0.0,1.0,False,leo-nannetti,Léo Nannetti,L. Nannetti,Leonardo Nannetti Lopes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
0,87887,18,284,3,6,0.0,0.0,0.0,7.0,False,balbuena,Balbuena,Balbuena,Fabián Cornelio Balbuena González,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
1,116034,18,262,4,6,1.5,1.5,0.23,4.23,True,victor-hugo,Victor Hugo,V. Hugo,Victor Hugo Gomes Silva,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
0,142268,18,286,1,6,0.0,0.0,0.0,1.0,False,ze-henrique,Zé Henrique,Z. Henrique,José Henrique Camargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
0,129665,18,267,1,6,0.0,0.0,0.0,1.0,False,pablo,Pablo,Pablo,Pablo de Paula Cardoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,73.33,Maião,2025-08-02 18:30:00,2,3,334135,17,267,5,2305,1754170200,26,True,True
16,104994,18,284,3,7,5.0,3.17,0.42,6.81,True,wagner-leonardo,Wagner Leonardo,W. Leonardo,Wagner Leonardo Calvelo de Souza,2,20,14,4,1,3,0,1,1,0,0,3,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
6,103912,18,276,6,7,6.55,7.02,-0.15,10.72,True,hernan-crespo,Hernán Crespo,H. Crespo,Hernán Jorge Crespo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,86.67,66.67,Beira-Rio,2025-08-03 20:30:00,2,1,334138,8,276,13,285,1754263800,26,True,True
0,122922,18,275,1,6,0.0,0.0,0.0,1.0,False,wanderson-aranha,Wanderson Aranha,W. Aranha,Wanderson Carlos Ferreira dos Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Barradão,2025-08-03 19:30:00,2,2,334140,3,275,16,287,1754260200,26,True,True
16,96610,18,283,4,7,9.7,7.98,0.59,15.69,True,matheus-pereira,Matheus Pereira,M. Pereira,Matheus Fellipe Costa Pereira,4,25,18,12,13,52,3,4,5,0,0,0,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
0,105175,18,275,2,6,0.0,0.0,0.0,7.0,False,khellven,Khellven,Khellven,Khellven Douglas Silva Oliveira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Barradão,2025-08-03 19:30:00,2,2,334140,3,275,16,287,1754260200,26,True,True
0,145436,18,275,4,6,0.0,0.0,0.0,2.0,False,bele,Belé,Belé,Erick Machado Belé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Barradão,2025-08-03 19:30:00,2,2,334140,3,275,16,287,1754260200,26,True,True
0,145413,18,275,4,6,0.0,0.0,0.0,1.0,False,rafael-coutinho,Rafael Coutinho,R. Coutinho,Rafael Barbosa Coutinho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Barradão,2025-08-03 19:30:00,2,2,334140,3,275,16,287,1754260200,26,True,True
10,70216,18,286,1,7,0.0,3.09,0.0,4.92,False,gustavo,Gustavo,Gustavo,Luiz Gustavo de Almeida Pinto,1,1,0,0,0,0,0,0,0,0,0,1,31,1,22,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
15,51772,18,265,4,7,2.7,3.72,-0.65,7.66,True,everton-ribeiro,Everton Ribeiro,E. Ribeiro,Everton Augusto de Barros Ribeiro,2,23,15,4,4,23,1,0,0,0,1,0,0,0,0,0,0,1,0,0,73.33,20.0,Ilha do Retiro,2025-08-02 16:00:00,0,0,334145,4,265,20,292,1754161200,26,True,True
0,79973,18,356,1,6,0.0,0.0,0.0,6.0,False,helton-leite,Helton Leite,H. Leite,Helton Brant Aleixo Leite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
16,97341,18,265,6,7,6.35,5.67,-0.37,9.41,True,rogerio-ceni,Rogério Ceni,R. Ceni,Rogério Mücke Ceni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,73.33,20.0,Ilha do Retiro,2025-08-02 16:00:00,0,0,334145,4,265,20,292,1754161200,26,True,True
12,106082,18,286,2,6,0.0,3.34,0.0,6.23,False,ewerthon,Ewerthon,Ewerthon,Ewerthon Diógenes da Silva,2,20,7,2,4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
0,105436,18,262,4,6,0.0,0.0,0.0,9.0,False,carrascal,Carrascal,Carrascal,Jorge Andrés Carrascal Guardo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
14,123795,18,265,5,2,1.3,1.78,-0.96,5.71,True,lucho-rodriguez,Lucho Rodríguez,L. Rodríguez,Luciano Rodríguez Rosales,1,3,10,4,10,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,73.33,20.0,Ilha do Retiro,2025-08-02 16:00:00,0,0,334145,4,265,20,292,1754161200,26,True,True
0,70164,18,276,4,5,0.0,0.0,0.0,5.0,False,lucas-moura,Lucas Moura,L. Moura,Lucas Rodrigues Moura da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,66.67,Beira-Rio,2025-08-03 20:30:00,2,1,334138,8,276,13,285,1754263800,26,True,True
17,90768,18,283,3,7,9.0,4.92,0.75,9.29,True,fabricio-bruno,Fabrício Bruno,F. Bruno,Fabrício Bruno Soares de Faria,3,19,10,1,1,12,1,0,0,0,0,9,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
13,89275,18,283,2,7,8.2,8.76,-0.38,16.29,True,william,William,William,Willian de Asevedo Furtado,1,35,17,2,6,11,0,2,2,0,0,9,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
16,90285,18,262,5,2,1.5,2.53,-1.05,5.98,True,bruno-henrique,Bruno Henrique,B. Henrique,Bruno Henrique Pinto,4,11,22,9,11,16,1,9,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
11,94583,18,262,5,7,0.0,6.18,0.0,16.16,False,pedro,Pedro,Pedro,Pedro Guilherme Abreu dos Santos,3,4,4,10,1,7,5,1,2,1,1,0,0,0,0,0,0,0,1,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
17,139076,18,262,6,7,3.82,7.27,-0.82,12.48,True,filipe-luis,Filipe Luís,F. Luís,Filipe Luís Kasmirski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
16,72018,18,284,1,7,-1.0,3.43,-0.55,6.31,True,tiago-volpi,Tiago Volpi,T. Volpi,Tiago Luis Volpi,2,0,0,0,0,5,0,0,0,0,0,3,48,0,22,0,1,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
11,107516,18,286,5,6,7.5,3.09,1.06,5.34,True,enio,Ênio,Ênio,Sebastião Ênio Santos de Almeida,2,6,4,3,5,20,1,4,0,0,1,0,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
8,38913,18,286,4,6,0.0,1.37,0.0,3.45,False,nene,Nenê,Nenê,Anderson Luis de Carvalho - Luiz,0,2,1,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
11,81881,18,356,1,5,0.0,4.75,0.0,8.76,False,joao-ricardo,João Ricardo,J. Ricardo,João Ricardo Riedi,0,0,0,0,0,0,0,0,0,0,0,4,41,0,18,0,0,0,0,1,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
6,69783,18,262,3,5,0.0,6.63,0.0,14.33,False,danilo,Danilo,Danilo,Danilo Luiz da Silva,0,4,8,1,0,4,1,0,0,0,0,5,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
13,97145,18,284,4,2,1.2,4.32,-0.06,9.73,True,villasanti,Villasanti,Villasanti,Mathías Adalberto Villasanti Rolón,5,41,24,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
14,83257,18,283,5,6,0.0,3.72,0.0,7.11,False,gabriel,Gabriel,Gabriel,Gabriel Barbosa Almeida,1,3,3,5,4,5,4,4,2,0,0,0,0,0,0,0,0,0,1,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
3,104666,18,356,5,5,0.0,3.53,0.0,11.49,False,moises,Moisés,Moisés,Moisés Vieira da Veiga,1,2,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
12,61188,18,286,5,7,10.0,2.91,1.58,5.81,True,gilberto,Gilberto,Gilberto,Gilberto Oliveira Souza Júnior,3,3,14,7,4,11,2,4,1,0,0,0,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
14,87008,18,267,1,7,0.0,2.91,0.0,7.33,False,leo-jardim,Léo Jardim,L. Jardim,Leonardo César Jardim,0,0,0,0,0,3,0,0,0,0,0,2,38,0,17,0,0,1,0,0,33.33,73.33,Maião,2025-08-02 18:30:00,2,3,334135,17,267,5,2305,1754170200,26,True,True
14,105584,18,267,2,3,3.4,3.53,0.2,7.38,True,lucas-piton,Lucas Piton,L. Piton,Lucas Piton Crivellaro,3,16,23,0,3,6,0,1,4,0,0,2,0,0,0,0,0,0,0,0,33.33,73.33,Maião,2025-08-02 18:30:00,2,3,334135,17,267,5,2305,1754170200,26,True,True
4,97653,18,275,3,5,0.0,2.82,0.0,7.72,False,murilo,Murilo,Murilo,Murilo Cerqueira Paim,3,2,8,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,73.33,46.67,Barradão,2025-08-03 19:30:00,2,2,334140,3,275,16,287,1754260200,26,True,True
13,91573,18,276,3,5,11.5,5.9,0.21,10.16,True,arboleda,Arboleda,Arboleda,Robert Abel Arboleda Escobar,2,20,9,0,5,7,3,2,0,0,0,4,0,0,0,0,0,0,0,0,86.67,66.67,Beira-Rio,2025-08-03 20:30:00,2,1,334138,8,276,13,285,1754263800,26,True,True
5,130612,18,275,5,6,1.5,1.26,-0.42,3.33,True,luighi,Luighi,Luighi,Luighi Hanri Sousa Santos,0,4,5,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Barradão,2025-08-03 19:30:00,2,2,334140,3,275,16,287,1754260200,26,True,True
9,99267,18,356,4,5,0.0,6.14,0.0,12.16,False,pochettino,Pochettino,Pochettino,Tomás Pochettino,0,15,4,6,8,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
3,89840,18,276,5,5,0.0,-0.77,0.0,5.78,False,calleri,Calleri,Calleri,Jonathan Calleri,0,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,86.67,66.67,Beira-Rio,2025-08-03 20:30:00,2,1,334138,8,276,13,285,1754263800,26,True,True
7,99818,18,275,5,5,0.0,1.03,0.0,5.0,False,paulinho,Paulinho,Paulinho,Paulo Henrique Sampaio Filho,0,2,1,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Barradão,2025-08-03 19:30:00,2,2,334140,3,275,16,287,1754260200,26,True,True
14,99198,18,267,5,7,12.8,7.5,0.83,16.37,True,vegetti,Vegetti,Vegetti,Pablo Vegetti,1,6,17,5,20,17,8,4,1,0,2,0,0,0,0,0,0,0,0,1,33.33,73.33,Maião,2025-08-02 18:30:00,2,3,334135,17,267,5,2305,1754170200,26,True,True
13,89368,18,284,5,7,3.1,5.2,-0.13,12.69,True,braithwaite,Braithwaite,Braithwaite,Martin Christensen Braithwaite,2,8,14,7,9,17,4,2,1,1,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
9,99228,18,262,4,6,0.0,2.25,0.0,8.21,False,de-la-cruz,De la Cruz,D. Cruz,Diego Nicolás de la Cruz Arcosa,3,9,11,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
10,68899,18,267,4,2,3.7,3.21,0.0,9.37,True,philippe-coutinho,Philippe Coutinho,P. Coutinho,Philippe Coutinho Correia,0,2,8,11,9,18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,33.33,73.33,Maião,2025-08-02 18:30:00,2,3,334135,17,267,5,2305,1754170200,26,True,True
15,102130,18,275,2,7,8.0,6.03,-0.21,12.26,True,piquerez,Piquerez,Piquerez,Joaquín Piquerez Moreira,2,16,6,3,10,7,3,0,1,0,0,6,0,0,0,0,0,0,1,0,73.33,46.67,Barradão,2025-08-03 19:30:00,2,2,334140,3,275,16,287,1754260200,26,True,True
12,92708,18,356,5,7,2.2,3.58,-1.1,6.15,True,deyverson,Deyverson,Deyverson,Deyverson Brum Silva Acosta,1,4,11,3,11,14,2,2,0,0,2,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
9,84263,18,284,3,7,0.0,3.2,0.0,4.77,False,jemerson,Jemerson,Jemerson,Jemerson de Jesus Nascimento,3,11,14,1,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
13,89883,18,284,4,7,0.9,2.47,-0.16,4.49,True,dodi,Dodi,Dodi,Douglas Moreira Fagundes,3,18,16,0,3,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
6,85465,18,284,4,6,0.0,0.52,0.0,3.32,False,alex-santana,Alex Santana,A. Santana,Alex Paulo Menezes Santana,2,1,8,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
17,42234,18,283,1,7,7.6,6.21,1.05,10.7,True,cassio,Cássio,Cássio,Cássio Roberto Ramos,3,0,0,0,0,0,0,0,0,0,0,9,52,1,11,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
18,88963,18,283,6,7,9.32,7.14,0.73,11.51,True,leonardo-jardim,Leonardo Jardim,L. Jardim,José Leonardo Nunes Alves Sousa Jardim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
17,79701,18,283,4,7,2.9,2.37,-0.19,5.09,True,lucas-silva,Lucas Silva,L. Silva,Lucas Silva Borges,2,11,27,2,4,15,1,0,2,0,1,0,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
15,68708,18,283,4,6,0.0,1.5,-0.98,3.45,True,eduardo,Eduardo,Eduardo,Carlos Eduardo de Oliveira Alves,1,9,9,2,3,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
17,84558,18,283,4,7,2.7,4.88,-0.56,8.01,True,lucas-romero,Lucas Romero,L. Romero,Lucas Daniel Romero,5,39,19,1,4,26,1,1,2,0,0,0,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
9,42500,18,283,2,5,0.0,6.1,0.0,8.51,False,fagner,Fagner,Fagner,Fagner Conserva Lemos,1,20,11,0,1,7,0,1,0,0,0,5,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
10,86292,18,283,5,6,0.0,0.91,0.0,3.59,False,bolasie,Bolasie,Bolasie,Yannick Bolasie,1,3,8,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
17,103445,18,283,5,7,9.1,11.31,-0.31,16.56,True,kaio-jorge,Kaio Jorge,K. Jorge,Kaio Jorge Pinto Ramos,2,18,16,10,18,20,13,5,5,2,3,0,0,0,0,0,0,0,1,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
14,104502,18,283,4,7,13.3,4.86,1.73,8.7,True,christian,Christian,Christian,Christian Roberto Alves Cardoso,5,17,23,5,8,17,3,4,2,0,0,0,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
7,88479,18,283,4,6,0.0,0.03,0.0,2.6,False,walace,Walace,Walace,Walace Souza Silva,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
4,100742,18,283,4,6,0.0,0.77,-0.99,6.73,True,matheus-henrique,Matheus Henrique,M. Henrique,Matheus Henrique de Souza,1,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
17,112709,18,283,2,7,11.7,7.75,1.12,11.26,True,kaiki-bruno,Kaiki Bruno,K. Bruno,Kaiki Bruno da Silva,5,44,35,2,9,23,0,0,3,0,0,9,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
3,99316,18,276,5,6,0.0,0.3,0.0,5.24,False,dinenno,Dinenno,Dinenno,Juan Ignacio Dinenno de Cara,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,66.67,Beira-Rio,2025-08-03 20:30:00,2,1,334138,8,276,13,285,1754263800,26,True,True
0,105047,18,283,3,5,0.0,0.0,0.0,7.0,False,joao-marcelo,João Marcelo,J. Marcelo,João Marcelo Messias Ferreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
15,106593,18,283,3,7,11.5,6.67,1.66,9.64,True,villalba,Villalba,Villalba,Lucas Hernán Villalba,3,21,8,1,3,7,1,0,0,0,3,10,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
1,124369,18,283,1,6,0.0,6.3,0.0,4.28,False,leo-aragao,Léo Aragão,L. Aragão,Leonardo de Aragão Carvalho,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
13,110818,18,356,6,7,4.12,5.88,-0.44,9.35,True,renato-paiva,Renato Paiva,R. Paiva,Renato Manuel Alves Paiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
15,82627,18,262,5,2,0.0,5.93,0.0,10.33,False,luiz-araujo,Luiz Araújo,L. Araújo,Luiz de Araújo Guimarães Neto,0,25,11,5,9,9,3,1,2,0,1,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
11,91706,18,284,2,7,0.0,4.01,0.0,6.86,False,marlon,Marlon,Marlon,Marlon Rodrigues Xavier,2,20,12,1,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
6,88393,18,262,2,2,0.0,7.42,0.0,10.72,False,ayrton-lucas,Ayrton Lucas,A. Lucas,Ayrton Lucas Dantas de Medeiros,1,7,5,1,1,3,1,0,0,0,0,5,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
0,122660,18,283,4,6,0.0,0.0,0.0,3.0,False,japa,Japa,Japa,João Wellington Gadelha Melo de Oliveira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
6,124912,18,283,3,6,0.0,3.03,0.0,4.95,False,jonathan-jesus,Jonathan Jesus,J. Jesus,Jonathan de Jesus Alves,0,5,6,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
