Unnamed: 0,atletas.rodada_id,atletas.status_id,atletas.pontos_num,atletas.variacao_num,atletas.media_num,atletas.slug,atletas.apelido,atletas.atleta_id,atletas.nome,atletas.clube.id.full.name,atletas.entrou_em_campo,atletas.jogos_num,atletas.clube_id,atletas.posicao_id,atletas.preco_num,atletas.minimo_para_valorizar,atletas.apelido_abreviado,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
305,1,7,0,0,0,matheus-henrique,Matheus Henrique,100742,Matheus Henrique de Souza,CRU,False,0,283,4,11,,M. Henrique,66.67,73.33,Mineirão,2025-03-29 18:30:00,1,2,333872,9,2305,2,283,1743283800,26,True,True
306,1,6,0,0,0,liziero,Liziero,100761,Igor Matheus Liziero Pereira,SAO,False,0,276,4,5,,Liziero,6.67,26.67,Morumbis,2025-03-29 18:30:00,0,0,333870,20,292,14,276,1743283800,26,True,True
307,1,6,0,0,0,brenno,Brenno,100830,Brenno Oliveira Fraga Costa,FOR,False,0,356,1,5,,Brenno,66.67,20.0,Castelão (CE),2025-03-29 18:30:00,0,2,333875,6,266,18,356,1743283800,26,True,True
308,1,6,0,0,0,ruan,Ruan,100842,Ruan Tressoldi Netto,SAO,False,0,276,3,6,,Ruan,6.67,26.67,Morumbis,2025-03-29 18:30:00,0,0,333870,20,292,14,276,1743283800,26,True,True
309,1,7,0,0,0,lucas-esteves,Lucas Esteves,100846,Lucas Esteves de Souza,GRE,False,0,284,2,7,,L. Esteves,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1,2,333873,7,282,11,284,1743283800,26,True,True
310,1,6,0,0,0,luan-candido,Luan Cândido,100848,Luan Cândido de Almeida,GRE,False,0,284,2,7,,L. Cândido,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1,2,333873,7,282,11,284,1743283800,26,True,True
316,1,6,0,0,0,ferreira,Ferreira,101290,Aldemir dos Santos Ferreira,SAO,False,0,276,5,7,,Ferreira,6.67,26.67,Morumbis,2025-03-29 18:30:00,0,0,333870,20,292,14,276,1743283800,26,True,True
317,1,7,0,0,0,ademir,Ademir,101314,Ademir da Silva Santos Júnior,BAH,False,0,265,5,5,,Ademir,40.0,66.67,Casa de Apostas Arena Fonte Nova,2025-03-30 20:00:00,1,1,333874,10,264,5,265,1743375600,26,True,True
319,1,6,0,0,0,danilo-boza,Danilo Boza,101431,Danilo Boza Júnior,JUV,False,0,286,3,4,,D. Boza,20.0,6.67,Alfredo Jaconi,2025-03-29 18:30:00,0,2,333876,16,287,19,286,1743283800,26,True,True
323,1,7,0,0,0,hugo-moura,Hugo Moura,101594,Hugo Moura Arruda da Silva,VAS,False,0,267,4,6,,H. Moura,46.67,46.67,São Januário,2025-03-30 18:30:00,1,2,333868,15,277,13,267,1743370200,26,True,True
325,1,6,0,0,0,felipe-jonatan,Felipe Jonatan,101708,Felipe Jonatan Rocha Andrade,FOR,False,0,356,2,6,,F. Jonatan,66.67,20.0,Castelão (CE),2025-03-29 18:30:00,0,2,333875,6,266,18,356,1743283800,26,True,True
328,1,6,0,0,0,jean-david,Jean David,101768,Jean David Meneses Villarroel,VAS,False,0,267,4,3,,J. David,46.67,46.67,São Januário,2025-03-30 18:30:00,1,2,333868,15,277,13,267,1743370200,26,True,True
329,1,6,0,0,0,mayk,Mayk,101820,Mayksilvan da Silva Ferreira,GRE,False,0,284,2,2,,Mayk,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1,2,333873,7,282,11,284,1743283800,26,True,True
332,1,6,0,0,0,britez,Brítez,101995,Emanuel Fermín Brítez,FOR,False,0,356,3,7,,Brítez,66.67,20.0,Castelão (CE),2025-03-29 18:30:00,0,2,333875,6,266,18,356,1743283800,26,True,True
333,1,7,0,0,0,piquerez,Piquerez,102130,Joaquín Piquerez Moreira,PAL,False,0,275,2,12,,Piquerez,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0,0,333869,8,263,4,275,1743361200,26,True,True
340,1,6,0,0,0,luan-vinicius,Luan Vinícius,102909,Luan Vinícius da Silva Santos,SAO,False,0,276,4,5,,L. Vinícius,6.67,26.67,Morumbis,2025-03-29 18:30:00,0,0,333870,20,292,14,276,1743283800,26,True,True
342,1,7,0,0,0,facundo-torres,Facundo Torres,102950,Facundo Daniel Torres Pérez,PAL,False,0,275,5,13,,F. Torres,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0,0,333869,8,263,4,275,1743361200,26,True,True
344,1,7,0,0,0,laquintana,Laquintana,103014,Ignacio Jesús Laquintana Marsico - Nacho,RBB,False,0,280,5,2,,Laquintana,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2,2,333871,12,354,3,280,1743462000,26,True,True
346,1,6,0,0,0,eric-ramires,Eric Ramires,103295,Eric dos Santos Rodrigues,RBB,False,0,280,4,5,,E. Ramires,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2,2,333871,12,354,3,280,1743462000,26,True,True
348,1,6,0,0,0,emmanuel-martinez,Emmanuel Martínez,103388,Leandro Emmanuel Martínez,FOR,False,0,356,4,5,,E. Martínez,66.67,20.0,Castelão (CE),2025-03-29 18:30:00,0,2,333875,6,266,18,356,1743283800,26,True,True
349,1,6,0,0,0,kaio-jorge,Kaio Jorge,103445,Kaio Jorge Pinto Ramos,CRU,False,0,283,5,9,,K. Jorge,66.67,73.33,Mineirão,2025-03-29 18:30:00,1,2,333872,9,2305,2,283,1743283800,26,True,True
351,1,6,0,0,0,denis-junior,Dênis Júnior,103662,Dênis de Oliveira Aguiar Júnior,BAH,False,0,265,1,3,,D. Júnior,40.0,66.67,Casa de Apostas Arena Fonte Nova,2025-03-30 20:00:00,1,1,333874,10,264,5,265,1743375600,26,True,True
357,1,6,0,0,0,sabino,Sabino,104075,José Sabino Chagas Monteiro,SAO,False,0,276,3,5,,Sabino,6.67,26.67,Morumbis,2025-03-29 18:30:00,0,0,333870,20,292,14,276,1743283800,26,True,True
358,1,6,0,0,0,bruno-fuchs,Bruno Fuchs,104085,Bruno de Lara Fuchs,PAL,False,0,275,3,6,,B. Fuchs,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0,0,333869,8,263,4,275,1743361200,26,True,True
362,1,7,0,0,0,joao-victor,João Victor,104250,João Victor da Silva Marcelino,VAS,False,0,267,3,7,,J. Victor,46.67,46.67,São Januário,2025-03-30 18:30:00,1,2,333868,15,277,13,267,1743370200,26,True,True
363,1,7,0,0,0,adriano-martins,Adriano Martins,104253,Adriano Martins da Fonseca,JUV,False,0,286,3,6,,A. Martins,20.0,6.67,Alfredo Jaconi,2025-03-29 18:30:00,0,2,333876,16,287,19,286,1743283800,26,True,True
364,1,6,0,0,0,joao-lucas,João Lucas,104257,João Lucas de Almeida Carvalho,GRE,False,0,284,2,5,,J. Lucas,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1,2,333873,7,282,11,284,1743283800,26,True,True
366,1,6,0,0,0,christian,Christian,104502,Christian Roberto Alves Cardoso,CRU,False,0,283,4,6,,Christian,66.67,73.33,Mineirão,2025-03-29 18:30:00,1,2,333872,9,2305,2,283,1743283800,26,True,True
367,1,6,0,0,0,camilo,Camilo,104519,Camilo Reijers de Oliveira,GRE,False,0,284,4,4,,Camilo,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1,2,333873,7,282,11,284,1743283800,26,True,True
369,1,6,0,0,0,fabricio,Fabrício,104588,Fabrício Oliveira de Souza,RBB,False,0,280,1,2,,Fabrício,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2,2,333871,12,354,3,280,1743462000,26,True,True
370,1,7,0,0,0,moises,Moisés,104666,Moisés Vieira da Veiga,FOR,False,0,356,5,15,,Moisés,66.67,20.0,Castelão (CE),2025-03-29 18:30:00,0,2,333875,6,266,18,356,1743283800,26,True,True
372,1,7,0,0,0,juan-vojvoda,Juan Vojvoda,104754,Juan Pablo Vojvoda Rizzo,FOR,False,0,356,6,11,,J. Vojvoda,66.67,20.0,Castelão (CE),2025-03-29 18:30:00,0,2,333875,6,266,18,356,1743283800,26,True,True
373,1,7,0,0,0,enzo-diaz,Enzo Díaz,104758,Enzo Hernán Díaz,SAO,False,0,276,2,7,,E. Díaz,6.67,26.67,Morumbis,2025-03-29 18:30:00,0,0,333870,20,292,14,276,1743283800,26,True,True
375,1,6,0,0,0,acevedo,Acevedo,104783,Nicolás Brian Acevedo Tabárez,BAH,False,0,265,4,5,,Acevedo,40.0,66.67,Casa de Apostas Arena Fonte Nova,2025-03-30 20:00:00,1,1,333874,10,264,5,265,1743375600,26,True,True
376,1,6,0,0,0,arezo,Arezo,104849,Douglas Matías Arezo Martínez,GRE,False,0,284,5,4,,Arezo,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1,2,333873,7,282,11,284,1743283800,26,True,True
377,1,7,0,0,0,wagner-leonardo,Wagner Leonardo,104994,Wagner Leonardo Calvelo de Souza,GRE,False,0,284,3,9,,W. Leonardo,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1,2,333873,7,282,11,284,1743283800,26,True,True
378,1,2,0,0,0,joao-marcelo,João Marcelo,105047,João Marcelo Messias Ferreira,CRU,False,0,283,3,7,,J. Marcelo,66.67,73.33,Mineirão,2025-03-29 18:30:00,1,2,333872,9,2305,2,283,1743283800,26,True,True
379,1,6,0,0,0,sant-anna,Sant'Anna,105213,Ariel Agustín Sant'Anna Quintero,RBB,False,0,280,2,4,,Sant'Anna,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2,2,333871,12,354,3,280,1743462000,26,True,True
381,1,6,0,0,0,gaston-avila,Gastón Ávila,105258,Gastón Luciano Ávila,FOR,False,0,356,3,7,,G. Ávila,66.67,20.0,Castelão (CE),2025-03-29 18:30:00,0,2,333875,6,266,18,356,1743283800,26,True,True
382,1,2,0,0,0,ferraresi,Ferraresi,105300,Nahuel Adolfo Ferraresi Hernández,SAO,False,0,276,3,6,,Ferraresi,6.67,26.67,Morumbis,2025-03-29 18:30:00,0,0,333870,20,292,14,276,1743283800,26,True,True
384,1,2,0,0,0,gabriel-xavier,Gabriel Xavier,105373,Gabriel Lheman Xavier - Lhman,BAH,False,0,265,3,7,,G. Xavier,40.0,66.67,Casa de Apostas Arena Fonte Nova,2025-03-30 20:00:00,1,1,333874,10,264,5,265,1743375600,26,True,True
387,1,7,0,0,0,lucero,Lucero,105568,Juan Martín Lucero,FOR,False,0,356,5,11,,Lucero,66.67,20.0,Castelão (CE),2025-03-29 18:30:00,0,2,333875,6,266,18,356,1743283800,26,True,True
388,1,7,0,0,0,lucas-piton,Lucas Piton,105584,Lucas Piton Crivellaro,VAS,False,0,267,2,10,,L. Piton,46.67,46.67,São Januário,2025-03-30 18:30:00,1,2,333868,15,277,13,267,1743370200,26,True,True
390,1,6,0,0,0,mauricio,Maurício,105647,Maurício Magalhães Prado,PAL,False,0,275,4,14,,Maurício,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0,0,333869,8,263,4,275,1743361200,26,True,True
397,1,7,0,0,0,santiago-mingo,Santiago Mingo,105990,Santiago Martín Ramos Mingo,BAH,False,0,265,3,5,,S. Mingo,40.0,66.67,Casa de Apostas Arena Fonte Nova,2025-03-30 20:00:00,1,1,333874,10,264,5,265,1743375600,26,True,True
398,1,7,0,0,0,ewerthon,Ewerthon,106082,Ewerthon Diógenes da Silva,JUV,False,0,286,2,5,,Ewerthon,20.0,6.67,Alfredo Jaconi,2025-03-29 18:30:00,0,2,333876,16,287,19,286,1743283800,26,True,True
400,1,6,0,0,0,lucao,Lucão,106160,Lucas Alexandre Galdino de Azevedo,RBB,False,0,280,1,3,,Lucão,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2,2,333871,12,354,3,280,1743462000,26,True,True
402,1,7,0,0,0,marcos-antonio,Marcos Antônio,106294,Marcos Antônio Silva Santos,SAO,False,0,276,4,5,,M. Antônio,6.67,26.67,Morumbis,2025-03-29 18:30:00,0,0,333870,20,292,14,276,1743283800,26,True,True
403,1,7,0,0,0,caio-alexandre,Caio Alexandre,106323,Caio Alexandre Souza e Silva,BAH,False,0,265,4,7,,C. Alexandre,40.0,66.67,Casa de Apostas Arena Fonte Nova,2025-03-30 20:00:00,1,1,333874,10,264,5,265,1743375600,26,True,True
404,1,6,0,0,0,eduardo-santos,Eduardo Santos,106434,Eduardo Gonzaga Mendes Santos,RBB,False,0,280,3,5,,E. Santos,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2,2,333871,12,354,3,280,1743462000,26,True,True
405,1,6,0,0,0,villalba,Villalba,106593,Lucas Hernán Villalba,CRU,False,0,283,3,3,,Villalba,66.67,73.33,Mineirão,2025-03-29 18:30:00,1,2,333872,9,2305,2,283,1743283800,26,True,True
407,1,6,0,0,0,rodrigo-nestor,Rodrigo Nestor,106822,Rodrigo Nestor Bertalia,BAH,False,0,265,4,7,,R. Nestor,40.0,66.67,Casa de Apostas Arena Fonte Nova,2025-03-30 20:00:00,1,1,333874,10,264,5,265,1743375600,26,True,True
408,1,6,0,0,0,patryck,Patryck,106829,Patryck Lanza dos Reis,SAO,False,0,276,2,4,,Patryck,6.67,26.67,Morumbis,2025-03-29 18:30:00,0,0,333870,20,292,14,276,1743283800,26,True,True
409,1,6,0,0,0,borrero,Borrero,106843,Dylan Felipe Borrero Caicedo,FOR,False,0,356,5,5,,Borrero,66.67,20.0,Castelão (CE),2025-03-29 18:30:00,0,2,333875,6,266,18,356,1743283800,26,True,True
411,1,7,0,0,0,luciano-juba,Luciano Juba,107093,Luciano Batista da Silva Júnior,BAH,False,0,265,2,5,,L. Juba,40.0,66.67,Casa de Apostas Arena Fonte Nova,2025-03-30 20:00:00,1,1,333874,10,264,5,265,1743375600,26,True,True
412,1,7,0,0,0,richard-rios,Richard Ríos,107111,Richard Ríos Montoya,PAL,False,0,275,4,10,,R. Ríos,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0,0,333869,8,263,4,275,1743361200,26,True,True
415,1,6,0,0,0,michel-araujo,Michel Araújo,107173,Michel Daryl Araújo Villar,BAH,False,0,265,4,6,,M. Araújo,40.0,66.67,Casa de Apostas Arena Fonte Nova,2025-03-30 20:00:00,1,1,333874,10,264,5,265,1743375600,26,True,True
419,1,6,0,0,0,magrao,Magrão,107221,Audenirton Soares da Silva,FOR,False,0,356,1,2,,Magrão,66.67,20.0,Castelão (CE),2025-03-29 18:30:00,0,2,333875,6,266,18,356,1743283800,26,True,True
420,1,6,0,0,0,vanderlan,Vanderlan,107236,Vanderlan Barbosa da Silva,PAL,False,0,275,2,4,,Vanderlan,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0,0,333869,8,263,4,275,1743361200,26,True,True
421,1,7,0,0,0,enio,Ênio,107516,Sebastião Ênio Santos de Almeida,JUV,False,0,286,5,3,,Ênio,20.0,6.67,Alfredo Jaconi,2025-03-29 18:30:00,0,2,333876,16,287,19,286,1743283800,26,True,True
425,1,6,0,0,0,praxedes,Praxedes,107744,Bruno Conceição Praxedes,RBB,False,0,280,4,5,,Praxedes,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2,2,333871,12,354,3,280,1743462000,26,True,True
426,1,6,0,0,0,adriel,Adriel,107748,Adriel Vasconcelos Ramos,GRE,False,0,284,1,3,,Adriel,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1,2,333873,7,282,11,284,1743283800,26,True,True
427,1,7,0,0,0,fabio-matias,Fábio Matias,107771,Fábio Henrique Matias,JUV,False,0,286,6,3,,F. Matias,20.0,6.67,Alfredo Jaconi,2025-03-29 18:30:00,0,2,333876,16,287,19,286,1743283800,26,True,True
429,1,6,0,0,0,nata,Natã,107801,Natã Felipe de Amorim Santos,GRE,False,0,284,3,2,,Natã,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1,2,333873,7,282,11,284,1743283800,26,True,True
431,1,6,0,0,0,bobadilla,Bobadilla,107873,Damián Josué Bobadilla Benítez,SAO,False,0,276,4,6,,Bobadilla,6.67,26.67,Morumbis,2025-03-29 18:30:00,0,0,333870,20,292,14,276,1743283800,26,True,True
435,1,7,0,0,0,isidro-pitta,Isidro Pitta,108133,Isidro Miguel Pitta Saldívar,RBB,False,0,280,5,8,,I. Pitta,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2,2,333871,12,354,3,280,1743462000,26,True,True
439,1,6,0,0,0,aravena,Aravena,108548,Alexander Ernesto Aravena Guzmán,GRE,False,0,284,5,3,,Aravena,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1,2,333873,7,282,11,284,1743283800,26,True,True
440,1,6,0,0,0,garre,Garré,108671,Benjamín Antonio Garré,VAS,False,0,267,5,4,,Garré,46.67,46.67,São Januário,2025-03-30 18:30:00,1,2,333868,15,277,13,267,1743370200,26,True,True
441,1,7,0,0,0,emiliano-martinez,Emiliano Martínez,108683,Emiliano Martínez Toranza,PAL,False,0,275,4,4,,E. Martínez,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0,0,333869,8,263,4,275,1743361200,26,True,True
444,1,7,0,0,0,plata,Plata,109096,Gonzalo Jordy Plata Jiménez,FLA,False,0,262,5,7,,Plata,20.0,73.33,Maracanã,2025-03-29 21:00:00,1,1,333867,17,285,1,262,1743292800,26,True,True
445,1,7,0,0,0,erick-pulga,Erick Pulga,109401,Erick da Costa Farias,BAH,False,0,265,5,6,,E. Pulga,40.0,66.67,Casa de Apostas Arena Fonte Nova,2025-03-30 20:00:00,1,1,333874,10,264,5,265,1743375600,26,True,True
446,1,6,0,0,0,calebe,Calebe,109461,Calebe Gonçalves Ferreira da Silva,FOR,False,0,356,4,5,,Calebe,66.67,20.0,Castelão (CE),2025-03-29 18:30:00,0,2,333875,6,266,18,356,1743283800,26,True,True
449,1,7,0,0,0,batalla,Batalla,109899,Emerson Geovanny Batalla Martínez - Enmerson,JUV,False,0,286,5,6,,Batalla,20.0,6.67,Alfredo Jaconi,2025-03-29 18:30:00,0,2,333876,16,287,19,286,1743283800,26,True,True
450,1,2,0,0,0,monsalve,Monsalve,109966,Miguel Ángel Monsalve Gonzáles - González,GRE,False,0,284,4,6,,Monsalve,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1,2,333873,7,282,11,284,1743283800,26,True,True
454,1,7,0,0,0,abel-ferreira,Abel Ferreira,110506,Abel Fernando Moreira Ferreira,PAL,False,0,275,6,13,,A. Ferreira,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0,0,333869,8,263,4,275,1743361200,26,True,True
456,1,6,0,0,0,mateus,Mateus,110624,Mateus Oliveira Mendes,PAL,False,0,275,1,2,,Mateus,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0,0,333869,8,263,4,275,1743361200,26,True,True
457,1,7,0,0,0,andres-hurtado,Andrés Hurtado,110715,José Andrés Hurtado Cheme,RBB,False,0,280,2,4,,A. Hurtado,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2,2,333871,12,354,3,280,1743462000,26,True,True
460,1,6,0,0,0,guilherme-lopes,Guilherme Lopes,110909,Guilherme Lopes de Almeida,RBB,False,0,280,2,3,,G. Lopes,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2,2,333871,12,354,3,280,1743462000,26,True,True
462,1,6,0,0,0,gustavo-martins,Gustavo Martins,111309,Gustavo Martins de Souza Santos,GRE,False,0,284,3,5,,G. Martins,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1,2,333873,7,282,11,284,1743283800,26,True,True
463,1,7,0,0,0,luis-mandaca,Luis Mandaca,111407,Luis Gustavo da Silva Machado Duarte,JUV,False,0,286,4,4,,L. Mandaca,20.0,6.67,Alfredo Jaconi,2025-03-29 18:30:00,0,2,333876,16,287,19,286,1743283800,26,True,True
467,1,7,0,0,0,micael,Micael,111594,Micael dos Santos Silva,PAL,False,0,275,3,4,,Micael,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0,0,333869,8,263,4,275,1743361200,26,True,True
468,1,6,0,0,0,adson,Adson,111682,Adson Ferreira Soares,VAS,False,0,267,4,6,,Adson,46.67,46.67,São Januário,2025-03-30 18:30:00,1,2,333868,15,277,13,267,1743370200,26,True,True
470,1,6,0,0,0,matheus-cunha,Matheus Cunha,111690,Matheus Cunha Queiroz,FLA,False,0,262,1,5,,M. Cunha,20.0,73.33,Maracanã,2025-03-29 21:00:00,1,1,333867,17,285,1,262,1743292800,26,True,True
471,1,6,0,0,0,fabinho,Fabinho,111760,Fábio Silva de Freitas,RBB,False,0,280,4,3,,Fabinho,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2,2,333871,12,354,3,280,1743462000,26,True,True
472,1,6,0,0,0,kayky,Kayky,111829,Kayky da Silva Chagas,BAH,False,0,265,5,3,,Kayky,40.0,66.67,Casa de Apostas Arena Fonte Nova,2025-03-30 20:00:00,1,1,333874,10,264,5,265,1743375600,26,True,True
474,1,6,0,0,0,gabriel-grando,Gabriel Grando,112616,Gabriel Hamester Grando,GRE,False,0,284,1,5,,G. Grando,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1,2,333873,7,282,11,284,1743283800,26,True,True
475,1,2,0,0,0,kaiki-bruno,Kaiki Bruno,112709,Kaiki Bruno da Silva,CRU,False,0,283,2,5,,K. Bruno,66.67,73.33,Mineirão,2025-03-29 18:30:00,1,2,333872,9,2305,2,283,1743283800,26,True,True
476,1,6,0,0,0,anibal-moreno,Aníbal Moreno,112869,Aníbal Ismael Moreno,PAL,False,0,275,4,6,,A. Moreno,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0,0,333869,8,263,4,275,1743361200,26,True,True
477,1,6,0,0,0,lucas-barbosa,Lucas Barbosa,112886,Lucas Henrique Barbosa,RBB,False,0,280,5,7,,L. Barbosa,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2,2,333871,12,354,3,280,1743462000,26,True,True
478,1,6,0,0,0,sforza,Sforza,112906,Juan Sebastián Sforza,VAS,False,0,267,4,5,,Sforza,46.67,46.67,São Januário,2025-03-30 18:30:00,1,2,333868,15,277,13,267,1743370200,26,True,True
480,1,6,0,0,0,kervin-andrade,Kervin Andrade,113073,Kervin Mario Andrade Navarro,FOR,False,0,356,4,4,,K. Andrade,66.67,20.0,Castelão (CE),2025-03-29 18:30:00,0,2,333875,6,266,18,356,1743283800,26,True,True
481,1,7,0,0,0,mancuso,Mancuso,113078,Eros Nazareno Mancuso,FOR,False,0,356,2,7,,Mancuso,66.67,20.0,Castelão (CE),2025-03-29 18:30:00,0,2,333875,6,266,18,356,1743283800,26,True,True
482,1,6,0,0,0,flaco-lopez,Flaco López,113103,José Manuel Alberto López,PAL,False,0,275,5,9,,F. López,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0,0,333869,8,263,4,275,1743361200,26,True,True
483,1,6,0,0,0,nathan-mendes,Nathan Mendes,113157,Nathan Gabriel de Souza Mendes,RBB,False,0,280,2,4,,N. Mendes,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2,2,333871,12,354,3,280,1743462000,26,True,True
484,1,6,0,0,0,marquinhos,Marquinhos,113158,Marcus Vinícius Oliveira Alencar,CRU,False,0,283,5,7,,Marquinhos,66.67,73.33,Mineirão,2025-03-29 18:30:00,1,2,333872,9,2305,2,283,1743283800,26,True,True
485,1,6,0,0,0,pablo-maia,Pablo Maia,113359,Pablo Gonçalves Maia Fortunato,SAO,False,0,276,4,8,,P. Maia,6.67,26.67,Morumbis,2025-03-29 18:30:00,0,0,333870,20,292,14,276,1743283800,26,True,True
486,1,7,0,0,0,cristian-olivera,Cristian Olivera,113397,Cristian Gonzalo Olivera Ibarra,GRE,False,0,284,5,7,,C. Olivera,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1,2,333873,7,282,11,284,1743283800,26,True,True
489,1,6,0,0,0,douglas-mendes,Douglas Mendes,114311,Douglas Mendes Moreira,RBB,False,0,280,3,4,,D. Mendes,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2,2,333871,12,354,3,280,1743462000,26,True,True
490,1,6,0,0,0,gamarra,Gamarra,114334,Mateo Gamarra González,CRU,False,0,283,3,5,,Gamarra,66.67,73.33,Mineirão,2025-03-29 18:30:00,1,2,333872,9,2305,2,283,1743283800,26,True,True
491,1,6,0,0,0,cleiton,Cleiton,114790,Cleiton Santana dos Santos,FLA,False,0,262,3,3,,Cleiton,20.0,73.33,Maracanã,2025-03-29 21:00:00,1,1,333867,17,285,1,262,1743292800,26,True,True
492,1,7,0,0,0,vitor-roque,Vitor Roque,114802,Vitor Hugo Roque Ferreira,PAL,False,0,275,5,15,,V. Roque,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0,0,333869,8,263,4,275,1743361200,26,True,True
494,1,7,0,0,0,lucas-freitas,Lucas Freitas,115141,Lucas de Freitas Molarinho Chagas,VAS,False,0,267,3,5,,L. Freitas,46.67,46.67,São Januário,2025-03-30 18:30:00,1,2,333868,15,277,13,267,1743370200,26,True,True
495,1,7,0,0,0,wesley,Wesley,115239,Wesley Vinícius França Lima,FLA,False,0,262,2,11,,Wesley,20.0,73.33,Maracanã,2025-03-29 21:00:00,1,1,333867,17,285,1,262,1743292800,26,True,True
496,1,6,0,0,0,naves,Naves,115246,Kaiky Marques Naves,PAL,False,0,275,3,4,,Naves,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0,0,333869,8,263,4,275,1743361200,26,True,True
497,1,7,0,0,0,jhon-jhon,Jhon Jhon,115248,Jhonatan dos Santos Rosa,RBB,False,0,280,4,7,,J. Jhon,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2,2,333871,12,354,3,280,1743462000,26,True,True
501,1,6,0,0,0,rodriguinho,Rodriguinho,115563,Rodrigo Henrique Santos de Souza,CRU,False,0,283,4,4,,Rodriguinho,66.67,73.33,Mineirão,2025-03-29 18:30:00,1,2,333872,9,2305,2,283,1743283800,26,True,True
502,1,6,0,0,0,marcos-paulo,Marcos Paulo,115594,Marcos Paulo Lima Batista Silva,JUV,False,0,286,2,2,,M. Paulo,20.0,6.67,Alfredo Jaconi,2025-03-29 18:30:00,0,2,333876,16,287,19,286,1743283800,26,True,True
504,1,6,0,0,0,evertton-araujo,Evertton Araújo,115914,Everton Gustavo Fernandes Araújo,FLA,False,0,262,4,4,,E. Araújo,20.0,73.33,Maracanã,2025-03-29 21:00:00,1,1,333867,17,285,1,262,1743292800,26,True,True
506,1,6,0,0,0,matheus-goncalves,Matheus Gonçalves,116012,Matheus Gonçalves Martins,FLA,False,0,262,4,4,,M. Gonçalves,20.0,73.33,Maracanã,2025-03-29 21:00:00,1,1,333867,17,285,1,262,1743292800,26,True,True
507,1,6,0,0,0,petterson,Petterson,116025,Petterson Novaes Reis,JUV,False,0,286,5,2,,Petterson,20.0,6.67,Alfredo Jaconi,2025-03-29 18:30:00,0,2,333876,16,287,19,286,1743283800,26,True,True
511,1,6,0,0,0,thiago-borbas,Thiago Borbas,117314,Thiago Nicolás Borbas Silva,RBB,False,0,280,5,3,,T. Borbas,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2,2,333871,12,354,3,280,1743462000,26,True,True
512,1,6,0,0,0,cipriano,Cipriano,117336,João Luiz da Silva Cipriano,JUV,False,0,286,3,4,,Cipriano,20.0,6.67,Alfredo Jaconi,2025-03-29 18:30:00,0,2,333876,16,287,19,286,1743283800,26,True,True
