,atletas.jogos_num,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.media_num,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.slug,atletas.apelido,atletas.apelido_abreviado,atletas.nome,DS,FC,FS,FD,FF,I,SG,CA,G,DE,GS,PC,FT,CV,A,DP,PS,V,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
216,0,102137,13,266,1,6,0.0,0.0,0.0,2.0,False,vitor-eudes,Vitor Eudes,V. Eudes,Vitor Eudes de Souza Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,66.67,Maião,2025-08-16 00:00:00,,,333961,7,266,10,2305,1755313200,26,False,True
217,3,103672,13,266,2,6,0.0,4.87,0.0,8.0,False,gabriel-fuentes,Gabriel Fuentes,G. Fuentes,Gabriel Rafael Fuentes Gómez,11,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66.67,66.67,Maião,2025-08-16 00:00:00,,,333961,7,266,10,2305,1755313200,26,False,True
218,7,103523,13,266,3,2,0.0,3.16,0.0,6.68,False,ignacio,Ignácio,Ignácio,Ignácio da Silva Oliveira,6,7,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,66.67,Maião,2025-08-16 00:00:00,,,333961,7,266,10,2305,1755313200,26,False,True
219,1,117930,13,266,5,6,0.0,0.5,0.0,3.45,False,lavega,Lavega,Lavega,Joaquín Lavega Colzada,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,66.67,Maião,2025-08-16 00:00:00,,,333961,7,266,10,2305,1755313200,26,False,True
220,8,116447,13,266,4,6,0.0,3.43,0.0,6.54,False,hercules,Hércules,Hércules,Hércules Pereira do Nascimento,10,10,2,1,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,66.67,66.67,Maião,2025-08-16 00:00:00,,,333961,7,266,10,2305,1755313200,26,False,True
221,3,123788,13,266,4,6,0.0,0.83,0.0,4.63,False,lezcano,Lezcano,Lezcano,Rubén Darío Lezcano Portillo,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,66.67,Maião,2025-08-16 00:00:00,,,333961,7,266,10,2305,1755313200,26,False,True
222,2,140484,13,266,5,6,0.0,0.25,0.0,4.18,False,riquelme-felipe,Riquelme Felipe,R. Felipe,Riquelme Felipe Silva de Almeida,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,66.67,Maião,2025-08-16 00:00:00,,,333961,7,266,10,2305,1755313200,26,False,True
223,2,100085,13,292,4,6,-1.3,-1.85,-0.54,1.25,True,pedro-augusto,Pedro Augusto,P. Augusto,Pedro Augusto Borges da Costa,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
224,6,92696,13,287,5,7,1.2,6.43,-0.64,9.74,True,renato-kayzer,Renato Kayzer,R. Kayzer,Renato Kayzer de Souza,4,8,9,3,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
225,5,105213,13,280,2,2,-0.2,3.86,-0.73,6.05,True,sant-anna,Sant'Anna,Sant'Anna,Ariel Agustín Sant'Anna Quintero,7,3,1,0,4,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
226,6,130650,13,266,4,7,0.0,1.13,0.0,3.37,False,bernal,Bernal,Bernal,Facundo Bernal Cruz,2,4,6,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,66.67,66.67,Maião,2025-08-16 00:00:00,,,333961,7,266,10,2305,1755313200,26,False,True
227,2,71709,13,284,4,5,0.0,3.1,0.0,6.52,False,cuellar,Cuéllar,Cuéllar,Gustavo Leonardo Cuellar Gallego,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Mineirão,2025-07-13 20:30:00,1.0,4.0,333962,12,284,2,283,1752449400,26,True,True
228,2,87009,13,284,4,6,0.0,2.45,0.0,4.64,False,nathan,Nathan,Nathan,Nathan Allan de Souza,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Mineirão,2025-07-13 20:30:00,1.0,4.0,333962,12,284,2,283,1752449400,26,True,True
229,5,87342,13,284,3,6,0.4,3.56,-0.44,5.79,True,kannemann,Kannemann,Kannemann,Walter Kannemann,4,5,1,0,1,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,46.67,73.33,Mineirão,2025-07-13 20:30:00,1.0,4.0,333962,12,284,2,283,1752449400,26,True,True
230,8,63289,13,284,4,6,5.5,2.22,0.61,5.58,True,edenilson,Edenílson,Edenílson,Edenílson Andrade dos Santos,3,5,8,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,46.67,73.33,Mineirão,2025-07-13 20:30:00,1.0,4.0,333962,12,284,2,283,1752449400,26,True,True
231,0,100848,13,284,2,6,0.0,0.0,0.0,7.0,False,luan-candido,Luan Cândido,L. Cândido,Luan Cândido de Almeida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Mineirão,2025-07-13 20:30:00,1.0,4.0,333962,12,284,2,283,1752449400,26,True,True
232,5,100846,13,284,2,6,4.7,2.58,0.23,5.87,True,lucas-esteves,Lucas Esteves,L. Esteves,Lucas Esteves de Souza,7,4,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46.67,73.33,Mineirão,2025-07-13 20:30:00,1.0,4.0,333962,12,284,2,283,1752449400,26,True,True
233,6,89273,13,284,2,5,0.0,2.43,0.0,5.81,False,joao-pedro,João Pedro,J. Pedro,João Pedro Maturano dos Santos,7,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,46.67,73.33,Mineirão,2025-07-13 20:30:00,1.0,4.0,333962,12,284,2,283,1752449400,26,True,True
234,9,84263,13,284,3,6,0.0,3.2,0.0,4.77,False,jemerson,Jemerson,Jemerson,Jemerson de Jesus Nascimento,11,14,3,1,1,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,46.67,73.33,Mineirão,2025-07-13 20:30:00,1.0,4.0,333962,12,284,2,283,1752449400,26,True,True
235,10,89883,13,284,4,6,0.0,2.79,0.0,4.56,False,dodi,Dodi,Dodi,Douglas Moreira Fagundes,15,10,18,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Mineirão,2025-07-13 20:30:00,1.0,4.0,333962,12,284,2,283,1752449400,26,True,True
236,2,92237,13,284,3,5,0.0,0.6,0.0,4.75,False,rodrigo-ely,Rodrigo Ely,R. Ely,Rodrigo Ely,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Mineirão,2025-07-13 20:30:00,1.0,4.0,333962,12,284,2,283,1752449400,26,True,True
237,1,104257,13,284,2,6,0.0,3.0,0.0,5.14,False,joao-lucas,João Lucas,J. Lucas,João Lucas de Almeida Carvalho,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Mineirão,2025-07-13 20:30:00,1.0,4.0,333962,12,284,2,283,1752449400,26,True,True
238,8,109966,13,284,4,6,0.0,1.41,-1.04,3.55,True,monsalve,Monsalve,Monsalve,Miguel Ángel Monsalve Gonzáles - González,3,9,9,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,46.67,73.33,Mineirão,2025-07-13 20:30:00,1.0,4.0,333962,12,284,2,283,1752449400,26,True,True
239,7,91908,13,284,5,6,0.0,1.81,0.0,4.92,False,pavon,Pavón,Pavón,Cristian David Pavón,5,5,5,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Mineirão,2025-07-13 20:30:00,1.0,4.0,333962,12,284,2,283,1752449400,26,True,True
240,10,89846,13,284,4,6,-0.3,2.47,-0.47,6.4,True,cristaldo,Cristaldo,Cristaldo,Franco Cristaldo,5,4,17,3,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,46.67,73.33,Mineirão,2025-07-13 20:30:00,1.0,4.0,333962,12,284,2,283,1752449400,26,True,True
241,8,104519,13,284,4,6,0.0,1.45,0.0,3.15,False,camilo,Camilo,Camilo,Camilo Reijers de Oliveira,9,10,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46.67,73.33,Mineirão,2025-07-13 20:30:00,1.0,4.0,333962,12,284,2,283,1752449400,26,True,True
242,4,111309,13,284,3,6,1.5,6.5,-0.66,9.04,True,gustavo-martins,Gustavo Martins,G. Martins,Gustavo Martins de Souza Santos,10,5,0,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Mineirão,2025-07-13 20:30:00,1.0,4.0,333962,12,284,2,283,1752449400,26,True,True
243,7,108548,13,284,5,5,0.1,2.16,-0.16,3.47,True,aravena,Aravena,Aravena,Alexander Ernesto Aravena Guzmán,2,2,4,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,46.67,73.33,Mineirão,2025-07-13 20:30:00,1.0,4.0,333962,12,284,2,283,1752449400,26,True,True
244,0,107748,13,284,1,6,0.0,0.0,0.0,3.0,False,adriel,Adriel,Adriel,Adriel Vasconcelos Ramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Mineirão,2025-07-13 20:30:00,1.0,4.0,333962,12,284,2,283,1752449400,26,True,True
245,8,113397,13,284,5,6,0.0,7.25,0.0,9.97,False,cristian-olivera,Cristian Olivera,C. Olivera,Cristian Gonzalo Olivera Ibarra,16,11,15,3,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Mineirão,2025-07-13 20:30:00,1.0,4.0,333962,12,284,2,283,1752449400,26,True,True
246,5,118238,13,284,4,6,0.0,0.9,0.0,2.17,False,ronald,Ronald,Ronald,Ronald Cardoso Falkoski,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Mineirão,2025-07-13 20:30:00,1.0,4.0,333962,12,284,2,283,1752449400,26,True,True
247,0,112616,13,284,1,6,0.0,-3.0,0.0,3.83,False,gabriel-grando,Gabriel Grando,G. Grando,Gabriel Hamester Grando,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.67,73.33,Mineirão,2025-07-13 20:30:00,1.0,4.0,333962,12,284,2,283,1752449400,26,True,True
248,8,70592,13,275,4,6,0.0,2.86,0.0,6.7,False,felipe-anderson,Felipe Anderson,F. Anderson,Felipe Anderson Pereira Gomes,9,8,5,2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
249,2,81150,13,275,2,2,0.0,4.5,0.0,8.92,False,mayke,Mayke,Mayke,Mayke Rocha de Oliveira,3,4,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
250,0,68872,13,275,1,6,0.0,0.0,0.0,7.0,False,marcelo-lomba,Marcelo Lomba,M. Lomba,Marcelo Lomba do Nascimento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
251,0,92811,13,275,5,6,0.0,0.0,0.0,6.0,False,bruno-rodrigues,Bruno Rodrigues,B. Rodrigues,Bruno Rafael Rodrigues do Nascimento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
252,0,63013,13,275,2,2,0.0,0.0,0.0,7.0,False,marcos-rocha,Marcos Rocha,M. Rocha,Marcos Luis Rocha Aquino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
253,9,107111,13,275,4,7,0.0,5.1,0.0,9.28,False,richard-rios,Richard Ríos,R. Ríos,Richard Ríos Montoya,18,20,21,1,9,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
254,8,71684,13,275,3,7,0.0,3.99,0.0,8.67,False,gustavo-gomez,Gustavo Gómez,G. Gómez,Gustavo Raúl Gómez Portillo,8,9,5,1,3,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
255,1,107236,13,275,2,6,0.0,1.2,0.0,3.77,False,vanderlan,Vanderlan,Vanderlan,Vanderlan Barbosa da Silva,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
256,8,112869,13,275,4,2,0.0,1.8,0.0,4.13,False,anibal-moreno,Aníbal Moreno,A. Moreno,Aníbal Ismael Moreno,8,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
257,11,124526,13,275,2,6,0.0,7.01,0.0,9.59,False,giay,Giay,Giay,Agustín Giay,29,11,19,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
258,8,104085,13,275,3,7,0.0,4.82,0.0,7.64,False,bruno-fuchs,Bruno Fuchs,B. Fuchs,Bruno de Lara Fuchs,9,4,5,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
259,11,110506,13,275,6,7,0.0,6.42,0.0,11.97,False,abel-ferreira,Abel Ferreira,A. Ferreira,Abel Fernando Moreira Ferreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
260,10,108683,13,275,4,2,0.0,4.65,0.0,6.18,False,emiliano-martinez,Emiliano Martínez,E. Martínez,Emiliano Martínez Toranza,24,12,6,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
261,10,113103,13,275,5,2,0.0,5.19,0.0,9.1,False,flaco-lopez,Flaco López,F. López,José Manuel Alberto López,13,14,16,3,13,4,0,2,2,0,0,0,0,0,0,0,1,0,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
262,0,110624,13,275,1,6,0.0,0.0,0.0,2.0,False,mateus,Mateus,Mateus,Mateus Oliveira Mendes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
263,9,102950,13,275,5,7,0.0,4.53,0.0,10.06,False,facundo-torres,Facundo Torres,F. Torres,Facundo Daniel Torres Pérez,8,5,6,3,1,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
264,12,87225,13,280,3,7,8.8,5.36,1.12,9.35,True,pedro-henrique,Pedro Henrique,P. Henrique,Pedro Henrique Ribeiro Gonçalves,18,6,9,1,3,0,5,2,0,0,0,0,1,0,1,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
265,12,78605,13,280,4,7,-0.4,3.94,-0.9,5.82,True,gabriel,Gabriel,Gabriel,Gabriel Girotto Franco,24,19,13,1,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
266,11,93882,13,280,1,7,0.0,5.6,0.0,7.77,False,cleiton,Cleiton,Cleiton,Cleiton Schwengber,0,0,3,0,0,0,5,2,0,37,11,0,0,0,0,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
267,7,105647,13,275,4,7,0.0,2.43,0.0,8.45,False,mauricio,Maurício,Maurício,Maurício Magalhães Prado,2,5,4,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
268,8,94067,13,280,4,5,0.0,2.27,0.0,4.9,False,matheus-fernandes,Matheus Fernandes,M. Fernandes,Matheus Fernandes Siqueira,13,7,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
269,0,104588,13,280,1,5,0.0,0.0,0.0,2.0,False,fabricio,Fabrício,Fabrício,Fabrício Oliveira de Souza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
270,1,141452,13,275,5,6,0.0,0.5,0.0,1.1,False,thalys,Thalys,Thalys,Thalys Henrique Gomes de Araújo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
271,0,100695,13,280,5,6,0.0,0.0,0.0,5.0,False,fernando,Fernando,Fernando,Fernando dos Santos Pedro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
272,6,141451,13,275,4,7,0.0,4.73,0.0,5.97,False,allan,Allan,Allan,Allan Andrade Elias,12,3,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
273,13,70360,13,280,5,7,11.2,4.79,1.67,9.53,True,eduardo-sasha,Eduardo Sasha,E. Sasha,Eduardo Colcenti Antunes,5,3,14,9,10,1,0,2,3,0,0,0,1,0,1,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
274,7,103014,13,280,5,6,0.0,3.69,0.0,5.69,False,laquintana,Laquintana,Laquintana,Ignacio Jesús Laquintana Marsico - Nacho,5,1,1,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
275,11,108133,13,280,5,3,-0.1,3.57,-0.69,6.67,True,isidro-pitta,Isidro Pitta,I. Pitta,Isidro Miguel Pitta Saldívar,1,9,5,3,1,4,0,3,4,0,0,0,0,0,1,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
276,2,106160,13,280,1,6,6.3,7.6,1.0,7.09,True,lucao,Lucão,Lucão,Lucas Alexandre Galdino de Azevedo,0,0,1,0,0,0,1,1,0,9,1,0,0,0,0,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
277,13,103295,13,280,4,7,3.7,3.32,0.3,6.32,True,eric-ramires,Eric Ramires,E. Ramires,Eric dos Santos Rodrigues,17,11,10,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
278,0,107744,13,280,4,6,0.0,0.0,0.0,5.0,False,praxedes,Praxedes,Praxedes,Bruno Conceição Praxedes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
279,3,110909,13,280,2,6,0.0,8.13,0.0,7.99,False,guilherme-lopes,Guilherme Lopes,G. Lopes,Guilherme Lopes de Almeida,6,2,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
280,7,117314,13,280,5,3,7.5,1.22,1.47,2.83,True,thiago-borbas,Thiago Borbas,T. Borbas,Thiago Nicolás Borbas Silva,1,5,3,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
281,3,113157,13,280,2,6,-0.3,2.67,-0.69,5.1,True,nathan-mendes,Nathan Mendes,N. Mendes,Nathan Gabriel de Souza Mendes,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
282,5,106434,13,280,3,6,0.0,6.1,0.0,8.27,False,eduardo-santos,Eduardo Santos,E. Santos,Eduardo Gonzaga Mendes Santos,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
283,11,110715,13,280,2,2,0.0,5.13,0.0,6.44,False,andres-hurtado,Andrés Hurtado,A. Hurtado,José Andrés Hurtado Cheme,21,18,2,1,4,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
284,12,112886,13,280,5,7,0.0,4.0,-0.71,7.12,True,lucas-barbosa,Lucas Barbosa,L. Barbosa,Lucas Henrique Barbosa,21,23,10,6,7,4,0,1,0,0,0,0,0,1,2,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
285,13,115248,13,280,4,7,1.2,4.26,-0.13,7.13,True,jhon-jhon,Jhon Jhon,J. Jhon,Jhonatan dos Santos Rosa,9,7,26,3,7,1,0,2,2,0,0,0,1,0,1,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
286,7,124239,13,280,5,6,0.2,2.0,-0.28,3.56,True,henry-mosquera,Henry Mosquera,H. Mosquera,Henry David Mosquera Sánchez,4,4,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
287,5,122394,13,280,4,6,0.0,0.42,0.0,2.22,False,gustavinho,Gustavinho,Gustavinho,Gustavo Ribeiro Neves,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
288,12,122897,13,280,3,7,0.5,3.06,-0.02,5.52,True,guzman-rodriguez,Guzmán Rodríguez,G. Rodríguez,Guzmán Rodríguez Ferrari,6,8,5,2,4,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
289,1,115246,13,275,3,6,0.0,-1.0,0.0,3.19,False,naves,Naves,Naves,Kaiky Marques Naves,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
290,13,132580,13,280,5,7,0.4,3.63,-0.07,5.86,True,vinicinho,Vinicinho,Vinicinho,Vinicius Mendonça Pereira,13,13,26,5,5,4,0,2,0,0,0,0,0,0,2,0,1,0,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
291,13,126977,13,280,6,7,4.95,6.5,0.36,9.39,True,fernando-seabra,Fernando Seabra,F. Seabra,Fernando Seabra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,60.0,40.0,Neo Química Arena,2025-07-13 19:00:00,2.0,1.0,333959,3,280,11,264,1752444000,26,True,True
292,2,118701,13,292,2,6,0.9,0.7,0.03,2.01,True,kevyson,Kevyson,Kevyson,Kevyson Costa e Silva,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
293,10,80287,13,276,5,7,0.0,4.32,0.0,8.97,False,luciano,Luciano,Luciano,Luciano da Rocha Neves,10,8,13,7,11,1,0,3,1,0,0,0,0,0,0,0,2,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
294,11,77656,13,276,2,7,2.8,2.37,-0.29,6.59,True,cedric-soares,Cédric Soares,C. Soares,Cédric Ricardo Alves Soares,10,4,5,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
295,12,68928,13,276,1,7,9.9,4.33,1.05,10.45,True,rafael,Rafael,Rafael,Rafael Pires Monteiro,1,0,5,0,0,0,2,2,0,43,16,0,0,0,0,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
296,7,80570,13,276,2,6,0.0,3.23,0.0,8.51,False,wendell,Wendell,Wendell,Wendell Nascimento Borges,7,8,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
297,11,81845,13,276,4,7,3.2,1.91,-0.41,5.0,True,alisson,Alisson,Alisson,Alisson Euler de Freitas Castro,6,10,14,3,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
