,atletas.jogos_num,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.media_num,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.slug,atletas.apelido,atletas.apelido_abreviado,atletas.nome,DS,FC,FS,FD,FF,I,SG,CA,G,DE,GS,PC,FT,CV,A,DP,PS,V,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
298,7,104075,13,276,3,6,1.7,1.7,0.14,4.55,True,sabino,Sabino,Sabino,José Sabino Chagas Monteiro,3,7,5,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
299,1,71536,13,276,4,5,0.0,9.6,0.0,10.73,False,luiz-gustavo,Luiz Gustavo,L. Gustavo,Luiz Gustavo Dias,4,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
300,8,105300,13,276,3,6,0.0,2.39,0.0,5.74,False,ferraresi,Ferraresi,Ferraresi,Nahuel Adolfo Ferraresi Hernández,13,10,4,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
301,9,97810,13,287,5,6,0.0,3.47,0.0,5.82,False,erick,Erick,Erick,Erick de Arruda Serafim,3,6,20,4,6,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
302,0,86508,13,276,1,6,0.0,0.0,0.0,5.0,False,jandrei,Jandrei,Jandrei,Jandrei Chitolina Carniel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
303,12,104758,13,276,2,7,-0.4,4.47,-0.63,7.6,True,enzo-diaz,Enzo Díaz,E. Díaz,Enzo Hernán Díaz,29,25,10,1,3,1,2,3,0,0,0,3,0,0,1,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
304,9,99889,13,276,3,7,-1.6,1.95,-1.01,5.44,True,alan-franco,Alan Franco,A. Franco,Alan Javier Franco,7,8,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
305,8,107873,13,276,4,6,0.2,1.29,-0.09,3.85,True,bobadilla,Bobadilla,Bobadilla,Damián Josué Bobadilla Benítez,7,7,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
306,0,102909,13,276,4,6,0.0,0.0,0.0,5.0,False,luan-vinicius,Luan Vinícius,L. Vinícius,Luan Vinícius da Silva Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
307,0,124674,13,276,4,6,0.0,0.0,0.0,2.0,False,felipe-negrucci,Felipe Negrucci,F. Negrucci,Felipe Negrucci Berdague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
308,5,118563,13,276,4,6,0.0,-0.38,0.0,0.89,False,rodriguinho,Rodriguinho,Rodriguinho,Rodrigo Huendra Almeida Mendonça,1,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
309,8,101290,13,276,5,6,0.0,7.31,-0.89,9.64,True,ferreira,Ferreira,Ferreira,Aldemir dos Santos Ferreira,9,5,17,1,6,1,0,2,3,0,0,0,0,0,2,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
310,0,117818,13,276,1,6,0.0,0.0,0.0,2.0,False,young,Young,Young,Young Navarro Moraes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
311,3,79702,13,292,3,6,0.0,1.37,0.0,3.81,False,antonio-carlos,Antônio Carlos,A. Carlos,Antônio Carlos Cunha Capocasali Júnior,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
312,9,106294,13,276,4,7,1.5,1.41,0.15,3.61,True,marcos-antonio,Marcos Antônio,M. Antônio,Marcos Antônio Silva Santos,7,7,9,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
313,7,140542,13,276,5,5,0.7,2.69,-0.96,3.62,True,ryan-francisco,Ryan Francisco,R. Francisco,Ryan Francisco Rodrigues dos Santos Silva,0,4,5,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
314,11,131617,13,276,5,7,2.7,4.09,0.25,6.45,True,andre-silva,André Silva,A. Silva,André Oliveira e Silva,6,11,11,3,7,3,0,4,3,0,0,0,0,0,1,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
315,0,106829,13,276,2,6,0.0,0.0,0.0,4.0,False,patryck,Patryck,Patryck,Patryck Lanza dos Reis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
316,3,81401,13,292,5,6,0.0,0.87,-0.83,6.3,True,goncalo-paciencia,Gonçalo Paciência,G. Paciência,Gonçalo Mendes Paciência,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
317,11,91808,13,292,1,6,0.0,3.19,0.0,5.71,False,caique-franca,Caíque França,C. França,Caíque França Godoy,2,0,1,0,0,0,2,2,0,32,18,0,0,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
318,9,91639,13,292,2,6,3.0,4.86,0.17,7.78,True,igor-carius,Igor Cariús,I. Cariús,Igor Aquino da Silva,20,8,14,3,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
319,0,85931,13,292,4,6,0.0,0.0,0.0,5.0,False,hyoran,Hyoran,Hyoran,Hyoran Kaue Dalmoro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
320,6,113359,13,276,4,7,0.5,0.57,-0.09,4.62,True,pablo-maia,Pablo Maia,P. Maia,Pablo Gonçalves Maia Fortunato,3,8,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
321,5,84523,13,292,5,6,2.1,1.0,0.11,3.07,True,romarinho,Romarinho,Romarinho,José Romário Silva de Souza,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
322,11,80583,13,292,4,6,2.7,2.54,0.5,5.51,True,lucas-lima,Lucas Lima,L. Lima,Lucas Rafael Araújo Lima,7,16,17,7,1,5,0,5,0,0,0,0,0,0,2,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
323,0,80076,13,292,5,6,0.0,0.0,0.0,6.0,False,ze-roberto,Zé Roberto,Z. Roberto,José Roberto Assunção de Araújo Filho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
324,6,122755,13,292,3,6,0.0,1.42,0.0,3.6,False,lucas-cunha,Lucas Cunha,L. Cunha,Lucas de Souza Cunha,4,5,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
325,7,69138,13,292,5,6,0.0,3.27,0.0,6.43,False,pablo,Pablo,Pablo,Pablo Felipe Teixeira,5,8,10,2,5,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
326,0,97645,13,287,1,6,0.0,0.0,0.0,3.0,False,thiago-couto,Thiago Couto,T. Couto,Thiago Couto Wenceslau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
327,12,107726,13,292,5,6,5.1,4.82,0.17,6.84,True,chrystian-barletta,Chrystian Barletta,C. Barletta,Chrystian Amaral Barletta de Almeida,5,7,14,13,10,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
328,1,83048,13,292,3,6,4.4,4.4,1.23,6.23,True,rafael-thyere,Rafael Thyere,R. Thyere,Rafael Thyere de Albuquerque Marques,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
329,0,111465,13,292,3,6,0.0,0.0,0.0,3.0,False,renzo,Renzo,Renzo,Renzo Azevedo Pimentel de Moura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
330,12,99253,13,292,3,6,3.2,3.23,0.47,5.91,True,chico,Chico,Chico,Francisco Alves da Silva Neto - Melo,17,6,6,0,5,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
331,0,137375,13,292,5,6,0.0,0.0,0.0,1.0,False,micael,Micael,Micael,Micael de Barros Viturino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
332,9,141160,13,292,4,6,4.1,2.53,0.7,4.99,True,ze-lucas,Zé Lucas,Z. Lucas,José Lucas Gomes da Silva,9,5,13,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
333,0,141151,13,292,2,6,0.0,0.0,0.0,3.0,False,felipinho,Felipinho,Felipinho,Felipe Gabriel dos Santos Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
334,11,104271,13,292,2,6,0.0,4.79,0.0,5.91,False,hereda,Hereda,Hereda,Diogo Hereda da Silva,17,12,18,2,7,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
335,7,141453,13,292,4,6,2.0,1.31,0.24,3.95,True,atencio,Atencio,Atencio,Rodrigo Uriel Atencio,1,3,2,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
336,0,141158,13,292,4,6,0.0,0.0,0.0,2.0,False,breno,Breno,Breno,Breno José da Silva Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
337,6,70696,13,287,6,7,3.17,4.96,-0.13,8.23,True,fabio-carille,Fábio Carille,F. Carille,Fábio Luiz Carille de Araújo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
338,0,141145,13,292,1,6,0.0,0.0,0.0,2.0,False,davi,Davi,Davi,Davi Medeiros Serrano Lira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
339,10,90943,13,287,3,7,2.5,1.81,-0.26,3.41,True,ze-marcos,Zé Marcos,Z. Marcos,José Marcos Alves Luis,5,6,7,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
340,3,71680,13,287,2,7,-0.7,-0.87,-0.44,1.28,True,raul-caceres,Raúl Cáceres,R. Cáceres,Raúl Alejandro Cáceres Bogado,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
341,3,96831,13,287,5,6,0.0,1.93,0.0,4.57,False,carlinhos,Carlinhos,Carlinhos,Carlos Moisés de Lima,0,8,0,0,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
342,0,70221,13,287,3,6,0.0,0.0,0.0,4.0,False,bruno-uvini,Bruno Uvini,B. Uvini,Bruno Uvini Bortolança,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
343,3,83786,13,287,3,5,0.0,0.0,0.0,3.37,False,neris,Neris,Neris,Hueglo dos Santos Neris,1,7,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
344,2,70449,13,292,1,6,-2.0,-0.45,-0.85,2.81,True,gabriel,Gabriel,Gabriel,Gabriel Vasconcelos Ferreira,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
345,7,99119,13,287,5,2,1.7,2.15,-0.21,5.23,True,lucas-braga,Lucas Braga,L. Braga,Lucas Braga Ribeiro,3,6,8,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
346,6,101573,13,287,4,6,0.0,1.15,0.02,4.36,True,pepe,Pepê,Pepê,João Pedro Vilardi Pinto,6,7,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
347,8,42222,13,287,5,2,0.0,1.78,-0.23,3.62,True,osvaldo,Osvaldo,Osvaldo,Osvaldo Lourenço Filho,2,3,7,2,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
348,10,101752,13,287,2,6,0.0,2.35,0.0,5.34,False,claudinho,Claudinho,Claudinho,Claudio Coelho Salvático,10,10,7,1,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
349,5,81952,13,287,4,7,8.6,1.98,1.78,4.84,True,willian-oliveira,Willian Oliveira,W. Oliveira,Willian Osmar de Oliveira Silva,6,8,5,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
350,12,102253,13,287,3,6,1.2,2.39,-0.5,3.6,True,lucas-halter,Lucas Halter,L. Halter,Lucas Halter,9,6,1,1,3,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
351,11,100969,13,287,4,7,4.0,1.94,-0.37,3.67,True,ronald-lopes,Ronald Lopes,R. Lopes,Ronald dos Santos Lopes,12,16,10,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
352,10,95357,13,292,4,6,1.3,2.63,0.18,4.5,True,rivera,Rivera,Rivera,Christian Hernando Rivera Cuéllar,21,24,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
353,0,107859,13,287,1,6,0.0,0.0,0.0,2.0,False,fintelman,Fintelman,Fintelman,Alexandre Fintelman de Mello Ribeiro da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
354,11,85856,13,287,4,7,0.0,1.35,0.0,2.88,False,ricardo-ryller,Ricardo Ryller,R. Ryller,Ricardo Ryller Ribeiro Lino Silva,12,21,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
355,12,116461,13,287,2,5,0.0,5.15,0.0,7.87,False,jamerson,Jamerson,Jamerson,Jamerson Santos de Jesus,20,8,7,5,6,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
356,11,99440,13,287,4,3,2.3,2.23,-0.12,5.19,True,baralhas,Baralhas,Baralhas,Gabriel Baralhas dos Santos,17,18,6,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
357,12,104118,13,287,1,7,2.1,4.62,-0.76,7.64,True,lucas-arcanjo,Lucas Arcanjo,L. Arcanjo,Lucas Willians Assis Arcanjo,0,0,2,0,0,0,2,1,0,45,13,0,0,0,0,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
358,8,141996,13,292,3,6,0.0,2.55,0.0,4.66,False,joao-silva,João Silva,J. Silva,João Pedro Eira Antunes da Silva,6,6,2,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6.67,26.67,Alfredo Jaconi,2025-07-14 20:00:00,0.0,2.0,333966,20,292,17,286,1752534000,26,True,True
359,0,124701,13,276,1,6,0.0,0.0,0.0,2.0,False,leandro,Leandro,Leandro,Leandro Mathias Silva Bueno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
360,10,114802,13,275,5,2,0.0,4.31,0.0,10.26,False,vitor-roque,Vitor Roque,V. Roque,Vitor Hugo Roque Ferreira,12,9,16,3,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
361,6,105842,13,287,3,7,0.0,4.53,0.0,5.2,False,edu,Edu,Edu,Lucas Eduardo Ribeiro de Souza,9,3,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
362,12,39148,13,282,5,6,11.0,5.5,1.14,15.2,True,hulk,Hulk,Hulk,Givanildo Vieira de Souza,4,12,26,11,15,6,0,3,2,0,0,0,1,0,2,0,0,0,0,0,53.33,80.0,Casa de Apostas Arena Fonte Nova,2025-07-12 21:00:00,1.0,2.0,333964,8,282,4,265,1752364800,26,True,True
363,4,68811,13,276,4,7,2.0,2.07,-1.54,13.82,True,oscar,Oscar,Oscar,Oscar dos Santos Emboaba Júnior,4,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0,86.67,Maracanã,2025-07-12 16:30:00,0.0,2.0,333957,15,276,1,262,1752348600,26,True,True
364,5,94509,13,275,4,6,0.0,2.36,0.0,12.58,False,raphael-veiga,Raphael Veiga,R. Veiga,Raphael Cavalcante Veiga,3,3,8,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60.0,46.67,Vila Belmiro,2025-08-16 00:00:00,,,333960,5,275,16,277,1755313200,26,False,True
365,0,141795,13,287,3,5,0.0,0.0,0.0,1.0,False,kauan,Kauan,Kauan,Kauan Santos Neves Coutinho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,33.33,Beira-Rio,2025-07-12 16:30:00,0.0,1.0,333963,18,287,13,285,1752348600,26,True,True
