atletas.rodada_id,atletas.status_id,atletas.pontos_num,atletas.variacao_num,atletas.media_num,atletas.slug,atletas.apelido,atletas.atleta_id,atletas.nome,atletas.clube.id.full.name,atletas.entrou_em_campo,atletas.jogos_num,atletas.clube_id,atletas.posicao_id,atletas.preco_num,atletas.minimo_para_valorizar,atletas.apelido_abreviado,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante,A,CA,DS,FC,FD,FF,FS,I,G,FT,DE,GS,V,CV,PS,SG,DP,PC,PP,GC
1,6,0.0,0.0,,patryck,Patryck,106829,Patryck Lanza dos Reis,SAO,False,0,276,2,4.0,,Patryck,6.67,26.67,Morumbis,2025-03-29 18:30:00,0.0,0.0,333870,20,292,14,276,1743283800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,borrero,Borrero,106843,Dylan Felipe Borrero Caicedo,FOR,False,0,356,5,5.0,,Borrero,66.67,20.0,Castelão (CE),2025-03-29 18:30:00,0.0,2.0,333875,6,266,18,356,1743283800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,luciano-juba,Luciano Juba,107093,Luciano Batista da Silva Júnior,BAH,False,0,265,2,5.0,,L. Juba,40.0,66.67,Casa de Apostas Arena Fonte Nova,2025-03-30 20:00:00,1.0,1.0,333874,10,264,5,265,1743375600,26,True,True,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,richard-rios,Richard Ríos,107111,Richard Ríos Montoya,PAL,False,0,275,4,10.0,,R. Ríos,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0.0,0.0,333869,8,263,4,275,1743361200,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,michel-araujo,Michel Araújo,107173,Michel Daryl Araújo Villar,BAH,False,0,265,4,6.0,,M. Araújo,40.0,66.67,Casa de Apostas Arena Fonte Nova,2025-03-30 20:00:00,1.0,1.0,333874,10,264,5,265,1743375600,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,rodriguinho,Rodriguinho,118563,Rodrigo Huendra Almeida Mendonça,SAO,False,0,276,4,3.0,,Rodriguinho,6.67,26.67,Morumbis,2025-03-29 18:30:00,0.0,0.0,333870,20,292,14,276,1743283800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,2,0.0,0.0,,mateus-carvalho,Mateus Carvalho,118752,Mateus Carvalho dos Santos,VAS,False,0,267,4,5.0,,M. Carvalho,46.67,46.67,São Januário,2025-03-30 18:30:00,1.0,2.0,333868,15,277,13,267,1743370200,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,lautaro-diaz,Lautaro Díaz,118775,Lautaro Ariel Díaz,CRU,False,0,283,5,6.0,,L. Díaz,66.67,73.33,Mineirão,2025-03-29 18:30:00,1.0,2.0,333872,9,2305,2,283,1743283800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,paulinho-silva,Paulinho Silva,121766,Paulo Ricardo de Souza Babilônia,VAS,False,0,267,2,2.0,,P. Silva,46.67,46.67,São Januário,2025-03-30 18:30:00,1.0,2.0,333868,15,277,13,267,1743370200,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,andre,André,121792,André Henrique da Silva Martins,GRE,False,0,284,5,3.0,,André,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1.0,2.0,333873,7,282,11,284,1743283800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,ryan,Ryan,122300,Ryan Carlos Santos de Sousa,BAH,False,0,265,2,2.0,,Ryan,40.0,66.67,Casa de Apostas Arena Fonte Nova,2025-03-30 20:00:00,1.0,1.0,333874,10,264,5,265,1743375600,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,dyogo-alves,Dyogo Alves,122318,Francisco Dyogo Bento Alves,FLA,False,0,262,1,3.0,,D. Alves,20.0,73.33,Maracanã,2025-03-29 21:00:00,1.0,1.0,333867,17,285,1,262,1743292800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,daniel-sales,Daniel Sales,122320,Daniel dos Santos Sales,FLA,False,0,262,2,2.0,,D. Sales,20.0,73.33,Maracanã,2025-03-29 21:00:00,1.0,1.0,333867,17,285,1,262,1743292800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,lorran,Lorran,122321,Lorran Lucas Pereira de Sousa,FLA,False,0,262,4,3.0,,Lorran,20.0,73.33,Maracanã,2025-03-29 21:00:00,1.0,1.0,333867,17,285,1,262,1743292800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,gustavinho,Gustavinho,122394,Gustavo Ribeiro Neves,RBB,False,0,280,4,4.0,,Gustavinho,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2.0,2.0,333871,12,354,3,280,1743462000,26,True,True,,,,,,,,,,,,,,,,,,,,
1,2,0.0,0.0,,rayan,Rayan,122486,Rayan Vitor Simplício Rocha,VAS,False,0,267,5,5.0,,Rayan,46.67,46.67,São Januário,2025-03-30 18:30:00,1.0,2.0,333868,15,277,13,267,1743370200,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,young,Young,117818,Young Navarro Moraes,SAO,False,0,276,1,2.0,,Young,6.67,26.67,Morumbis,2025-03-29 18:30:00,0.0,0.0,333870,20,292,14,276,1743283800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,iago,Iago,118090,Iago Teodoro da Silva Nogueira,FLA,False,0,262,3,2.0,,Iago,20.0,73.33,Maracanã,2025-03-29 21:00:00,1.0,1.0,333867,17,285,1,262,1743292800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,ronald,Ronald,118238,Ronald Cardoso Falkoski,GRE,False,0,284,4,3.0,,Ronald,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1.0,2.0,333873,7,282,11,284,1743283800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,cleiton,Cleiton,114790,Cleiton Santana dos Santos,FLA,False,0,262,3,3.0,,Cleiton,20.0,73.33,Maracanã,2025-03-29 21:00:00,1.0,1.0,333867,17,285,1,262,1743292800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,vitor-roque,Vitor Roque,114802,Vitor Hugo Roque Ferreira,PAL,False,0,275,5,15.0,,V. Roque,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0.0,0.0,333869,8,263,4,275,1743361200,26,True,True,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,lucas-freitas,Lucas Freitas,115141,Lucas de Freitas Molarinho Chagas,VAS,False,0,267,3,5.0,,L. Freitas,46.67,46.67,São Januário,2025-03-30 18:30:00,1.0,2.0,333868,15,277,13,267,1743370200,26,True,True,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,wesley,Wesley,115239,Wesley Vinícius França Lima,FLA,False,0,262,2,11.0,,Wesley,20.0,73.33,Maracanã,2025-03-29 21:00:00,1.0,1.0,333867,17,285,1,262,1743292800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,naves,Naves,115246,Kaiky Marques Naves,PAL,False,0,275,3,4.0,,Naves,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0.0,0.0,333869,8,263,4,275,1743361200,26,True,True,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,jhon-jhon,Jhon Jhon,115248,Jhonatan dos Santos Rosa,RBB,False,0,280,4,7.0,,J. Jhon,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2.0,2.0,333871,12,354,3,280,1743462000,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,rodriguinho,Rodriguinho,115563,Rodrigo Henrique Santos de Souza,CRU,False,0,283,4,4.0,,Rodriguinho,66.67,73.33,Mineirão,2025-03-29 18:30:00,1.0,2.0,333872,9,2305,2,283,1743283800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,marcos-paulo,Marcos Paulo,115594,Marcos Paulo Lima Batista Silva,JUV,False,0,286,2,2.0,,M. Paulo,20.0,6.67,Alfredo Jaconi,2025-03-29 18:30:00,0.0,2.0,333876,16,287,19,286,1743283800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,evertton-araujo,Evertton Araújo,115914,Everton Gustavo Fernandes Araújo,FLA,False,0,262,4,4.0,,E. Araújo,20.0,73.33,Maracanã,2025-03-29 21:00:00,1.0,1.0,333867,17,285,1,262,1743292800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,matheus-goncalves,Matheus Gonçalves,116012,Matheus Gonçalves Martins,FLA,False,0,262,4,4.0,,M. Gonçalves,20.0,73.33,Maracanã,2025-03-29 21:00:00,1.0,1.0,333867,17,285,1,262,1743292800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,petterson,Petterson,116025,Petterson Novaes Reis,JUV,False,0,286,5,2.0,,Petterson,20.0,6.67,Alfredo Jaconi,2025-03-29 18:30:00,0.0,2.0,333876,16,287,19,286,1743283800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,marquinhos,Marquinhos,113158,Marcus Vinícius Oliveira Alencar,CRU,False,0,283,5,7.0,,Marquinhos,66.67,73.33,Mineirão,2025-03-29 18:30:00,1.0,2.0,333872,9,2305,2,283,1743283800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,rodrigo-nestor,Rodrigo Nestor,106822,Rodrigo Nestor Bertalia,BAH,False,0,265,4,7.0,,R. Nestor,40.0,66.67,Casa de Apostas Arena Fonte Nova,2025-03-30 20:00:00,1.0,1.0,333874,10,264,5,265,1743375600,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,jp,JP,129666,João Pedro Murilo de Paula Morais,VAS,False,0,267,4,2.0,,JP,46.67,46.67,São Januário,2025-03-30 18:30:00,1.0,2.0,333868,15,277,13,267,1743370200,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,carbone,Carbone,130190,João Victor Schlickmann Carbone,FLA,False,0,262,2,2.0,,Carbone,20.0,73.33,Maracanã,2025-03-29 21:00:00,1.0,1.0,333867,17,285,1,262,1743292800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,guilherme-estrella,Guilherme Estrella,130255,Guilherme Estrella de Paiva,VAS,False,0,267,4,3.0,,G. Estrella,46.67,46.67,São Januário,2025-03-30 18:30:00,1.0,2.0,333868,15,277,13,267,1743370200,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,lukas-zuccarello,Lukas Zuccarello,130279,Lukas Rocha Zuccarello,VAS,False,0,267,4,2.0,,L. Zuccarello,46.67,46.67,São Januário,2025-03-30 18:30:00,1.0,2.0,333868,15,277,13,267,1743370200,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,guilherme-gomes,Guilherme Gomes,130382,Guilherme Henrique Bernardineli Gomes,FLA,False,0,262,4,2.0,,G. Gomes,20.0,73.33,Maracanã,2025-03-29 21:00:00,1.0,1.0,333867,17,285,1,262,1743292800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,luighi,Luighi,130612,Luighi Hanri Sousa Santos,PAL,False,0,275,5,4.0,,Luighi,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0.0,0.0,333869,8,263,4,275,1743361200,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,igor-serrote,Igor Serrote,130884,Igor Eduardo Schlemper,GRE,False,0,284,2,2.0,,I. Serrote,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1.0,2.0,333873,7,282,11,284,1743283800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,andre-silva,André Silva,131617,André Oliveira e Silva,SAO,False,0,276,5,6.0,,A. Silva,6.67,26.67,Morumbis,2025-03-29 18:30:00,0.0,0.0,333870,20,292,14,276,1743283800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,davi-goes,Davi Góes,131825,Davi Goes Silva Ferreira Carvalho,JUV,False,0,286,4,3.0,,D. Góes,20.0,6.67,Alfredo Jaconi,2025-03-29 18:30:00,0.0,2.0,333876,16,287,19,286,1743283800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,vinicinho,Vinicinho,132580,Vinicius Mendonça Pereira,RBB,False,0,280,5,6.0,,Vinicinho,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2.0,2.0,333871,12,354,3,280,1743462000,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,shola,Shola,137089,Ogundana Shola Elijah,FLA,False,0,262,5,1.0,,Shola,20.0,73.33,Maracanã,2025-03-29 21:00:00,1.0,1.0,333867,17,285,1,262,1743292800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,felipe-teresa,Felipe Teresa,139000,Felipe Gabriel Cunha Teresa,FLA,False,0,262,5,2.0,,F. Teresa,20.0,73.33,Maracanã,2025-03-29 21:00:00,1.0,1.0,333867,17,285,1,262,1743292800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,filipe-luis,Filipe Luís,139076,Filipe Luís Kasmirski,FLA,False,0,262,6,12.0,,F. Luís,20.0,73.33,Maracanã,2025-03-29 21:00:00,1.0,1.0,333867,17,285,1,262,1743292800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,joao-victor,João Victor,140492,João Victor de Souza Cunha,FLA,False,0,262,3,2.0,,J. Victor,20.0,73.33,Maracanã,2025-03-29 21:00:00,1.0,1.0,333867,17,285,1,262,1743292800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,ryan-francisco,Ryan Francisco,140542,Ryan Francisco Rodrigues dos Santos Silva,SAO,False,0,276,5,3.0,,R. Francisco,6.67,26.67,Morumbis,2025-03-29 18:30:00,0.0,0.0,333870,20,292,14,276,1743283800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,felipe-vieira,Felipe Vieira,141078,Felipe Vieira da Silva,FLA,False,0,262,3,1.0,,F. Vieira,20.0,73.33,Maracanã,2025-03-29 21:00:00,1.0,1.0,333867,17,285,1,262,1743292800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,allan,Allan,141451,Allan Andrade Elias,PAL,False,0,275,4,2.0,,Allan,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0.0,0.0,333869,8,263,4,275,1743361200,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,thalys,Thalys,141452,Thalys Henrique Gomes de Araújo,PAL,False,0,275,5,1.0,,Thalys,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0.0,0.0,333869,8,263,4,275,1743361200,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,loide-augusto,Loide Augusto,141493,Loide António Augusto,VAS,False,0,267,5,4.0,,L. Augusto,46.67,46.67,São Januário,2025-03-30 18:30:00,1.0,2.0,333868,15,277,13,267,1743370200,26,True,True,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,amuzu,Amuzu,142004,Francis Amuzu,GRE,False,0,284,5,4.0,,Amuzu,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1.0,2.0,333873,7,282,11,284,1743283800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,luis-eduardo,Luis Eduardo,142257,Luis Eduardo Guedes de Souza,GRE,False,0,284,3,2.0,,L. Eduardo,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1.0,2.0,333873,7,282,11,284,1743283800,26,True,True,,,,,,,,,,,,,,,,,,,,
1,2,0.0,0.0,,nuno-moreira,Nuno Moreira,142279,Nuno Gonçalo Rocha Moreira,VAS,False,0,267,5,5.0,,N. Moreira,46.67,46.67,São Januário,2025-03-30 18:30:00,1.0,2.0,333868,15,277,13,267,1743370200,26,True,True,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,mano-menezes,Mano Menezes,37281,Luis Antônio Venker de Menezes,FLU,False,0,266,6,10.0,,M. Menezes,66.67,20.0,Castelão (CE),2025-03-29 18:30:00,0.0,2.0,333875,6,266,18,356,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,leo-conde,Léo Condé,37457,Leonardo Rodrigues Condé,CEA,False,0,354,6,4.0,,L. Condé,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2.0,2.0,333871,12,354,3,280,1743462000,26,True,False,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,fabio,Fábio,37656,Fábio Deivson Lopes Maciel,FLU,False,0,266,1,14.0,,Fábio,66.67,20.0,Castelão (CE),2025-03-29 18:30:00,0.0,2.0,333875,6,266,18,356,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,thiago-silva,Thiago Silva,37715,Thiago Emiliano da Silva,FLU,False,0,266,3,15.0,,T. Silva,66.67,20.0,Castelão (CE),2025-03-29 18:30:00,0.0,2.0,333875,6,266,18,356,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,renato-augusto,Renato Augusto,38398,Renato Soares de Oliveira Augusto,FLU,False,0,266,4,7.0,,R. Augusto,66.67,20.0,Castelão (CE),2025-03-29 18:30:00,0.0,2.0,333875,6,266,18,356,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,hulk,Hulk,39148,Givanildo Vieira de Souza,CAM,False,0,282,5,24.0,,Hulk,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1.0,2.0,333873,7,282,11,284,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,alan-franco,Alan Franco,39656,Alan Steven Franco Palma,CAM,False,0,282,4,7.0,,A. Franco,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1.0,2.0,333873,7,282,11,284,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,osvaldo,Osvaldo,42222,Osvaldo Lourenço Filho,VIT,False,0,287,5,5.0,,Osvaldo,20.0,6.67,Alfredo Jaconi,2025-03-29 18:30:00,0.0,2.0,333876,16,287,19,286,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,cuca,Cuca,42411,Alexi Stival,CAM,False,0,282,6,10.0,,Cuca,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1.0,2.0,333873,7,282,11,284,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,david-braz,David Braz,50317,David Braz de Oliveira Filho,MIR,False,0,2305,3,5.0,,D. Braz,66.67,73.33,Mineirão,2025-03-29 18:30:00,1.0,2.0,333872,9,2305,2,283,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,walter,Walter,51413,Walter Leandro Capeloza Artune,MIR,False,0,2305,1,6.0,,Walter,66.67,73.33,Mineirão,2025-03-29 18:30:00,1.0,2.0,333872,9,2305,2,283,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,fernando,Fernando,52271,Fernando Francisco Reges,INT,False,0,285,4,8.0,,Fernando,20.0,73.33,Maracanã,2025-03-29 21:00:00,1.0,1.0,333867,17,285,1,262,1743292800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,leo-gamalho,Léo Gamalho,53865,Leonardo Gamalho de Souza,MIR,False,0,2305,5,4.0,,L. Gamalho,66.67,73.33,Mineirão,2025-03-29 18:30:00,1.0,2.0,333872,9,2305,2,283,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,5,0.0,0.0,,ganso,Ganso,62977,Paulo Henrique Chagas de Lima,FLU,False,0,266,4,12.0,,Ganso,66.67,20.0,Castelão (CE),2025-03-29 18:30:00,0.0,2.0,333875,6,266,18,356,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,2,0.0,0.0,,neymar,Neymar,63007,Neymar da Silva Santos Júnior,SAN,False,0,277,4,25.0,,Neymar,46.67,46.67,São Januário,2025-03-30 18:30:00,1.0,2.0,333868,15,277,13,267,1743370200,26,True,False,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,alan-patrick,Alan Patrick,68685,Alan Patrick Lourenço,INT,False,0,285,4,18.0,,A. Patrick,20.0,73.33,Maracanã,2025-03-29 21:00:00,1.0,1.0,333867,17,285,1,262,1743292800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,gil,Gil,68923,Carlos Gilberto do Nascimento Silva,SAN,False,0,277,3,7.0,,Gil,46.67,46.67,São Januário,2025-03-30 18:30:00,1.0,2.0,333868,15,277,13,267,1743370200,26,True,False,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,manoel,Manoel,69014,Manoel Messias Silva Carvalho,FLU,False,0,266,3,5.0,,Manoel,66.67,20.0,Castelão (CE),2025-03-29 18:30:00,0.0,2.0,333875,6,266,18,356,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,pablo,Pablo,69138,Pablo Felipe Teixeira,SPT,False,0,292,5,8.0,,Pablo,6.67,26.67,Morumbis,2025-03-29 18:30:00,0.0,0.0,333870,20,292,14,276,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,allan,Allan,69140,Allan Marques Loureiro,BOT,False,0,263,4,5.0,,Allan,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0.0,0.0,333869,8,263,4,275,1743361200,26,True,False,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,bruno-uvini,Bruno Uvini,70221,Bruno Uvini Bortolança,VIT,False,0,287,3,4.0,,B. Uvini,20.0,6.67,Alfredo Jaconi,2025-03-29 18:30:00,0.0,2.0,333876,16,287,19,286,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,gabriel,Gabriel,70449,Gabriel Vasconcelos Ferreira,VIT,False,0,287,1,4.0,,Gabriel,20.0,6.67,Alfredo Jaconi,2025-03-29 18:30:00,0.0,2.0,333876,16,287,19,286,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,marllon,Marllon,70666,Marllon Gonçalves Jerônimo Borges,CEA,False,0,354,3,5.0,,Marllon,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2.0,2.0,333871,12,354,3,280,1743462000,26,True,False,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,enner-valencia,Enner Valencia,70788,Enner Remberto Valencia Lastra,INT,False,0,285,5,9.0,,E. Valencia,20.0,73.33,Maracanã,2025-03-29 21:00:00,1.0,1.0,333867,17,285,1,262,1743292800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,bruno-henrique,Bruno Henrique,70944,Bruno Henrique Corsini,INT,False,0,285,4,7.0,,B. Henrique,20.0,73.33,Maracanã,2025-03-29 21:00:00,1.0,1.0,333867,17,285,1,262,1743292800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,fernando-miguel,Fernando Miguel,71571,Fernando Miguel Kaufmann,CEA,False,0,354,1,3.0,,F. Miguel,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2.0,2.0,333871,12,354,3,280,1743462000,26,True,False,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,raul-caceres,Raúl Cáceres,71680,Raúl Alejandro Cáceres Bogado,VIT,False,0,287,2,3.0,,R. Cáceres,20.0,6.67,Alfredo Jaconi,2025-03-29 18:30:00,0.0,2.0,333876,16,287,19,286,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,thomazella,Thomazella,72279,Carlos Eduardo Lecciolle Thomazella,MIR,False,0,2305,1,2.0,,Thomazella,66.67,73.33,Mineirão,2025-03-29 18:30:00,1.0,2.0,333872,9,2305,2,283,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,everson,Everson,72294,Everson Felipe Marques Pires,CAM,False,0,282,1,12.0,,Everson,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1.0,2.0,333873,7,282,11,284,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,luiz-otavio,Luiz Otávio,72359,Luiz Otávio Anacleto Leandro,CEA,False,0,354,3,4.0,,L. Otávio,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2.0,2.0,333871,12,354,3,280,1743462000,26,True,False,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,bernard,Bernard,72460,Bernard Anício Caldeira Duarte,CAM,False,0,282,4,7.0,,Bernard,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1.0,2.0,333873,7,282,11,284,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,alex-telles,Alex Telles,72493,Alex Nicolao Telles,BOT,False,0,263,2,12.0,,A. Telles,73.33,60.0,Allianz Parque,2025-03-30 16:00:00,0.0,0.0,333869,8,263,4,275,1743361200,26,True,False,,,,,,,,,,,,,,,,,,,,
1,5,0.0,0.0,,pedro-henrique,Pedro Henrique,72583,Pedro Henrique Konzen Medina da Silva,CEA,False,0,354,5,7.0,,P. Henrique,46.67,46.67,Nabi Abi Chedid,2025-03-31 20:00:00,2.0,2.0,333871,12,354,3,280,1743462000,26,True,False,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,vitor-hugo,Vitor Hugo,72605,Vitor Hugo Franchescoli de Souza,CAM,False,0,282,3,5.0,,V. Hugo,60.0,53.33,Arena do Grêmio,2025-03-29 18:30:00,1.0,2.0,333873,7,282,11,284,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,mercado,Mercado,72951,Gabriel Iván Mercado,INT,False,0,285,3,6.0,,Mercado,20.0,73.33,Maracanã,2025-03-29 21:00:00,1.0,1.0,333867,17,285,1,262,1743292800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,daniel-borges,Daniel Borges,73318,Daniel Fortunato Borges,MIR,False,0,2305,2,2.0,,D. Borges,66.67,73.33,Mineirão,2025-03-29 18:30:00,1.0,2.0,333872,9,2305,2,283,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,2,0.0,0.0,,samuel-xavier,Samuel Xavier,73384,Samuel Xavier Brito,FLU,False,0,266,2,9.0,,S. Xavier,66.67,20.0,Castelão (CE),2025-03-29 18:30:00,0.0,2.0,333875,6,266,18,356,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,7,0.0,0.0,,gabriel,Gabriel,73515,Gabriel Santana Pinto,MIR,False,0,2305,4,5.0,,Gabriel,66.67,73.33,Mineirão,2025-03-29 18:30:00,1.0,2.0,333872,9,2305,2,283,1743283800,26,True,False,,,,,,,,,,,,,,,,,,,,
1,6,0.0,0.0,,rincon,Rincón,74187,Tomás Eduardo Rincón Hernández,SAN,False,0,277,4,5.0,,Rincón,46.67,46.67,São Januário,2025-03-30 18:30:00,1.0,2.0,333868,15,277,13,267,1743370200,26,True,False,,,,,,,,,,,,,,,,,,,,
