,atletas.jogos_num,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.media_num,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.slug,atletas.apelido,atletas.apelido_abreviado,atletas.nome,CA,DE,DP,FS,GS,SG,DS,FC,FF,I,CV,FD,FT,PC,G,A,PS,V,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
151,13,110727,14,282,4,6,0.0,6.26,0.0,8.96,False,rubens,Rubens,Rubens,Rubens Antônio Dias,2,0,0,10,0,0,42,18,10,0,0,4,0,0,1,0,0,0,0,0,6.67,53.33, Arena MRV,2025-07-16 20:30:00,,,334002,20,292,8,282,1752708600,26,False,False
152,3,89493,14,282,3,6,0.0,3.53,0.0,5.92,False,igor-rabello,Igor Rabello,I. Rabello,Igor Rabello da Costa,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,6.67,53.33, Arena MRV,2025-07-16 20:30:00,,,334002,20,292,8,282,1752708600,26,False,False
153,10,72460,14,282,4,6,0.0,1.01,0.0,4.0,False,bernard,Bernard,Bernard,Bernard Anício Caldeira Duarte,1,0,0,3,0,0,7,5,1,1,0,0,0,0,0,0,0,0,0,0,6.67,53.33, Arena MRV,2025-07-16 20:30:00,,,334002,20,292,8,282,1752708600,26,False,False
154,13,107554,14,282,2,7,0.0,6.27,0.0,8.55,False,natanael,Natanael,Natanael,Natanael Moreira Milouski,1,0,0,6,0,7,29,16,3,2,0,3,0,0,0,0,0,0,0,0,6.67,53.33, Arena MRV,2025-07-16 20:30:00,,,334002,20,292,8,282,1752708600,26,False,False
155,6,96725,14,282,2,6,0.0,4.17,0.0,6.86,False,saravia,Saravia,Saravia,Renzo Saravia,0,0,0,2,0,4,3,7,2,0,0,0,0,0,0,0,0,0,0,0,6.67,53.33, Arena MRV,2025-07-16 20:30:00,,,334002,20,292,8,282,1752708600,26,False,False
156,5,102318,14,282,2,6,0.0,4.5,0.0,7.42,False,caio-paulista,Caio Paulista,C. Paulista,Caio Fernando de Oliveira,1,0,0,2,0,3,4,4,2,1,0,1,0,0,0,0,0,0,0,0,6.67,53.33, Arena MRV,2025-07-16 20:30:00,,,334002,20,292,8,282,1752708600,26,False,False
157,1,115674,14,282,1,7,0.0,1.9,0.0,2.55,False,gabriel-delfim,Gabriel Delfim,G. Delfim,Gabriel Delfim Ferreira,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,53.33, Arena MRV,2025-07-16 20:30:00,,,334002,20,292,8,282,1752708600,26,False,False
158,9,103767,14,282,4,7,0.0,2.38,0.0,5.67,False,gabriel-menino,Gabriel Menino,G. Menino,Gabriel Vinícius Menino,0,0,0,8,0,0,7,4,1,0,0,2,0,0,0,1,0,0,0,0,6.67,53.33, Arena MRV,2025-07-16 20:30:00,,,334002,20,292,8,282,1752708600,26,False,False
159,0,111582,14,282,1,6,0.0,0.0,0.0,1.0,False,gabriel-atila,Gabriel Átila,G. Átila,Gabriel Átila Cardoso da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,53.33, Arena MRV,2025-07-16 20:30:00,,,334002,20,292,8,282,1752708600,26,False,False
160,8,101002,14,282,5,6,0.0,3.36,0.0,7.51,False,junior-santos,Júnior Santos,J. Santos,José Antonio dos Santos Júnior,1,0,0,5,0,0,3,2,4,1,0,2,0,0,2,0,0,0,0,0,6.67,53.33, Arena MRV,2025-07-16 20:30:00,,,334002,20,292,8,282,1752708600,26,False,False
161,7,107950,14,282,4,6,0.0,3.23,0.0,6.75,False,fausto-vera,Fausto Vera,F. Vera,Fausto Mariano Vera,1,0,0,3,0,0,9,6,3,0,0,0,0,0,1,0,0,0,0,0,6.67,53.33, Arena MRV,2025-07-16 20:30:00,,,334002,20,292,8,282,1752708600,26,False,False
162,2,115268,14,282,3,6,0.0,3.55,0.0,4.46,False,romulo,Rômulo,Rômulo,Rômulo Helberte Pereira Junior,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6.67,53.33, Arena MRV,2025-07-16 20:30:00,,,334002,20,292,8,282,1752708600,26,False,False
163,11,72493,14,263,2,7,5.5,5.35,0.1,10.49,True,alex-telles,Alex Telles,A. Telles,Alex Nicolao Telles,1,0,0,8,0,8,5,12,2,1,0,2,0,0,1,0,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
164,11,100084,14,282,4,6,0.0,3.03,0.0,5.45,False,igor-gomes,Igor Gomes,I. Gomes,Igor Silveira Gomes,0,0,0,4,0,0,5,7,3,0,0,2,0,0,2,1,0,0,0,0,6.67,53.33, Arena MRV,2025-07-16 20:30:00,,,334002,20,292,8,282,1752708600,26,False,False
165,6,69140,14,263,4,7,-1.2,0.62,-0.42,2.84,True,allan,Allan,Allan,Allan Marques Loureiro,1,0,0,4,0,0,3,10,0,0,0,1,0,0,0,0,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
166,12,94044,14,263,1,7,6.8,6.87,-0.44,12.2,True,john,John,John,John Victor Maciel Furtado,2,36,0,3,5,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
167,11,95799,14,263,5,7,5.5,5.41,0.48,9.95,True,artur,Artur,Artur,Artur Victor Guimarães,1,0,0,13,0,0,8,8,7,1,0,4,1,0,2,3,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
168,10,98225,14,354,5,7,0.0,3.39,0.0,7.52,False,pedro-raul,Pedro Raul,P. Raul,Pedro Raul Garay da Silva,3,0,0,13,0,0,3,20,12,15,0,4,1,0,2,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
169,0,123359,14,282,5,5,0.0,0.0,0.0,3.0,False,cadu,Cadu,Cadu,Carlos Eduardo Amaral Pereira de Castro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,53.33, Arena MRV,2025-07-16 20:30:00,,,334002,20,292,8,282,1752708600,26,False,False
170,6,140364,14,282,5,6,0.0,0.4,0.0,1.8,False,joao-marcelo,João Marcelo,J. Marcelo,João Marcelo Soares de Freitas,0,0,0,0,0,0,0,2,1,2,0,2,0,0,0,0,0,0,0,0,6.67,53.33, Arena MRV,2025-07-16 20:30:00,,,334002,20,292,8,282,1752708600,26,False,False
171,12,100898,14,263,2,7,11.0,7.18,0.81,11.23,True,vitinho,Vitinho,Vitinho,Victor Alexander da Silva,1,0,0,6,0,8,25,12,3,2,0,0,0,0,1,0,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
172,0,125469,14,282,4,6,0.0,0.0,0.0,4.0,False,alisson,Alisson,Alisson,Alisson Santana Lopes da Fonseca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,53.33, Arena MRV,2025-07-16 20:30:00,,,334002,20,292,8,282,1752708600,26,False,False
173,0,139455,14,282,5,5,0.0,0.0,0.0,2.0,False,caio-maia,Caio Maia,C. Maia,Caio da Silva Maia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,53.33, Arena MRV,2025-07-16 20:30:00,,,334002,20,292,8,282,1752708600,26,False,False
174,5,108274,14,263,3,6,0.0,2.8,0.0,4.21,False,david-ricardo,David Ricardo,D. Ricardo,David Ricardo Loiola da Silva,0,0,0,0,0,3,2,6,1,0,1,0,0,0,0,0,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
175,0,104191,14,263,1,6,0.0,0.0,0.0,2.0,False,raul,Raul,Raul,Raul Jonas Steffens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
176,0,87808,14,263,3,6,0.0,0.0,0.0,3.0,False,philipe-sampaio,Philipe Sampaio,P. Sampaio,Philipe Sampaio Azevedo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
177,2,86777,14,263,4,6,0.0,-0.65,0.0,4.35,False,danilo-barbosa,Danilo Barbosa,D. Barbosa,Danilo Barbosa da Silva,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
178,6,107172,14,263,4,6,0.0,1.63,0.0,3.97,False,patrick-de-paula,Patrick de Paula,P. Paula,Patrick de Paula Carreiro,0,0,0,5,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
179,3,107170,14,263,5,5,0.0,2.33,0.0,4.33,False,jeffinho,Jeffinho,Jeffinho,Jefferson Ruan Pereira dos Santos,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
180,10,116065,14,263,2,6,9.5,6.4,0.56,10.38,True,cuiabano,Cuiabano,Cuiabano,Luís Eduardo Soares da Silva,2,0,0,9,0,6,10,10,3,1,0,1,1,0,1,1,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
181,3,104693,14,263,4,6,0.0,0.07,0.0,2.56,False,newton,Newton,Newton,Newton Araújo da Costa Júnior,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
182,5,111831,14,263,5,6,0.0,3.02,0.0,5.73,False,matheus-martins,Matheus Martins,M. Martins,Matheus Martins Silva dos Santos,1,0,0,9,0,0,5,5,1,0,0,4,0,0,0,0,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
183,7,124481,14,263,2,6,0.0,3.7,0.0,7.25,False,mateo-ponte,Mateo Ponte,M. Ponte,Mateo Ponte Costa,1,0,0,1,0,3,3,3,0,2,0,0,0,0,1,0,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
184,11,70666,14,354,3,7,1.5,4.86,-0.51,7.63,True,marllon,Marllon,Marllon,Marllon Gonçalves Jerônimo Borges,0,0,0,6,0,5,7,6,1,0,0,0,0,0,2,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
185,0,107183,14,263,1,6,0.0,0.0,0.0,5.0,False,leo-linck,Léo Linck,L. Linck,Leonardo Matias Baiersdorf Linck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
186,6,124757,14,263,5,6,0.0,2.25,-1.13,4.43,True,nathan-fernandes,Nathan Fernandes,N. Fernandes,Nathan Ribeiro Fernandes,0,0,0,3,0,0,1,2,1,1,0,2,0,0,1,0,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
187,6,71571,14,354,1,6,0.0,6.18,0.0,7.02,False,fernando-miguel,Fernando Miguel,F. Miguel,Fernando Miguel Kaufmann,0,17,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
188,4,115404,14,263,5,6,0.0,1.3,0.0,3.35,False,rwan-cruz,Rwan Cruz,R. Cruz,Rwan Philipe Rodrigues de Souza Cruz,0,0,0,2,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
189,6,85930,14,354,5,6,2.0,3.23,0.1,4.72,True,aylon,Aylon,Aylon,Aylon Darwin Tavella,0,0,0,9,0,0,4,9,3,0,0,1,0,0,1,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
190,7,72583,14,354,5,7,0.0,3.45,0.0,6.85,False,pedro-henrique,Pedro Henrique,P. Henrique,Pedro Henrique Konzen Medina da Silva,2,0,0,8,0,0,5,14,7,3,0,3,1,1,1,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
191,0,131512,14,263,5,6,0.0,0.0,0.0,3.0,False,yarlen,Yarlen,Yarlen,Yarlen Faustino Augusto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
192,0,141401,14,263,5,6,0.0,0.0,0.0,3.0,False,kayke-queiroz,Kayke Queiroz,K. Queiroz,Kayke Gouvêa Queiroz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
193,0,131757,14,263,3,6,0.0,0.0,0.0,2.0,False,serafim,Serafim,Serafim,Vinicius Lima Serafim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
194,5,79266,14,354,1,7,0.3,3.7,-0.9,5.69,True,bruno-ferreira,Bruno Ferreira,B. Ferreira,Bruno Ferreira Ventura Diniz - de Lins,1,11,0,1,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
195,0,121827,14,263,4,6,0.0,0.0,0.0,3.0,False,kaue-rodrigues,Kauê Rodrigues,K. Rodrigues,Kauê Rodrigues Pessanha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
196,10,84428,14,354,4,7,-0.8,1.95,-0.83,4.43,True,fernando-sobral,Fernando Sobral,F. Sobral,Fernando Pereira do Nascimento,4,0,0,8,0,0,15,15,2,1,0,0,0,0,0,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
197,0,141083,14,263,5,6,0.0,0.0,0.0,2.0,False,rafael-lobato,Rafael Lobato,R. Lobato,Rafael Genuino Lobato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
198,4,91130,14,354,5,6,3.8,3.03,0.51,5.72,True,fernandinho,Fernandinho,Fernandinho,Fernando José Marques Maciel,1,0,0,3,0,0,6,3,3,1,0,1,0,0,0,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
199,0,72359,14,354,3,5,0.0,0.0,0.0,4.0,False,luiz-otavio,Luiz Otávio,L. Otávio,Luiz Otávio Anacleto Leandro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
200,0,78851,14,354,1,6,0.0,0.0,0.0,5.0,False,richard,Richard,Richard,Richard de Oliveira Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
201,1,86536,14,354,4,6,0.0,0.0,0.0,3.62,False,richardson,Richardson,Richardson,Richardson Fernandes dos Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
202,12,93790,14,263,4,7,2.5,2.67,-0.31,5.89,True,marlon-freitas,Marlon Freitas,M. Freitas,Marlon Rodrigues Freitas,2,0,0,5,0,0,9,10,3,0,0,3,0,0,0,3,0,0,0,0,20.0,73.33,Nilton Santos (Engenhão),2025-07-16 21:30:00,0.0,0.0,333998,17,287,6,263,1752712200,26,True,False
203,11,101027,14,354,2,7,2.4,7.02,-1.13,10.2,True,diego,Diego,Diego,Jackson Diego Ibraim Fagundes - Ibrahim,2,0,0,33,0,5,18,7,2,0,0,1,0,0,0,2,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
204,7,93236,14,354,2,6,0.0,3.22,0.0,4.89,False,rafael-ramos,Rafael Ramos,R. Ramos,Rafael António Figueiredo Ramos,1,0,0,1,0,3,6,10,1,0,0,1,0,0,0,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
205,11,101908,14,354,3,7,2.7,4.15,-0.42,5.15,True,willian-machado,Willian Machado,W. Machado,Willian Estefani Machado,1,0,0,5,0,5,9,3,3,0,0,1,1,0,0,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
206,5,93637,14,354,2,6,0.8,3.1,-0.79,5.23,True,bruno-tubarao,Bruno Tubarão,B. Tubarão,Bruno Nunes de Barros,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
207,9,99032,14,354,4,7,-0.3,1.48,-0.49,3.51,True,lourenco,Lourenço,Lourenço,João Paulo Ferreira Lourenço,0,0,0,3,0,0,7,9,2,0,0,2,0,0,0,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
208,11,108713,14,354,5,7,1.2,4.26,-1.13,5.1,True,galeano,Galeano,Galeano,Antonio Javier Galeano Ferreira,1,0,0,22,0,0,10,6,4,3,0,4,0,0,2,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
209,4,95127,14,354,2,6,0.0,3.67,0.0,5.6,False,nicolas,Nicolas,Nicolas,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,0,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
210,1,91203,14,354,3,6,0.0,0.8,0.0,2.9,False,eder,Éder,Éder,Éder Ferreira Graminho,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
211,0,93834,14,354,1,6,0.0,0.0,0.0,3.0,False,keiller,Keiller,Keiller,Keiller da Silva Nunes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
212,10,141763,14,354,2,7,1.9,5.39,-1.12,7.39,True,fabiano-souza,Fabiano Souza,F. Souza,Fabiano Josué de Souza Silva,4,0,0,20,0,5,16,18,4,0,0,1,0,0,0,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
213,8,111166,14,354,4,6,0.5,0.53,-0.13,2.94,True,romulo,Rômulo,Rômulo,Rômulo Azevedo Simão,0,0,0,2,0,0,1,6,0,1,0,3,0,0,0,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
214,6,105845,14,354,4,6,0.0,2.83,-0.27,5.49,True,matheus-araujo,Matheus Araújo,M. Araújo,Matheus de Araújo Andrade,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
215,0,108176,14,354,3,6,0.0,0.0,0.0,4.0,False,gabriel-lacerda,Gabriel Lacerda,G. Lacerda,Gabriel Santos Cordeiro Lacerda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
216,0,115537,14,354,3,6,0.0,0.0,0.0,3.0,False,marcos-victor,Marcos Victor,M. Victor,Marcos Victor Ferreira da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,40.0,Castelão (CE),2025-07-16 19:30:00,1.0,0.0,334005,9,264,10,354,1752705000,26,True,False
217,4,85465,14,284,4,7,0.0,0.85,0.0,4.31,False,alex-santana,Alex Santana,A. Santana,Alex Paulo Menezes Santana,1,0,0,5,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
218,9,91706,14,284,2,6,0.0,4.0,0.0,6.95,False,marlon,Marlon,Marlon,Marlon Rodrigues Xavier,2,0,0,4,0,3,15,9,0,0,0,1,0,0,0,0,0,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
219,7,68920,14,282,5,7,0.0,2.57,0.0,8.39,False,dudu,Dudu,Dudu,Eduardo Pereira Rodrigues,0,0,0,11,0,0,4,5,0,0,0,0,0,0,1,0,0,0,0,0,6.67,53.33, Arena MRV,2025-07-16 20:30:00,,,334002,20,292,8,282,1752708600,26,False,False
220,9,37281,14,284,6,7,0.0,5.45,0.0,9.57,False,mano-menezes,Mano Menezes,M. Menezes,Luis Antônio Venker de Menezes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
221,10,73384,14,266,2,7,2.5,4.44,-1.04,8.82,True,samuel-xavier,Samuel Xavier,S. Xavier,Samuel Xavier Brito,2,0,0,15,0,3,8,13,2,0,0,1,0,0,1,1,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
222,9,78445,14,266,2,2,1.5,7.02,-1.71,9.33,True,rene,Renê,Renê,Renê Rodrigues Martins,0,0,0,7,0,3,25,8,2,0,0,0,0,0,1,0,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
223,4,78855,14,266,3,6,0.0,5.15,0.0,7.89,False,thiago-santos,Thiago Santos,T. Santos,Thiago dos Santos,0,0,0,1,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
224,0,69014,14,266,3,6,0.0,0.0,0.0,5.0,False,manoel,Manoel,Manoel,Manoel Messias Silva Carvalho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
225,7,62977,14,266,4,2,0.0,1.69,0.0,6.62,False,ganso,Ganso,Ganso,Paulo Henrique Chagas de Lima,1,0,0,8,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
226,12,78117,14,266,5,6,2.2,1.7,0.29,3.74,True,everaldo,Everaldo,Everaldo,Everaldo Stum,1,0,0,7,0,0,2,13,6,0,0,5,0,0,1,0,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
227,5,101319,14,266,2,6,0.0,5.5,0.0,8.31,False,guga,Guga,Guga,Cláudio Rodrigues Gomes,1,0,0,5,0,1,8,2,2,0,0,0,0,0,1,0,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
228,7,103523,14,266,3,6,0.0,3.16,0.0,6.68,False,ignacio,Ignácio,Ignácio,Ignácio da Silva Oliveira,0,0,0,4,0,2,6,7,1,0,0,2,0,0,0,0,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
229,0,101478,14,266,1,6,0.0,0.0,0.0,3.0,False,marcelo-pitaluga,Marcelo Pitaluga,M. Pitaluga,Marcelo de Araújo Pitaluga Filho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
230,12,113034,14,266,3,7,5.5,2.86,0.06,4.72,True,freytes,Freytes,Freytes,Juan Pablo Freytes,2,0,0,6,0,3,7,5,5,1,0,2,1,0,0,0,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
231,8,100987,14,266,4,2,0.5,2.24,-0.55,4.78,True,nonato,Nonato,Nonato,Gustavo Nonato Santana,3,0,0,9,0,0,11,7,1,0,0,1,0,0,0,0,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
232,12,109573,14,266,4,7,-1.1,3.39,-0.57,6.66,True,martinelli,Martinelli,Martinelli,Matheus Martinelli Lima,1,0,0,16,0,0,12,14,2,1,0,2,1,0,1,1,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
