,atletas.jogos_num,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.media_num,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.slug,atletas.apelido,atletas.apelido_abreviado,atletas.nome,A,CA,DS,FC,FD,FF,FS,G,I,SG,CV,FT,PC,PS,DE,DP,GS,V,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
187,13,104502,17,283,4,7,0.0,4.21,0.0,6.97,False,christian,Christian,Christian,Christian Roberto Alves Cardoso,2,4,15,22,3,7,16,2,3,0,0,0,0,0,0,0,0,0,0,0,40.0,66.67,Mineirão,2025-07-27 16:00:00,2,1,334102,9,354,2,283,1753642800,26,True,False
188,16,112709,17,283,2,7,4.0,7.5,-0.53,10.14,True,kaiki-bruno,Kaiki Bruno,K. Bruno,Kaiki Bruno da Silva,2,4,42,34,2,9,23,0,0,8,0,0,0,0,0,0,0,0,0,0,40.0,66.67,Mineirão,2025-07-27 16:00:00,2,1,334102,9,354,2,283,1753642800,26,True,False
189,14,106593,17,283,3,7,0.0,6.33,-0.91,7.98,True,villalba,Villalba,Villalba,Lucas Hernán Villalba,0,3,17,8,1,3,6,1,0,9,0,3,0,0,0,0,0,0,0,0,40.0,66.67,Mineirão,2025-07-27 16:00:00,2,1,334102,9,354,2,283,1753642800,26,True,False
190,14,68708,17,283,4,6,7.0,1.61,1.11,4.43,True,eduardo,Eduardo,Eduardo,Carlos Eduardo de Oliveira Alves,0,1,9,9,2,3,4,1,1,0,1,0,0,1,0,0,0,0,0,0,40.0,66.67,Mineirão,2025-07-27 16:00:00,2,1,334102,9,354,2,283,1753642800,26,True,False
191,10,86292,17,283,5,6,0.8,0.91,0.08,3.59,True,bolasie,Bolasie,Bolasie,Yannick Bolasie,1,1,3,8,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,40.0,66.67,Mineirão,2025-07-27 16:00:00,2,1,334102,9,354,2,283,1753642800,26,True,False
192,3,99316,17,276,5,6,0.0,0.3,0.0,5.24,False,dinenno,Dinenno,Dinenno,Juan Ignacio Dinenno de Cara,0,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
193,3,100742,17,283,4,6,0.0,1.03,-0.82,7.72,True,matheus-henrique,Matheus Henrique,M. Henrique,Matheus Henrique de Souza,0,1,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,66.67,Mineirão,2025-07-27 16:00:00,2,1,334102,9,354,2,283,1753642800,26,True,False
194,6,124912,17,283,3,6,0.0,3.03,0.0,4.95,False,jonathan-jesus,Jonathan Jesus,J. Jesus,Jonathan de Jesus Alves,0,0,5,6,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,40.0,66.67,Mineirão,2025-07-27 16:00:00,2,1,334102,9,354,2,283,1753642800,26,True,False
195,1,124369,17,283,1,6,0.0,6.3,0.0,4.28,False,leo-aragao,Léo Aragão,L. Aragão,Leonardo de Aragão Carvalho,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,40.0,66.67,Mineirão,2025-07-27 16:00:00,2,1,334102,9,354,2,283,1753642800,26,True,False
196,0,122660,17,283,4,6,0.0,0.0,0.0,3.0,False,japa,Japa,Japa,João Wellington Gadelha Melo de Oliveira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,66.67,Mineirão,2025-07-27 16:00:00,2,1,334102,9,354,2,283,1753642800,26,True,False
197,15,82627,17,262,5,7,9.7,5.93,1.23,10.33,True,luiz-araujo,Luiz Araújo,L. Araújo,Luiz de Araújo Guimarães Neto,2,0,25,11,5,9,9,3,1,0,0,1,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
198,11,84816,17,262,2,7,6.5,5.56,0.98,8.87,True,varela,Varela,Varela,Guillermo Varela Olivera,2,0,7,3,1,0,3,0,1,8,0,0,1,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
199,15,83528,17,262,3,7,7.8,5.19,0.07,10.03,True,leo-pereira,Léo Pereira,L. Pereira,Leonardo Pereira,0,2,8,9,1,3,4,2,0,10,0,0,1,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
200,0,105047,17,283,3,5,0.0,0.0,0.0,7.0,False,joao-marcelo,João Marcelo,J. Marcelo,João Marcelo Messias Ferreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,66.67,Mineirão,2025-07-27 16:00:00,2,1,334102,9,354,2,283,1753642800,26,True,False
201,12,113158,17,283,5,6,0.8,1.19,-0.11,3.7,True,marquinhos,Marquinhos,Marquinhos,Marcus Vinícius Oliveira Alencar,0,1,5,4,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,66.67,Mineirão,2025-07-27 16:00:00,2,1,334102,9,354,2,283,1753642800,26,True,False
202,4,118775,17,283,5,6,0.0,0.3,0.0,3.8,False,lautaro-diaz,Lautaro Díaz,L. Díaz,Lautaro Ariel Díaz,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,66.67,Mineirão,2025-07-27 16:00:00,2,1,334102,9,354,2,283,1753642800,26,True,False
203,12,110818,17,356,6,7,6.74,6.03,0.57,9.79,True,renato-paiva,Renato Paiva,R. Paiva,Renato Manuel Alves Paiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,26.67,26.67,Castelão (CE),2025-07-26 18:30:00,1,3,334105,5,280,18,356,1753565400,26,True,False
204,2,114334,17,283,3,6,0.0,2.35,0.0,4.83,False,gamarra,Gamarra,Gamarra,Mateo Gamarra González,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40.0,66.67,Mineirão,2025-07-27 16:00:00,2,1,334102,9,354,2,283,1753642800,26,True,False
205,1,115563,17,283,4,6,0.0,-0.6,0.0,3.12,False,rodriguinho,Rodriguinho,Rodriguinho,Rodrigo Henrique Santos de Souza,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,66.67,Mineirão,2025-07-27 16:00:00,2,1,334102,9,354,2,283,1753642800,26,True,False
206,9,96652,17,262,4,7,-0.2,0.39,0.07,1.88,True,allan,Allan,Allan,Allan Rodrigues de Souza,0,2,2,14,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
207,14,86757,17,262,5,6,0.0,2.41,0.0,7.27,False,everton,Everton,Everton,Everton Sousa Soares,1,0,7,7,4,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
208,9,91473,17,262,4,5,0.0,2.89,0.0,6.34,False,erick-pulgar,Erick Pulgar,E. Pulgar,Erick Antonio Pulgar Farfán,0,2,12,13,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
209,9,109096,17,262,5,7,2.7,3.33,-0.09,6.28,True,plata,Plata,Plata,Gonzalo Jordy Plata Jiménez,0,0,10,7,2,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
210,1,114790,17,262,3,6,5.0,5.0,1.72,4.72,True,cleiton,Cleiton,Cleiton,Cleiton Santana dos Santos,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
211,4,98974,17,262,2,7,4.9,4.02,0.24,8.79,True,vina,Viña,Viña,Matías Nicolás Viña Susperreguy,0,1,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
212,0,111690,17,262,1,6,0.0,0.0,0.0,5.0,False,matheus-cunha,Matheus Cunha,M. Cunha,Matheus Cunha Queiroz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
213,0,122320,17,262,2,6,0.0,0.0,0.0,2.0,False,daniel-sales,Daniel Sales,D. Sales,Daniel dos Santos Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
214,16,99552,17,262,1,7,9.4,6.67,1.27,10.67,True,rossi,Rossi,Rossi,Agustín Daniel Rossi,0,1,0,0,0,0,4,0,0,11,0,0,0,0,33,2,6,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
215,10,61987,17,262,2,5,0.0,5.05,0.0,10.75,False,alex-sandro,Alex Sandro,A. Sandro,Alex Sandro Lobo Silva,0,1,11,20,0,2,9,0,1,7,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
216,6,88393,17,262,2,5,0.0,7.42,0.0,10.72,False,ayrton-lucas,Ayrton Lucas,A. Lucas,Ayrton Lucas Dantas de Medeiros,0,1,7,5,1,1,3,1,0,5,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
217,10,90307,17,262,5,6,1.4,1.67,-0.06,4.49,True,juninho,Juninho,Juninho,Olávio Vieira dos Santos Júnior,0,0,5,7,2,2,3,0,2,0,0,2,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
218,8,122573,17,262,5,3,0.4,3.72,-1.05,4.98,True,wallace-yan,Wallace Yan,W. Yan,Wallace Yan de Souza Barreto,2,3,3,6,1,5,14,1,1,0,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
219,0,122318,17,262,1,6,0.0,0.0,0.0,3.0,False,dyogo-alves,Dyogo Alves,D. Alves,Francisco Dyogo Bento Alves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
220,0,130382,17,262,4,6,0.0,0.0,0.0,2.0,False,guilherme-gomes,Guilherme Gomes,G. Gomes,Guilherme Henrique Bernardineli Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
221,0,137089,17,262,5,6,0.0,0.0,0.0,1.0,False,shola,Shola,Shola,Ogundana Shola Elijah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
222,10,99392,17,262,5,5,0.0,3.89,0.0,8.08,False,michael,Michael,Michael,Michael Richard Delgado de Oliveira,3,0,7,1,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
223,8,115914,17,262,4,6,1.2,3.15,-0.48,4.72,True,evertton-araujo,Evertton Araújo,E. Araújo,Everton Gustavo Fernandes Araújo,0,1,9,9,3,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
224,0,130190,17,262,2,6,0.0,0.0,0.0,2.0,False,carbone,Carbone,Carbone,João Victor Schlickmann Carbone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
225,0,118090,17,262,3,6,0.0,0.0,0.0,2.0,False,iago,Iago,Iago,Iago Teodoro da Silva Nogueira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
226,0,122321,17,262,4,6,0.0,0.0,0.0,3.0,False,lorran,Lorran,Lorran,Lorran Lucas Pereira de Sousa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
227,4,116012,17,262,4,6,0.0,1.6,0.0,3.77,False,matheus-goncalves,Matheus Gonçalves,M. Gonçalves,Matheus Gonçalves Martins,0,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
228,0,128590,17,262,4,6,0.0,0.0,0.0,2.0,False,rayan-lucas,Rayan Lucas,R. Lucas,Rayan Lucas Marques de Souza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
229,10,68991,17,356,4,6,7.7,6.49,0.82,9.11,True,lucas-sasha,Lucas Sasha,L. Sasha,Lucas Pacheco Affini,0,1,42,16,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,26.67,Castelão (CE),2025-07-26 18:30:00,1,3,334105,5,280,18,356,1753565400,26,True,False
230,6,52827,17,356,3,5,0.0,3.18,0.0,7.34,False,david-luiz,David Luiz,D. Luiz,David Luiz Moreira Marinho,0,2,5,6,1,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,26.67,26.67,Castelão (CE),2025-07-26 18:30:00,1,3,334105,5,280,18,356,1753565400,26,True,False
231,10,68952,17,356,5,7,4.6,3.67,-0.71,7.26,True,marinho,Marinho,Marinho,Mário Sérgio Santos Costa,2,1,6,19,5,8,16,1,10,0,1,0,0,0,0,0,0,0,0,0,26.67,26.67,Castelão (CE),2025-07-26 18:30:00,1,3,334105,5,280,18,356,1753565400,26,True,False
232,13,80196,17,356,4,6,-1.3,2.97,-0.33,5.59,True,yago-pikachu,Yago Pikachu,Y. Pikachu,Glaybson Yago Souza Lisboa,0,1,7,5,3,3,10,2,3,0,0,1,0,1,0,0,0,0,0,0,26.67,26.67,Castelão (CE),2025-07-26 18:30:00,1,3,334105,5,280,18,356,1753565400,26,True,False
233,8,86859,17,356,4,6,0.0,2.19,0.0,4.71,False,jose-welison,José Welison,J. Welison,José Welison da Silva,0,2,12,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,26.67,Castelão (CE),2025-07-26 18:30:00,1,3,334105,5,280,18,356,1753565400,26,True,False
234,9,93988,17,356,5,7,0.5,3.19,-0.63,6.28,True,breno-lopes,Breno Lopes,B. Lopes,Breno Henrique Vasconcelos Lopes,0,1,2,7,3,8,17,1,7,0,0,1,0,0,0,0,0,0,0,0,26.67,26.67,Castelão (CE),2025-07-26 18:30:00,1,3,334105,5,280,18,356,1753565400,26,True,False
235,2,90061,17,356,2,5,0.0,3.1,0.0,7.99,False,bruno-pacheco,Bruno Pacheco,B. Pacheco,Bruno de Jesus Pacheco,0,1,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,26.67,Castelão (CE),2025-07-26 18:30:00,1,3,334105,5,280,18,356,1753565400,26,True,False
236,3,100085,17,292,4,6,4.0,0.1,0.9,2.15,True,pedro-augusto,Pedro Augusto,P. Augusto,Pedro Augusto Borges da Costa,0,1,3,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
237,0,101708,17,2305,2,7,0.0,0.0,0.0,6.0,False,felipe-jonatan,Felipe Jonatan,F. Jonatan,Felipe Jonatan Rocha Andrade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,73.33,Maião,2025-07-26 18:30:00,1,1,334101,15,287,7,2305,1753565400,26,True,False
238,2,107221,17,356,1,7,2.9,2.9,0.49,3.44,True,magrao,Magrão,Magrão,Audenirton Soares da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,26.67,26.67,Castelão (CE),2025-07-26 18:30:00,1,3,334105,5,280,18,356,1753565400,26,True,False
239,7,82628,17,356,2,7,0.5,4.27,-0.2,8.19,True,tinga,Tinga,Tinga,Guilherme de Jesus da Silva,0,1,4,4,0,2,3,1,0,3,0,0,0,0,0,0,0,0,0,0,26.67,26.67,Castelão (CE),2025-07-26 18:30:00,1,3,334105,5,280,18,356,1753565400,26,True,False
240,13,105568,17,356,5,7,0.0,3.13,0.0,7.75,False,lucero,Lucero,Lucero,Juan Martín Lucero,1,3,7,15,4,3,6,3,5,0,0,1,0,0,0,0,0,0,1,0,26.67,26.67,Castelão (CE),2025-07-26 18:30:00,1,3,334105,5,280,18,356,1753565400,26,True,False
241,8,70916,17,356,2,7,3.0,4.36,-0.38,8.06,True,diogo-barbosa,Diogo Barbosa,D. Barbosa,Diogo Barbosa Mendanha,0,1,9,3,0,1,9,1,0,2,0,0,0,0,0,0,0,0,0,0,26.67,26.67,Castelão (CE),2025-07-26 18:30:00,1,3,334105,5,280,18,356,1753565400,26,True,False
242,3,101995,17,356,3,5,0.0,0.23,0.0,5.13,False,britez,Brítez,Brítez,Emanuel Fermín Brítez,0,2,2,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,26.67,Castelão (CE),2025-07-26 18:30:00,1,3,334105,5,280,18,356,1753565400,26,True,False
243,13,98619,17,356,3,7,11.5,4.02,1.43,7.87,True,kuscevic,Kuscevic,Kuscevic,Benjamín Kuščević Jaramillo,0,0,16,12,0,3,3,1,0,4,0,0,0,0,0,0,0,0,0,0,26.67,26.67,Castelão (CE),2025-07-26 18:30:00,1,3,334105,5,280,18,356,1753565400,26,True,False
244,1,100830,17,356,1,5,0.0,0.8,0.0,4.83,False,brenno,Brenno,Brenno,Brenno Oliveira Fraga Costa,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,26.67,26.67,Castelão (CE),2025-07-26 18:30:00,1,3,334105,5,280,18,356,1753565400,26,True,False
245,7,86766,17,356,4,6,0.0,1.09,-0.13,3.58,True,matheus-rossetto,Matheus Rossetto,M. Rossetto,Matheus Rossetto,0,0,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,26.67,Castelão (CE),2025-07-26 18:30:00,1,3,334105,5,280,18,356,1753565400,26,True,False
246,6,105258,17,356,3,7,1.9,4.13,-0.16,8.6,True,gaston-avila,Gastón Ávila,G. Ávila,Gastón Luciano Ávila,0,1,11,3,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,26.67,26.67,Castelão (CE),2025-07-26 18:30:00,1,3,334105,5,280,18,356,1753565400,26,True,False
247,5,113073,17,356,4,6,-1.0,2.2,0.09,3.98,False,kervin-andrade,Kervin Andrade,K. Andrade,Kervin Mario Andrade Navarro,1,2,3,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,26.67,26.67,Castelão (CE),2025-07-26 18:30:00,1,3,334105,5,280,18,356,1753565400,26,True,False
248,0,140492,17,262,3,6,0.0,0.0,0.0,2.0,False,joao-victor,João Victor,J. Victor,João Victor de Souza Cunha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
249,6,52271,17,285,4,5,0.0,2.75,0.0,5.95,False,fernando,Fernando,Fernando,Fernando Francisco Reges,0,0,8,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Beira-Rio,2025-07-27 18:30:00,1,1,334103,16,267,10,285,1753651800,26,True,False
250,0,72951,17,285,3,6,0.0,0.0,0.0,6.0,False,mercado,Mercado,Mercado,Gabriel Iván Mercado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Beira-Rio,2025-07-27 18:30:00,1,1,334103,16,267,10,285,1753651800,26,True,False
251,13,70944,17,285,4,7,-0.3,3.05,-0.86,6.22,True,bruno-henrique,Bruno Henrique,B. Henrique,Bruno Henrique Corsini,0,0,19,26,3,8,8,1,0,0,1,0,0,0,0,0,0,0,0,0,33.33,66.67,Beira-Rio,2025-07-27 18:30:00,1,1,334103,16,267,10,285,1753651800,26,True,False
252,16,79437,17,285,6,7,4.59,5.27,-0.15,9.92,True,roger-machado,Roger Machado,R. Machado,Roger Machado Marques,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,33.33,66.67,Beira-Rio,2025-07-27 18:30:00,1,1,334103,16,267,10,285,1753651800,26,True,False
253,5,105949,17,285,1,7,4.2,6.38,-0.54,11.04,True,rochet,Rochet,Rochet,Sergio Ramón Rochet Álvarez,0,0,0,0,0,0,1,0,0,2,0,0,0,0,18,0,2,0,0,0,33.33,66.67,Beira-Rio,2025-07-27 18:30:00,1,1,334103,16,267,10,285,1753651800,26,True,False
254,11,92981,17,285,4,6,0.0,1.95,0.0,4.2,False,ronaldo,Ronaldo,Ronaldo,Ronaldo da Silva Souza Guerrero,0,3,19,20,2,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,33.33,66.67,Beira-Rio,2025-07-27 18:30:00,1,1,334103,16,267,10,285,1753651800,26,True,False
255,15,110510,17,285,2,7,0.0,5.32,-0.64,7.71,True,aguirre,Aguirre,Aguirre,Braian Aguirre Nahuel,0,2,34,14,0,4,2,1,2,4,0,1,0,0,0,0,0,0,0,0,33.33,66.67,Beira-Rio,2025-07-27 18:30:00,1,1,334103,16,267,10,285,1753651800,26,True,False
256,9,101960,17,285,5,5,0.0,2.02,-0.44,4.79,True,vitinho,Vitinho,Vitinho,Vitor Hugo Naum dos Santos,0,2,11,13,1,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Beira-Rio,2025-07-27 18:30:00,1,1,334103,16,267,10,285,1753651800,26,True,False
257,12,111683,17,285,1,6,0.0,1.8,0.0,3.98,False,anthoni,Anthoni,Anthoni,Anthoni Spier Souza,0,0,0,0,0,0,2,0,0,2,0,0,0,0,22,0,18,0,0,0,33.33,66.67,Beira-Rio,2025-07-27 18:30:00,1,1,334103,16,267,10,285,1753651800,26,True,False
258,7,111466,17,285,3,7,0.2,6.84,-0.61,9.97,True,victor-gabriel,Victor Gabriel,V. Gabriel,Victor Gabriel da Conceição Ribeiro,0,0,14,7,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Beira-Rio,2025-07-27 18:30:00,1,1,334103,16,267,10,285,1753651800,26,True,False
259,0,88136,17,285,1,6,0.0,0.0,0.0,4.0,False,ivan,Ivan,Ivan,Ivan Quaresma da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Beira-Rio,2025-07-27 18:30:00,1,1,334103,16,267,10,285,1753651800,26,True,False
260,7,107989,17,285,5,7,15.3,4.46,1.85,7.47,True,carbonero,Carbonero,Carbonero,Johan Stiven Carbonero Balanta,0,1,1,8,1,6,17,2,4,0,0,1,0,0,0,0,0,0,0,0,33.33,66.67,Beira-Rio,2025-07-27 18:30:00,1,1,334103,16,267,10,285,1753651800,26,True,False
261,0,106202,17,285,2,5,0.0,0.0,0.0,6.0,False,bruno-gomes,Bruno Gomes,B. Gomes,Bruno Gomes da Silva Clevelário,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Beira-Rio,2025-07-27 18:30:00,1,1,334103,16,267,10,285,1753651800,26,True,False
262,11,70788,17,285,5,6,0.0,1.86,0.0,5.57,False,enner-valencia,Enner Valencia,E. Valencia,Enner Remberto Valencia Lastra,0,1,1,13,4,5,9,1,3,0,0,1,0,0,0,0,0,0,0,0,33.33,66.67,Beira-Rio,2025-07-27 18:30:00,1,1,334103,16,267,10,285,1753651800,26,True,False
263,4,122420,17,285,5,6,0.0,1.4,0.0,3.13,False,lucca,Lucca,Lucca,Lucca Holanda Sampaio Tavares,0,0,1,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Beira-Rio,2025-07-27 18:30:00,1,1,334103,16,267,10,285,1753651800,26,True,False
264,5,124280,17,285,5,6,0.0,3.54,0.0,5.16,False,ricardo-mathias,Ricardo Mathias,R. Mathias,Ricardo Mathias da Silva,0,0,0,1,2,2,6,1,0,0,0,1,0,0,0,0,0,0,0,0,33.33,66.67,Beira-Rio,2025-07-27 18:30:00,1,1,334103,16,267,10,285,1753651800,26,True,False
265,5,101597,17,285,2,6,0.0,3.52,0.0,5.92,False,ramon,Ramon,Ramon,Ramon Ramos Lima,0,1,7,4,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Beira-Rio,2025-07-27 18:30:00,1,1,334103,16,267,10,285,1753651800,26,True,False
266,13,107174,17,285,4,6,-0.1,3.16,-0.27,5.51,True,bruno-tabata,Bruno Tabata,B. Tabata,Bruno Vinícius Souza Ramos,0,2,11,5,6,3,15,1,1,0,0,1,0,0,0,0,0,0,0,0,33.33,66.67,Beira-Rio,2025-07-27 18:30:00,1,1,334103,16,267,10,285,1753651800,26,True,False
267,3,137618,17,285,3,6,6.8,3.4,1.21,4.59,True,clayton-sampaio,Clayton Sampaio,C. Sampaio,Clayton Sampaio Pereira,0,2,3,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,33.33,66.67,Beira-Rio,2025-07-27 18:30:00,1,1,334103,16,267,10,285,1753651800,26,True,False
268,0,103684,17,285,3,6,0.0,0.0,0.0,5.0,False,kaique-rocha,Kaíque Rocha,K. Rocha,Kaíque Rocha Lima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Beira-Rio,2025-07-27 18:30:00,1,1,334103,16,267,10,285,1753651800,26,True,False
269,9,51413,17,2305,1,7,8.1,7.62,-0.39,10.91,True,walter,Walter,Walter,Walter Leandro Capeloza Artune,0,2,0,0,0,0,1,0,0,4,0,0,0,0,37,1,5,0,0,0,40.0,73.33,Maião,2025-07-26 18:30:00,1,1,334101,15,287,7,2305,1753565400,26,True,False
270,13,73515,17,2305,4,7,0.2,2.25,0.06,4.96,True,gabriel,Gabriel,Gabriel,Gabriel Santana Pinto,0,2,3,4,4,2,10,2,5,0,0,0,0,1,0,0,0,0,0,0,40.0,73.33,Maião,2025-07-26 18:30:00,1,1,334101,15,287,7,2305,1753565400,26,True,False
