,atletas.jogos_num,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.media_num,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.slug,atletas.apelido,atletas.apelido_abreviado,atletas.nome,A,CA,DS,FC,FD,FF,FS,G,I,SG,CV,FT,PC,PS,DE,DP,GS,V,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
271,6,79066,17,2305,1,6,0.0,2.37,0.0,3.34,False,alex-muralha,Alex Muralha,A. Muralha,Alex Roberto Santana Rafael,0,2,0,0,0,0,1,0,0,0,0,0,0,0,19,0,9,0,0,0,40.0,73.33,Maião,2025-07-26 18:30:00,1,1,334101,15,287,7,2305,1753565400,26,True,False
272,0,72279,17,2305,1,6,0.0,0.0,0.0,2.0,False,thomazella,Thomazella,Thomazella,Carlos Eduardo Lecciolle Thomazella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,73.33,Maião,2025-07-26 18:30:00,1,1,334101,15,287,7,2305,1753565400,26,True,False
273,13,82775,17,2305,2,7,5.1,5.97,-0.36,9.07,True,lucas-ramon,Lucas Ramon,L. Ramon,Lucas Ramon Batista Silva,1,3,28,17,5,1,16,1,1,3,0,0,0,1,0,0,0,0,0,0,40.0,73.33,Maião,2025-07-26 18:30:00,1,1,334101,15,287,7,2305,1753565400,26,True,False
274,0,50317,17,2305,3,6,0.0,0.0,0.0,5.0,False,david-braz,David Braz,D. Braz,David Braz de Oliveira Filho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,73.33,Maião,2025-07-26 18:30:00,1,1,334101,15,287,7,2305,1753565400,26,True,False
275,13,97460,17,2305,3,2,0.0,2.47,0.0,2.93,False,joao-victor,João Victor,J. Victor,João Victor Carroll Santana,1,2,9,10,1,3,6,0,1,3,1,0,0,0,0,0,0,0,0,0,40.0,73.33,Maião,2025-07-26 18:30:00,1,1,334101,15,287,7,2305,1753565400,26,True,False
276,13,87742,17,2305,4,7,5.5,2.26,0.86,4.46,True,neto-moura,Neto Moura,N. Moura,Antônio Francisco Moura Neto,0,4,23,14,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,40.0,73.33,Maião,2025-07-26 18:30:00,1,1,334101,15,287,7,2305,1753565400,26,True,False
277,0,80225,17,2305,5,6,0.0,0.0,0.0,4.0,False,rafa-silva,Rafa Silva,R. Silva,Rafael da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,73.33,Maião,2025-07-26 18:30:00,1,1,334101,15,287,7,2305,1753565400,26,True,False
278,6,82407,17,2305,4,6,0.0,2.93,-0.55,5.15,True,chico-kim,Chico Kim,C. Kim,Francisco Hyun-Sol Kim,0,0,8,2,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,40.0,73.33,Maião,2025-07-26 18:30:00,1,1,334101,15,287,7,2305,1753565400,26,True,False
279,7,73318,17,2305,2,6,0.0,4.14,0.0,5.11,False,daniel-borges,Daniel Borges,D. Borges,Daniel Fortunato Borges,0,2,3,6,0,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,40.0,73.33,Maião,2025-07-26 18:30:00,1,1,334101,15,287,7,2305,1753565400,26,True,False
280,5,105585,17,2305,4,6,0.0,0.1,0.0,1.66,False,roni,Roni,Roni,Roni Medeiros de Moura,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,73.33,Maião,2025-07-26 18:30:00,1,1,334101,15,287,7,2305,1753565400,26,True,False
281,0,53865,17,2305,5,6,0.0,0.0,0.0,4.0,False,leo-gamalho,Léo Gamalho,L. Gamalho,Leonardo Gamalho de Souza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,73.33,Maião,2025-07-26 18:30:00,1,1,334101,15,287,7,2305,1753565400,26,True,False
282,12,71684,17,275,3,7,5.5,3.99,0.82,9.22,True,gustavo-gomez,Gustavo Gómez,G. Gómez,Gustavo Raúl Gómez Portillo,0,3,15,15,1,4,8,0,5,5,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Allianz Parque,2025-07-26 21:00:00,0,1,334099,14,284,3,275,1753574400,26,True,False
283,0,68872,17,275,1,6,0.0,0.0,0.0,7.0,False,marcelo-lomba,Marcelo Lomba,M. Lomba,Marcelo Lomba do Nascimento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Allianz Parque,2025-07-26 21:00:00,0,1,334099,14,284,3,275,1753574400,26,True,False
284,12,105903,17,2305,4,6,3.4,2.29,0.6,3.89,True,jose-aldo,José Aldo,J. Aldo,José Aldo Soares de Oliveira Filho,0,2,16,12,1,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,40.0,73.33,Maião,2025-07-26 18:30:00,1,1,334101,15,287,7,2305,1753565400,26,True,False
285,0,86863,17,2305,3,6,0.0,0.0,0.0,4.0,False,luiz-otavio,Luiz Otávio,L. Otávio,Luiz Otávio da Silva Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,73.33,Maião,2025-07-26 18:30:00,1,1,334101,15,287,7,2305,1753565400,26,True,False
286,3,118701,17,292,2,6,0.0,0.47,0.0,1.74,False,kevyson,Kevyson,Kevyson,Kevyson Costa e Silva,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
287,0,63013,17,275,2,6,0.0,0.0,0.0,7.0,False,marcos-rocha,Marcos Rocha,M. Rocha,Marcos Luis Rocha Aquino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Allianz Parque,2025-07-26 21:00:00,0,1,334099,14,284,3,275,1753574400,26,True,False
288,14,85403,17,2305,4,7,0.0,2.89,0.0,5.06,False,danielzinho,Danielzinho,Danielzinho,Daniel de Oliveira Sertanejo,1,3,14,18,3,4,24,0,0,0,0,1,0,1,0,0,0,0,0,0,40.0,73.33,Maião,2025-07-26 18:30:00,1,1,334101,15,287,7,2305,1753565400,26,True,False
289,11,104085,17,275,3,7,7.0,4.75,0.69,8.02,True,bruno-fuchs,Bruno Fuchs,B. Fuchs,Bruno de Lara Fuchs,0,3,15,9,0,2,8,0,0,6,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Allianz Parque,2025-07-26 21:00:00,0,1,334099,14,284,3,275,1753574400,26,True,False
290,0,89285,17,2305,4,6,0.0,0.0,0.0,4.0,False,matheus-sales,Matheus Sales,M. Sales,Matheus de Sales Cabral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,73.33,Maião,2025-07-26 18:30:00,1,1,334101,15,287,7,2305,1753565400,26,True,False
291,2,107236,17,275,2,6,0.0,3.2,0.0,5.02,False,vanderlan,Vanderlan,Vanderlan,Vanderlan Barbosa da Silva,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Allianz Parque,2025-07-26 21:00:00,0,1,334099,14,284,3,275,1753574400,26,True,False
292,3,81150,17,275,2,6,0.0,3.4,0.0,8.36,False,mayke,Mayke,Mayke,Mayke Rocha de Oliveira,0,1,5,10,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Allianz Parque,2025-07-26 21:00:00,0,1,334099,14,284,3,275,1753574400,26,True,False
293,15,110506,17,275,6,7,7.35,6.33,0.34,12.56,True,abel-ferreira,Abel Ferreira,A. Ferreira,Abel Fernando Moreira Ferreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,33.33,66.67,Allianz Parque,2025-07-26 21:00:00,0,1,334099,14,284,3,275,1753574400,26,True,False
294,11,70592,17,275,4,5,0.0,3.29,0.0,6.84,False,felipe-anderson,Felipe Anderson,F. Anderson,Felipe Anderson Pereira Gomes,0,0,17,9,3,5,6,0,1,0,0,1,0,0,0,0,0,0,0,0,33.33,66.67,Allianz Parque,2025-07-26 21:00:00,0,1,334099,14,284,3,275,1753574400,26,True,False
295,13,102950,17,275,5,7,9.3,5.38,1.28,11.44,True,facundo-torres,Facundo Torres,F. Torres,Facundo Daniel Torres Pérez,2,2,9,9,5,4,16,4,1,0,0,1,1,0,0,0,0,0,0,0,33.33,66.67,Allianz Parque,2025-07-26 21:00:00,0,1,334099,14,284,3,275,1753574400,26,True,False
296,11,105647,17,275,4,7,6.8,4.29,-0.3,9.79,True,mauricio,Maurício,Maurício,Maurício Magalhães Prado,1,0,7,8,2,6,6,3,2,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Allianz Parque,2025-07-26 21:00:00,0,1,334099,14,284,3,275,1753574400,26,True,False
297,14,124526,17,275,2,7,6.9,6.38,0.68,9.89,True,giay,Giay,Giay,Agustín Giay,0,0,34,17,0,3,22,0,0,6,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Allianz Parque,2025-07-26 21:00:00,0,1,334099,14,284,3,275,1753574400,26,True,False
298,0,92811,17,275,5,6,0.0,0.0,0.0,6.0,False,bruno-rodrigues,Bruno Rodrigues,B. Rodrigues,Bruno Rafael Rodrigues do Nascimento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Allianz Parque,2025-07-26 21:00:00,0,1,334099,14,284,3,275,1753574400,26,True,False
299,13,108683,17,275,4,6,0.4,3.64,-0.06,5.45,True,emiliano-martinez,Emiliano Martínez,E. Martínez,Emiliano Martínez Toranza,0,2,25,15,2,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Allianz Parque,2025-07-26 21:00:00,0,1,334099,14,284,3,275,1753574400,26,True,False
300,12,112869,17,275,4,7,0.2,2.45,-0.71,4.48,True,anibal-moreno,Aníbal Moreno,A. Moreno,Aníbal Ismael Moreno,0,1,17,8,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Allianz Parque,2025-07-26 21:00:00,0,1,334099,14,284,3,275,1753574400,26,True,False
301,13,113103,17,275,5,6,-0.4,4.25,-0.76,8.14,True,flaco-lopez,Flaco López,F. López,José Manuel Alberto López,0,3,15,17,3,14,19,2,4,0,0,0,0,1,0,0,0,0,0,0,33.33,66.67,Allianz Parque,2025-07-26 21:00:00,0,1,334099,14,284,3,275,1753574400,26,True,False
302,1,141452,17,275,5,6,0.0,0.5,0.0,1.1,False,thalys,Thalys,Thalys,Thalys Henrique Gomes de Araújo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Allianz Parque,2025-07-26 21:00:00,0,1,334099,14,284,3,275,1753574400,26,True,False
303,9,141451,17,275,4,6,0.0,2.95,0.0,4.13,False,allan,Allan,Allan,Allan Andrade Elias,0,0,12,3,1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,33.33,66.67,Allianz Parque,2025-07-26 21:00:00,0,1,334099,14,284,3,275,1753574400,26,True,False
304,4,105373,17,265,3,6,6.7,2.82,1.19,6.66,True,gabriel-xavier,Gabriel Xavier,G. Xavier,Gabriel Lheman Xavier - Lhman,0,1,2,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,20.0,86.67,Casa de Apostas Arena Fonte Nova,2025-07-27 18:30:00,0,3,334104,19,286,4,265,1753651800,26,True,False
305,11,98384,17,2305,5,7,2.5,2.66,-0.7,3.91,True,negueba,Negueba,Negueba,Luiz Henrique Soares Firmino,0,2,7,7,2,4,19,1,2,0,0,0,0,0,0,0,0,0,0,0,40.0,73.33,Maião,2025-07-26 18:30:00,1,1,334101,15,287,7,2305,1753565400,26,True,False
306,16,68928,17,276,1,7,-1.0,4.17,-0.96,8.97,True,rafael,Rafael,Rafael,Rafael Pires Monteiro,0,2,1,0,0,0,5,0,0,4,0,0,0,0,49,0,19,0,0,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
307,10,80570,17,276,2,7,0.0,5.26,-1.61,9.6,True,wendell,Wendell,Wendell,Wendell Nascimento Borges,1,0,15,11,0,3,12,0,0,4,0,0,0,0,0,0,0,0,0,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
308,14,80287,17,276,5,7,4.4,6.9,-0.61,10.35,True,luciano,Luciano,Luciano,Luciano da Rocha Neves,3,4,15,18,11,18,22,4,2,0,0,0,0,2,0,0,0,0,1,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
309,15,77656,17,276,2,7,0.0,2.62,-0.75,6.28,True,cedric-soares,Cédric Soares,C. Soares,Cédric Ricardo Alves Soares,1,1,12,6,0,2,5,0,0,3,0,0,0,0,0,0,0,0,0,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
310,15,81845,17,276,4,7,2.5,1.88,-0.28,4.82,True,alisson,Alisson,Alisson,Alisson Euler de Freitas Castro,1,4,8,14,6,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
311,12,101290,17,276,5,3,8.0,5.73,1.05,10.05,True,ferreira,Ferreira,Ferreira,Aldemir dos Santos Ferreira,2,3,9,6,2,7,20,4,1,0,0,0,0,0,0,0,0,0,0,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
312,12,105300,17,276,3,7,14.9,5.31,1.63,9.45,True,ferraresi,Ferraresi,Ferraresi,Nahuel Adolfo Ferraresi Hernández,1,2,33,13,0,1,5,0,1,3,0,0,0,0,0,0,0,0,0,1,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
313,0,86508,17,276,1,6,0.0,0.0,0.0,5.0,False,jandrei,Jandrei,Jandrei,Jandrei Chitolina Carniel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
314,12,107873,17,276,4,7,7.2,3.03,0.5,5.73,True,bobadilla,Bobadilla,Bobadilla,Damián Josué Bobadilla Benítez,0,1,22,13,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
315,1,102909,17,276,4,6,0.0,0.0,0.0,4.57,False,luan-vinicius,Luan Vinícius,L. Vinícius,Luan Vinícius da Silva Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
316,15,104758,17,276,2,6,5.4,4.77,0.12,8.63,True,enzo-diaz,Enzo Díaz,E. Díaz,Enzo Hernán Díaz,1,4,37,29,1,5,13,0,1,3,0,0,3,0,0,0,0,0,0,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
317,11,104075,17,276,3,7,1.5,2.26,-0.68,4.75,True,sabino,Sabino,Sabino,José Sabino Chagas Monteiro,0,2,5,9,2,2,6,0,0,3,0,0,0,0,0,0,0,0,0,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
318,1,71536,17,276,4,5,0.0,9.6,0.0,10.73,False,luiz-gustavo,Luiz Gustavo,L. Gustavo,Luiz Gustavo Dias,0,0,4,4,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
319,12,99889,17,276,3,3,-0.1,2.03,-0.9,5.53,True,alan-franco,Alan Franco,A. Franco,Alan Javier Franco,0,3,10,14,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
320,8,118563,17,276,4,6,4.2,0.57,0.58,1.95,True,rodriguinho,Rodriguinho,Rodriguinho,Rodrigo Huendra Almeida Mendonça,0,3,4,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
321,15,131617,17,276,5,7,3.1,4.64,0.29,7.09,True,andre-silva,André Silva,A. Silva,André Oliveira e Silva,2,5,8,16,3,9,14,5,4,0,0,0,0,0,0,0,0,0,0,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
322,7,140542,17,276,5,5,0.0,2.69,0.0,3.62,False,ryan-francisco,Ryan Francisco,R. Francisco,Ryan Francisco Rodrigues dos Santos Silva,0,0,0,4,0,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
323,8,113359,17,276,4,6,0.0,0.41,0.0,4.23,False,pablo-maia,Pablo Maia,P. Maia,Pablo Gonçalves Maia Fortunato,0,2,3,10,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
324,0,124674,17,276,4,6,0.0,0.0,0.0,2.0,False,felipe-negrucci,Felipe Negrucci,F. Negrucci,Felipe Negrucci Berdague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
325,3,79702,17,292,3,6,0.0,1.37,0.0,3.81,False,antonio-carlos,Antônio Carlos,A. Carlos,Antônio Carlos Cunha Capocasali Júnior,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
326,13,106294,17,276,4,7,7.2,2.32,0.31,4.83,True,marcos-antonio,Marcos Antônio,M. Antônio,Marcos Antônio Silva Santos,2,3,11,13,1,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
327,0,117818,17,276,1,6,0.0,0.0,0.0,2.0,False,young,Young,Young,Young Navarro Moraes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
328,0,80076,17,292,5,6,0.0,0.0,0.0,6.0,False,ze-roberto,Zé Roberto,Z. Roberto,José Roberto Assunção de Araújo Filho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
329,0,106829,17,276,2,6,0.0,0.0,0.0,4.0,False,patryck,Patryck,Patryck,Patryck Lanza dos Reis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,66.67,Morumbis,2025-07-27 16:00:00,1,3,334100,12,266,8,276,1753642800,26,True,False
330,4,81401,17,292,5,6,0.0,0.58,0.0,5.5,False,goncalo-paciencia,Gonçalo Paciência,G. Paciência,Gonçalo Mendes Paciência,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
331,8,84523,17,292,5,6,0.5,2.75,-1.97,3.92,True,romarinho,Romarinho,Romarinho,José Romário Silva de Souza,0,0,0,0,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
332,12,91808,17,292,1,7,0.0,3.52,0.0,6.53,False,caique-franca,Caíque França,C. França,Caíque França Godoy,0,2,2,0,0,0,1,0,0,2,0,0,0,0,39,0,20,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
333,2,85931,17,292,4,7,-1.9,-0.85,-1.07,3.58,True,hyoran,Hyoran,Hyoran,Hyoran Kaue Dalmoro,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
334,7,69138,17,292,5,5,0.0,3.27,0.0,6.43,False,pablo,Pablo,Pablo,Pablo Felipe Teixeira,0,1,5,8,2,5,10,1,6,0,0,0,0,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
335,15,107726,17,292,5,7,4.0,4.66,0.05,6.86,True,chrystian-barletta,Chrystian Barletta,C. Barletta,Chrystian Amaral Barletta de Almeida,0,1,11,9,14,12,18,2,5,0,0,2,0,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
336,4,83048,17,292,3,7,1.7,3.42,-0.56,6.19,True,rafael-thyere,Rafael Thyere,R. Thyere,Rafael Thyere de Albuquerque Marques,0,0,6,3,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
337,14,80583,17,292,4,3,10.9,3.36,1.14,7.06,True,lucas-lima,Lucas Lima,L. Lima,Lucas Rafael Araújo Lima,2,6,13,18,8,1,22,1,5,0,0,0,0,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
338,12,91639,17,292,2,7,1.7,4.51,-0.4,7.6,True,igor-carius,Igor Cariús,I. Cariús,Igor Aquino da Silva,0,1,24,12,5,4,16,0,5,2,0,0,1,0,0,0,0,0,0,1,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
339,6,122755,17,292,3,6,0.0,1.42,0.0,3.6,False,lucas-cunha,Lucas Cunha,L. Cunha,Lucas de Souza Cunha,0,2,4,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
340,0,111465,17,292,3,6,0.0,0.0,0.0,3.0,False,renzo,Renzo,Renzo,Renzo Azevedo Pimentel de Moura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
341,11,104271,17,292,2,5,0.0,4.79,0.0,5.91,False,hereda,Hereda,Hereda,Diogo Hereda da Silva,1,1,17,12,2,7,18,0,2,2,0,0,0,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
342,13,99253,17,292,3,6,0.0,3.05,0.0,5.55,False,chico,Chico,Chico,Francisco Alves da Silva Neto - Melo,0,1,17,7,1,5,6,0,0,2,0,0,1,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
343,0,137375,17,292,5,6,0.0,0.0,0.0,1.0,False,micael,Micael,Micael,Micael de Barros Viturino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
344,0,141158,17,292,4,6,0.0,0.0,0.0,2.0,False,breno,Breno,Breno,Breno José da Silva Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
345,12,141160,17,292,4,7,-0.8,3.26,-1.3,4.95,True,ze-lucas,Zé Lucas,Z. Lucas,José Lucas Gomes da Silva,0,2,20,12,3,4,16,0,2,0,0,0,0,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
346,0,141151,17,292,2,6,0.0,0.0,0.0,3.0,False,felipinho,Felipinho,Felipinho,Felipe Gabriel dos Santos Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
347,10,141453,17,292,4,6,0.0,1.12,-0.3,3.48,True,atencio,Atencio,Atencio,Rodrigo Uriel Atencio,0,1,1,3,2,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
348,0,141145,17,292,1,6,0.0,0.0,0.0,2.0,False,davi,Davi,Davi,Davi Medeiros Serrano Lira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
349,4,70449,17,292,1,6,1.9,1.3,-0.3,3.4,True,gabriel,Gabriel,Gabriel,Gabriel Vasconcelos Ferreira,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,7,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
350,4,90917,17,2305,5,6,0.2,1.72,-0.78,3.76,True,carlos-eduardo,Carlos Eduardo,C. Eduardo,Carlos Eduardo Ferreira de Souza,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,73.33,Maião,2025-07-26 18:30:00,1,1,334101,15,287,7,2305,1753565400,26,True,False
351,13,95357,17,292,4,7,4.0,2.98,0.4,5.15,True,rivera,Rivera,Rivera,Christian Hernando Rivera Cuéllar,0,4,30,32,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,46.67,13.33,Ilha do Retiro,2025-07-26 18:30:00,2,2,334106,17,277,20,292,1753565400,26,True,False
352,14,114802,17,275,5,7,5.1,5.04,-0.77,11.17,True,vitor-roque,Vitor Roque,V. Roque,Vitor Hugo Roque Ferreira,0,2,15,15,8,6,33,3,2,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,Allianz Parque,2025-07-26 21:00:00,0,1,334099,14,284,3,275,1753574400,26,True,False
353,14,87863,17,262,4,7,0.5,9.16,-1.7,17.95,True,arrascaeta,Arrascaeta,Arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,5,1,9,6,2,5,19,9,2,0,0,1,0,2,0,0,0,0,0,0,40.0,80.0,Maracanã,2025-07-27 20:30:00,0,1,334097,13,282,1,262,1753659000,26,True,False
354,12,68996,17,265,5,7,1.2,2.9,0.02,6.86,True,willian-jose,Willian José,W. José,Willian José da Silva,1,2,0,3,5,4,3,2,0,0,0,2,0,0,0,0,0,0,0,0,20.0,86.67,Casa de Apostas Arena Fonte Nova,2025-07-27 18:30:00,0,3,334104,19,286,4,265,1753651800,26,True,False
