atletas.atleta_id,previsao_pontos,atletas.rodada_id,atletas.status_id,atletas.pontos_num,atletas.variacao_num,atletas.media_num,atletas.slug,atletas.apelido,atletas.nome,atletas.clube.id.full.name,atletas.entrou_em_campo,atletas.jogos_num,atletas.clube_id,atletas.posicao_id,atletas.preco_num,atletas.minimo_para_valorizar,atletas.apelido_abreviado,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante,A,CA,DS,FC,FD,FF,FS,I,G,FT,DE,GS,V,CV,PS,SG,DP,PC,PP,GC
89846,3.99979,15,7,,0.0,2.47,cristaldo,Cristaldo,Franco Cristaldo,,False,10,284,4,6.4,,Cristaldo,46.67,40.0,São Januário,2025-07-19 17:30:00,,,334028,12,284,15,267,1752957000,26,True,True,1.0,1.0,5.0,4.0,3.0,3.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62977,3.9849000000000134,15,2,,0.0,1.69,ganso,Ganso,Paulo Henrique Chagas de Lima,,False,7,266,4,6.62,,Ganso,46.67,66.67,Maracanã,2025-07-20 19:30:00,,,334027,7,266,2,262,1753050600,26,True,True,0.0,1.0,5.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110715,3.9484000000000035,15,2,,2.38,5.7,andres-hurtado,Andrés Hurtado,José Andrés Hurtado Cheme,,True,12,280,2,8.82,,A. Hurtado,66.67,20.0,Barradão,2025-07-20 16:00:00,,,334034,3,280,17,287,1753038000,26,True,True,0.0,2.0,23.0,18.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0
142004,3.9412799999999724,15,7,,0.0,2.46,amuzu,Amuzu,Francis Amuzu,,False,9,284,5,4.41,,Amuzu,46.67,40.0,São Januário,2025-07-19 17:30:00,,,334028,12,284,15,267,1752957000,26,True,True,0.0,2.0,1.0,4.0,5.0,7.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132071,3.92910999999999,15,7,,-0.73,4.21,serna,Serna,Kevin Steven Serna Jaramillo,,True,10,266,5,6.67,,Serna,46.67,66.67,Maracanã,2025-07-20 19:30:00,,,334027,7,266,2,262,1753050600,26,True,True,0.0,0.0,5.0,2.0,3.0,2.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
77656,3.904959999999988,15,7,,-0.52,2.15,cedric-soares,Cédric Soares,Cédric Ricardo Alves Soares,,True,12,276,2,6.07,,C. Soares,40.0,6.67,Morumbis,2025-07-19 21:00:00,,,334030,9,264,16,276,1752969600,26,True,False,1.0,1.0,10.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
92440,3.896519999999998,15,7,,1.54,3.32,andre-ramalho,André Ramalho,André Ramalho Silva,,True,9,264,3,6.61,,A. Ramalho,40.0,6.67,Morumbis,2025-07-19 21:00:00,,,334030,9,264,16,276,1752969600,26,True,True,0.0,3.0,10.0,13.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
93790,3.830729999999989,15,7,,-0.31,2.67,marlon-freitas,Marlon Freitas,Marlon Rodrigues Freitas,,True,12,263,4,5.89,,M. Freitas,73.33,6.67,Ilha do Retiro,2025-07-20 17:30:00,,,334039,6,263,20,292,1753043400,26,True,True,3.0,2.0,9.0,10.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104204,3.8274400000000037,15,7,,-0.45,4.91,edson-carioca,Edson Carioca,Edson Guilherme Mendes dos Santos,,True,11,2305,5,6.6,,E. Carioca,60.0,73.33,Maião,2025-07-19 18:30:00,,,334031,13,277,11,2305,1752960600,26,True,False,2.0,1.0,10.0,12.0,4.0,10.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86757,3.790320000000011,15,2,,-0.1,2.53,everton,Everton,Everton Sousa Soares,,True,13,262,5,7.37,,Everton,46.67,66.67,Maracanã,2025-07-20 19:30:00,,,334027,7,266,2,262,1753050600,26,True,False,1.0,0.0,7.0,7.0,4.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68952,3.735599999999987,15,7,,0.0,2.59,marinho,Marinho,Mário Sérgio Santos Costa,,False,8,356,5,5.97,,Marinho,80.0,0.0,Castelão (CE),2025-07-19 16:00:00,,,334037,4,265,19,356,1752951600,26,True,False,2.0,1.0,5.0,15.0,2.0,4.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
104027,3.7189200000000064,15,7,,-0.52,5.02,rafael-guanaes,Rafael Guanaes,Rafael Silva Guanaes,,True,12,2305,6,6.46,,R. Guanaes,60.0,73.33,Maião,2025-07-19 18:30:00,,,334031,13,277,11,2305,1752960600,26,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97867,3.704820000000009,15,2,,-1.11,5.72,leo-ortiz,Léo Ortiz,Leonardo Rech Ortiz,,True,12,262,3,6.99,,L. Ortiz,46.67,66.67,Maracanã,2025-07-20 19:30:00,,,334027,7,266,2,262,1753050600,26,True,False,1.0,1.0,10.0,10.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
70360,3.68894000000002,15,3,,-1.27,4.55,eduardo-sasha,Eduardo Sasha,Eduardo Colcenti Antunes,,True,14,280,5,8.26,,E. Sasha,66.67,20.0,Barradão,2025-07-20 16:00:00,,,334034,3,280,17,287,1753038000,26,True,True,1.0,3.0,5.0,4.0,10.0,10.0,17.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110727,3.686040000000012,15,6,,0.0,6.26,rubens,Rubens,Rubens Antônio Dias,,False,13,282,4,8.96,,Rubens,53.33,46.67,Allianz Parque,2025-07-20 17:30:00,,,334029,8,282,5,275,1753043400,26,True,True,0.0,2.0,42.0,18.0,4.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103672,3.642999999999994,15,2,,-0.72,3.73,gabriel-fuentes,Gabriel Fuentes,Gabriel Rafael Fuentes Gómez,,True,4,266,2,7.28,,G. Fuentes,46.67,66.67,Maracanã,2025-07-20 19:30:00,,,334027,7,266,2,262,1753050600,26,True,True,0.0,1.0,11.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106160,3.614500000000019,15,6,,0.0,7.6,lucao,Lucão,Lucas Alexandre Galdino de Azevedo,,False,2,280,1,7.09,,Lucão,66.67,20.0,Barradão,2025-07-20 16:00:00,,,334034,3,280,17,287,1753038000,26,True,True,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
61987,3.606500000000018,15,6,,0.0,5.05,alex-sandro,Alex Sandro,Alex Sandro Lobo Silva,,False,10,262,2,10.75,,A. Sandro,46.67,66.67,Maracanã,2025-07-20 19:30:00,,,334027,7,266,2,262,1753050600,26,True,False,0.0,1.0,11.0,20.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
102928,3.605100000000022,15,6,,0.0,3.76,canobbio,Canobbio,Agustín Canobbio Graviz,,False,8,266,5,7.81,,Canobbio,46.67,66.67,Maracanã,2025-07-20 19:30:00,,,334027,7,266,2,262,1753050600,26,True,True,0.0,1.0,11.0,10.0,2.0,3.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92702,3.5849699999999873,15,7,,0.0,3.09,daniel-paulista,Daniel Paulista,Daniel Pollo Barioni,,False,1,292,6,6.85,,D. Paulista,73.33,6.67,Ilha do Retiro,2025-07-20 17:30:00,,,334039,6,263,20,292,1753043400,26,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108133,3.5752399999999946,15,7,,0.0,3.57,isidro-pitta,Isidro Pitta,Isidro Miguel Pitta Saldívar,,False,11,280,5,6.67,,I. Pitta,66.67,20.0,Barradão,2025-07-20 16:00:00,,,334034,3,280,17,287,1753038000,26,True,True,1.0,3.0,1.0,9.0,3.0,1.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101002,3.557480000000025,15,6,,0.0,3.36,junior-santos,Júnior Santos,José Antonio dos Santos Júnior,,False,8,282,5,7.51,,J. Santos,53.33,46.67,Allianz Parque,2025-07-20 17:30:00,,,334029,8,282,5,275,1753043400,26,True,True,0.0,1.0,3.0,2.0,2.0,4.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145099,3.555770000000016,15,6,,-0.52,0.0,ruben-rodrigues,Rúben Rodrigues,Rúben da Rocha Rodrigues,,True,1,287,4,5.48,,R. Rodrigues,66.67,20.0,Barradão,2025-07-20 16:00:00,,,334034,3,280,17,287,1753038000,26,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105647,3.5548200000000163,15,6,,-0.37,2.23,mauricio,Maurício,Maurício Magalhães Prado,,True,8,275,4,8.08,,Maurício,53.33,46.67,Allianz Parque,2025-07-20 17:30:00,,,334029,8,282,5,275,1753043400,26,True,False,0.0,0.0,2.0,5.0,2.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109573,3.554299999999996,15,7,,-0.57,3.39,martinelli,Martinelli,Matheus Martinelli Lima,,True,12,266,4,6.66,,Martinelli,46.67,66.67,Maracanã,2025-07-20 19:30:00,,,334027,7,266,2,262,1753050600,26,True,True,1.0,1.0,12.0,14.0,2.0,2.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91866,3.5535600000000187,15,6,,0.0,4.18,ze-ivaldo,Zé Ivaldo,José Ivaldo Almeida Silva,,False,11,277,3,6.38,,Z. Ivaldo,60.0,73.33,Maião,2025-07-19 18:30:00,,,334031,13,277,11,2305,1752960600,26,True,True,0.0,4.0,18.0,13.0,0.0,9.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
108683,3.538700000000005,15,2,,0.0,4.65,emiliano-martinez,Emiliano Martínez,Emiliano Martínez Toranza,,False,10,275,4,6.18,,E. Martínez,53.33,46.67,Allianz Parque,2025-07-20 17:30:00,,,334029,8,282,5,275,1753043400,26,True,False,0.0,1.0,24.0,12.0,2.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69783,3.522939999999991,15,2,,-1.37,6.98,danilo,Danilo,Danilo Luiz da Silva,,True,5,262,3,14.38,,Danilo,46.67,66.67,Maracanã,2025-07-20 19:30:00,,,334027,7,266,2,262,1753050600,26,True,False,0.0,0.0,4.0,6.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
106082,3.5146300000000115,15,6,,0.0,3.64,ewerthon,Ewerthon,Ewerthon Diógenes da Silva,,False,11,286,2,6.24,,Ewerthon,26.67,86.67,Mineirão,2025-07-20 16:00:00,,,334032,18,286,1,283,1753038000,26,True,True,0.0,2.0,20.0,7.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
123360,3.5103999999999944,15,6,,0.0,2.82,cauly,Cauly,Cauly Oliveira Souza,,False,11,265,4,6.7,,Cauly,80.0,0.0,Castelão (CE),2025-07-19 16:00:00,,,334037,4,265,19,356,1752951600,26,True,True,3.0,1.0,2.0,2.0,1.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113078,3.5077399999999987,15,6,,0.0,3.51,mancuso,Mancuso,Eros Nazareno Mancuso,,False,8,356,2,7.01,,Mancuso,80.0,0.0,Castelão (CE),2025-07-19 16:00:00,,,334037,4,265,19,356,1752951600,26,True,False,0.0,1.0,9.0,5.0,0.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
111309,3.500530000000007,15,6,,0.0,6.5,gustavo-martins,Gustavo Martins,Gustavo Martins de Souza Santos,,False,4,284,3,9.04,,G. Martins,46.67,40.0,São Januário,2025-07-19 17:30:00,,,334028,12,284,15,267,1752957000,26,True,True,0.0,1.0,10.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
133669,3.487239999999986,15,7,,0.0,5.48,alysson,Alysson,Alysson Edward Franco da Rocha dos Santos,,False,9,284,5,5.69,,Alysson,46.67,40.0,São Januário,2025-07-19 17:30:00,,,334028,12,284,15,267,1752957000,26,True,True,1.0,0.0,17.0,5.0,3.0,4.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105300,3.4646899999999916,15,7,,1.6,3.12,ferraresi,Ferraresi,Nahuel Adolfo Ferraresi Hernández,,True,9,276,3,7.34,,Ferraresi,40.0,6.67,Morumbis,2025-07-19 21:00:00,,,334030,9,264,16,276,1752969600,26,True,False,0.0,2.0,19.0,10.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
107174,3.463890000000003,15,6,,0.0,3.86,bruno-tabata,Bruno Tabata,Bruno Vinícius Souza Ramos,,False,10,285,4,6.79,,B. Tabata,40.0,33.33,Beira-Rio,2025-07-20 11:00:00,,,334033,10,354,14,285,1753020000,26,True,False,0.0,2.0,10.0,5.0,6.0,3.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116461,3.4567800000000055,15,5,,0.0,5.15,jamerson,Jamerson,Jamerson Santos de Jesus,,False,12,287,2,7.87,,Jamerson,66.67,20.0,Barradão,2025-07-20 16:00:00,,,334034,3,280,17,287,1753038000,26,True,False,2.0,0.0,20.0,8.0,5.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
122486,3.452539999999999,15,7,,0.0,5.1,rayan,Rayan,Rayan Vitor Simplício Rocha,,False,11,267,5,6.93,,Rayan,46.67,40.0,São Januário,2025-07-19 17:30:00,,,334028,12,284,15,267,1752957000,26,True,False,0.0,0.0,9.0,7.0,8.0,7.0,15.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113103,3.4381800000000142,15,3,,-0.68,4.7,flaco-lopez,Flaco López,José Manuel Alberto López,,True,11,275,5,8.42,,F. López,53.33,46.67,Allianz Parque,2025-07-20 17:30:00,,,334029,8,282,5,275,1753043400,26,True,False,0.0,3.0,13.0,14.0,3.0,14.0,16.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
104085,3.4259999999999877,15,7,,-0.21,4.67,bruno-fuchs,Bruno Fuchs,Bruno de Lara Fuchs,,True,9,275,3,7.43,,B. Fuchs,53.33,46.67,Allianz Parque,2025-07-20 17:30:00,,,334029,8,282,5,275,1753043400,26,True,False,0.0,2.0,11.0,4.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
70592,3.391400000000003,15,2,,0.07,3.06,felipe-anderson,Felipe Anderson,Felipe Anderson Pereira Gomes,,True,9,275,4,6.77,,F. Anderson,53.33,46.67,Allianz Parque,2025-07-20 17:30:00,,,334029,8,282,5,275,1753043400,26,True,False,0.0,0.0,11.0,8.0,3.0,5.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81121,3.3899400000000126,15,3,,-0.66,4.19,lucas-mugni,Lucas Mugni,Lucas Andrés Mugni,,True,10,354,4,6.45,,L. Mugni,40.0,33.33,Beira-Rio,2025-07-20 11:00:00,,,334033,10,354,14,285,1753020000,26,True,True,2.0,3.0,15.0,16.0,1.0,5.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104994,3.38986,15,7,,0.0,3.05,wagner-leonardo,Wagner Leonardo,Wagner Leonardo Calvelo de Souza,,False,13,284,3,6.13,,W. Leonardo,46.67,40.0,São Januário,2025-07-19 17:30:00,,,334028,12,284,15,267,1752957000,26,True,True,1.0,2.0,13.0,12.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
70944,3.3872999999999918,15,7,,0.0,3.21,bruno-henrique,Bruno Henrique,Bruno Henrique Corsini,,False,10,285,4,7.05,,B. Henrique,40.0,33.33,Beira-Rio,2025-07-20 11:00:00,,,334033,10,354,14,285,1753020000,26,True,False,0.0,0.0,15.0,21.0,3.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
104502,3.3866800000000103,15,7,,-0.32,3.83,christian,Christian,Christian Roberto Alves Cardoso,,True,11,283,4,6.69,,Christian,26.67,86.67,Mineirão,2025-07-20 16:00:00,,,334032,18,286,1,283,1753038000,26,True,False,2.0,4.0,13.0,19.0,2.0,6.0,15.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97468,3.3850500000000094,15,6,,0.0,4.6,marcal,Marçal,Fernando Marçal de Oliveira,,False,2,263,2,6.8,,Marçal,73.33,6.67,Ilha do Retiro,2025-07-20 17:30:00,,,334039,6,263,20,292,1753043400,26,True,True,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
84042,3.3844200000000275,15,6,,0.0,3.4,tiquinho-soares,Tiquinho Soares,Francisco das Chagas Soares dos Santos Meireles,,False,11,277,5,8.83,,T. Soares,60.0,73.33,Maião,2025-07-19 18:30:00,,,334031,13,277,11,2305,1752960600,26,True,True,2.0,2.0,6.0,17.0,4.0,8.0,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100846,3.3679799999999958,15,7,,0.0,2.58,lucas-esteves,Lucas Esteves,Lucas Esteves de Souza,,False,5,284,2,5.87,,L. Esteves,46.67,40.0,São Januário,2025-07-19 17:30:00,,,334028,12,284,15,267,1752957000,26,True,True,0.0,0.0,7.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
103523,3.357440000000014,15,6,,0.0,3.16,ignacio,Ignácio,Ignácio da Silva Oliveira,,False,7,266,3,6.68,,Ignácio,46.67,66.67,Maracanã,2025-07-20 19:30:00,,,334027,7,266,2,262,1753050600,26,True,True,0.0,0.0,6.0,7.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
83257,3.338720000000013,15,6,,-0.01,2.79,gabriel,Gabriel,Gabriel Barbosa Almeida,,True,11,283,5,6.42,,Gabriel,26.67,86.67,Mineirão,2025-07-20 16:00:00,,,334032,18,286,1,283,1753038000,26,True,False,2.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
81881,3.337280000000024,15,5,,0.0,4.75,joao-ricardo,João Ricardo,João Ricardo Riedi,,False,11,356,1,8.76,,J. Ricardo,80.0,0.0,Castelão (CE),2025-07-19 16:00:00,,,334037,4,265,19,356,1752951600,26,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
84847,3.333109999999984,15,7,,0.4,2.58,luan-peres,Luan Peres,Luan Peres Petroni,,True,6,277,3,5.55,,L. Peres,60.0,73.33,Maião,2025-07-19 18:30:00,,,334031,13,277,11,2305,1752960600,26,True,True,0.0,4.0,3.0,9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
98517,3.33259000000001,15,3,,0.0,3.08,jean-lucas,Jean Lucas,Jean Lucas de Souza Oliveira,,False,11,265,4,6.3,,J. Lucas,80.0,0.0,Castelão (CE),2025-07-19 16:00:00,,,334037,4,265,19,356,1752951600,26,True,True,0.0,1.0,19.0,10.0,1.0,6.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
84674,3.3293200000000076,15,6,,0.0,2.48,lucas-evangelista,Lucas Evangelista,Lucas Evangelista Santana de Oliveira,,False,8,275,4,6.43,,L. Evangelista,53.33,46.67,Allianz Parque,2025-07-20 17:30:00,,,334029,8,282,5,275,1753043400,26,True,False,1.0,0.0,6.0,5.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106323,3.2830599999999928,15,7,,0.0,2.51,caio-alexandre,Caio Alexandre,Caio Alexandre Souza e Silva,,False,11,265,4,5.29,,C. Alexandre,80.0,0.0,Castelão (CE),2025-07-19 16:00:00,,,334037,4,265,19,356,1752951600,26,True,True,1.0,4.0,17.0,22.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107950,3.266280000000007,15,6,,0.0,3.23,fausto-vera,Fausto Vera,Fausto Mariano Vera,,False,7,282,4,6.75,,F. Vera,53.33,46.67,Allianz Parque,2025-07-20 17:30:00,,,334029,8,282,5,275,1753043400,26,True,True,0.0,1.0,9.0,6.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122406,3.2507000000000077,15,6,,0.0,4.23,luisao,Luisão,Luis Fellipe Campos Dória,,False,3,277,3,6.27,,Luisão,60.0,73.33,Maião,2025-07-19 18:30:00,,,334031,13,277,11,2305,1752960600,26,True,True,0.0,1.0,5.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
93879,3.1965300000000076,15,6,,0.0,5.93,marcao,Marcão,Marcos Venicius Santos Miranda - Vinícius,,False,6,286,1,7.5,,Marcão,26.67,86.67,Mineirão,2025-07-20 16:00:00,,,334032,18,286,1,283,1753038000,26,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
63110,3.1877000000000115,15,6,,0.0,3.21,alan-ruschel,Alan Ruschel,Alan Luciano Ruschel,,False,9,286,2,6.2,,A. Ruschel,26.67,86.67,Mineirão,2025-07-20 16:00:00,,,334032,18,286,1,283,1753038000,26,True,True,0.0,2.0,10.0,8.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
91706,3.1839800000000156,15,6,,0.0,4.0,marlon,Marlon,Marlon Rodrigues Xavier,,False,9,284,2,6.95,,Marlon,46.67,40.0,São Januário,2025-07-19 17:30:00,,,334028,12,284,15,267,1752957000,26,True,True,0.0,2.0,15.0,9.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
98909,3.176200000000025,15,6,,0.0,3.63,cuello,Cuello,Tomás Esteban Cuello,,False,9,282,5,7.49,,Cuello,53.33,46.67,Allianz Parque,2025-07-20 17:30:00,,,334029,8,282,5,275,1753043400,26,True,True,0.0,3.0,6.0,11.0,6.0,9.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130884,3.1675699999999942,15,7,,0.0,6.23,igor-serrote,Igor Serrote,Igor Eduardo Schlemper,,False,6,284,2,6.12,,I. Serrote,46.67,40.0,São Januário,2025-07-19 17:30:00,,,334028,12,284,15,267,1752957000,26,True,True,0.0,2.0,21.0,4.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
99228,3.1487800000000203,15,6,,-0.07,2.25,de-la-cruz,De la Cruz,Diego Nicolás de la Cruz Arcosa,,True,9,262,4,8.21,,D. Cruz,46.67,66.67,Maracanã,2025-07-20 19:30:00,,,334027,7,266,2,262,1753050600,26,True,False,0.0,3.0,9.0,11.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117910,3.1469199999999993,15,6,,-1.54,3.76,breno-bidon,Breno Bidon,Breno de Souza Bidon,,True,12,264,4,7.3,,B. Bidon,40.0,6.67,Morumbis,2025-07-19 21:00:00,,,334030,9,264,16,276,1752969600,26,True,True,1.0,3.0,16.0,24.0,2.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105584,3.146449999999993,15,7,,0.0,3.74,lucas-piton,Lucas Piton,Lucas Piton Crivellaro,,False,11,267,2,7.09,,L. Piton,46.67,40.0,São Januário,2025-07-19 17:30:00,,,334028,12,284,15,267,1752957000,26,True,False,3.0,2.0,13.0,18.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
105373,3.138069999999996,15,7,,0.0,1.53,gabriel-xavier,Gabriel Xavier,Gabriel Lheman Xavier - Lhman,,False,3,265,3,5.47,,G. Xavier,80.0,0.0,Castelão (CE),2025-07-19 16:00:00,,,334037,4,265,19,356,1752951600,26,True,True,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
121668,3.1337000000000064,15,6,,0.0,9.3,bruninho,Bruninho,Bruno César Pereira Silva,,False,1,356,4,5.37,,Bruninho,80.0,0.0,Castelão (CE),2025-07-19 16:00:00,,,334037,4,265,19,356,1752951600,26,True,False,0.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
